Forked 37412
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 37412)
37412: Started!
37412: Number of players: 5, position: 0, number of turns: 1000
37412: Random seed: 326581726
Strategy 0: first ans is 1
Forked 37413
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 37413)
Strategy 1: first ans is 0
Forked 37414
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 37414)
Strategy 2: first ans is 3
Forked 37438
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 37438)
Strategy 3: first ans is 0
Forked 37439
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 37439)
Strategy 4: first ans is 1
37412: 2.000000e+00 2.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
37412: 2.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00
37412: 1.666667e+00 1.333333e+00 6.666667e-01 1.333333e+00 0.000000e+00
37412: 1.750000e+00 1.500000e+00 7.500000e-01 1.000000e+00 0.000000e+00
37412: 1.600000e+00 1.400000e+00 1.200000e+00 8.000000e-01 0.000000e+00
37412: 1.833333e+00 1.333333e+00 1.166667e+00 6.666667e-01 0.000000e+00
37412: 1.857143e+00 1.428571e+00 1.000000e+00 7.142857e-01 0.000000e+00
37412: 1.750000e+00 1.375000e+00 1.125000e+00 7.500000e-01 0.000000e+00
37412: 1.888889e+00 1.444444e+00 1.000000e+00 6.666667e-01 0.000000e+00
37412: 1.800000e+00 1.400000e+00 1.200000e+00 6.000000e-01 0.000000e+00
37412: 1.818182e+00 1.454545e+00 1.181818e+00 5.454545e-01 0.000000e+00
37412: 1.916667e+00 1.416667e+00 1.166667e+00 5.000000e-01 0.000000e+00
37412: 1.846154e+00 1.461538e+00 1.230769e+00 4.615385e-01 0.000000e+00
37412: 1.857143e+00 1.571429e+00 1.142857e+00 4.285714e-01 0.000000e+00
37412: 1.800000e+00 1.533333e+00 1.266667e+00 4.000000e-01 0.000000e+00
37412: 1.812500e+00 1.562500e+00 1.187500e+00 4.375000e-01 0.000000e+00
37412: 1.764706e+00 1.529412e+00 1.235294e+00 4.705882e-01 0.000000e+00
37412: 1.833333e+00 1.500000e+00 1.222222e+00 4.444444e-01 0.000000e+00
37412: 1.842105e+00 1.526316e+00 1.210526e+00 4.210526e-01 0.000000e+00
37412: 1.800000e+00 1.600000e+00 1.200000e+00 4.000000e-01 0.000000e+00
37412: 1.857143e+00 1.571429e+00 1.190476e+00 3.809524e-01 0.000000e+00
37412: 1.909091e+00 1.545455e+00 1.181818e+00 3.636364e-01 0.000000e+00
