Forked 37971
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 37971)
Strategy 0: first ans is 0
Forked 37995
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 37995)
37995: Started!
37995: Number of players: 4, position: 1, number of turns: 1000
37995: Random seed: 1403283966
Strategy 1: first ans is 0
Forked 37996
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 37996)
Strategy 2: first ans is 0
Forked 37997
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 37997)
Strategy 3: first ans is 1
37995: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
37995: 2.500000e+00 1.000000e+00 5.000000e-01 0.000000e+00
37995: 2.333333e+00 1.000000e+00 6.666667e-01 0.000000e+00
37995: 2.250000e+00 1.000000e+00 7.500000e-01 0.000000e+00
37995: 2.200000e+00 1.000000e+00 8.000000e-01 0.000000e+00
37995: 2.333333e+00 1.000000e+00 6.666667e-01 0.000000e+00
37995: 2.428571e+00 1.000000e+00 5.714286e-01 0.000000e+00
37995: 2.500000e+00 1.000000e+00 5.000000e-01 0.000000e+00
37995: 2.444444e+00 1.111111e+00 4.444444e-01 0.000000e+00
37995: 2.500000e+00 1.100000e+00 4.000000e-01 0.000000e+00
37995: 2.545455e+00 1.090909e+00 3.636364e-01 0.000000e+00
37995: 2.583333e+00 1.083333e+00 3.333333e-01 0.000000e+00
37995: 2.538462e+00 1.076923e+00 3.076923e-01 7.692308e-02
37995: 2.500000e+00 1.071429e+00 3.571429e-01 7.142857e-02
37995: 2.466667e+00 1.066667e+00 3.333333e-01 1.333333e-01
37995: 2.437500e+00 1.125000e+00 3.125000e-01 1.250000e-01
37995: 2.470588e+00 1.117647e+00 2.941176e-01 1.176471e-01
37995: 2.444444e+00 1.166667e+00 2.777778e-01 1.111111e-01
37995: 2.421053e+00 1.210526e+00 2.631579e-01 1.052632e-01
37995: 2.400000e+00 1.200000e+00 3.000000e-01 1.000000e-01
37995: 2.380952e+00 1.190476e+00 2.857143e-01 1.428571e-01
37995: 2.363636e+00 1.227273e+00 2.727273e-01 1.363636e-01
37995: 2.391304e+00 1.217391e+00 2.608696e-01 1.304348e-01
37995: 2.375000e+00 1.208333e+00 2.916667e-01 1.250000e-01
37995: 2.400000e+00 1.200000e+00 2.800000e-01 1.200000e-01
37995: 2.423077e+00 1.192308e+00 2.692308e-01 1.153846e-01
37995: 2.407407e+00 1.185185e+00 2.962963e-01 1.111111e-01
37995: 2.392857e+00 1.214286e+00 2.857143e-01 1.071429e-01
37995: 2.379310e+00 1.206897e+00 3.103448e-01 1.034483e-01
37995: 2.400000e+00 1.200000e+00 3.000000e-01 1.000000e-01
37995: 2.387097e+00 1.193548e+00 3.225806e-01 9.677419e-02
37995: 2.406250e+00 1.187500e+00 3.125000e-01 9.375000e-02
37995: 2.424242e+00 1.181818e+00 3.030303e-01 9.090909e-02
37995: 2.411765e+00 1.176471e+00 3.235294e-01 8.823529e-02
37995: 2.400000e+00 1.171429e+00 3.428571e-01 8.571429e-02
37995: 2.388889e+00 1.166667e+00 3.333333e-01 1.111111e-01
37995: 2.378378e+00 1.162162e+00 3.243243e-01 1.351351e-01
37995: 2.368421e+00 1.157895e+00 3.421053e-01 1.315789e-01
37995: 2.358974e+00 1.153846e+00 3.333333e-01 1.538462e-01
37995: 2.375000e+00 1.150000e+00 3.250000e-01 1.500000e-01
37995: 2.365854e+00 1.170732e+00 3.170732e-01 1.463415e-01
37995: 2.380952e+00 1.166667e+00 3.095238e-01 1.428571e-01
37995: 2.372093e+00 1.186047e+00 3.023256e-01 1.395349e-01
37995: 2.363636e+00 1.181818e+00 2.954545e-01 1.590909e-01
37995: 2.377778e+00 1.177778e+00 2.888889e-01 1.555556e-01
37995: 2.391304e+00 1.173913e+00 2.826087e-01 1.521739e-01
37995: 2.404255e+00 1.170213e+00 2.765957e-01 1.489362e-01
