Forked 41176
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 41176)
Strategy 0: first ans is 1
Forked 41200
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 41200)
Strategy 1: first ans is 0
Forked 41201
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 41201)
Strategy 2: first ans is 0
Forked 41202
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41202)
41202: Started!
41202: Number of players: 4, position: 3, number of turns: 1000
41202: Random seed: 1298651873
Strategy 3: first ans is 1
41202: 2.000000e+00 2.000000e+00 0.000000e+00 0.000000e+00
41202: 1.500000e+00 1.500000e+00 1.000000e+00 0.000000e+00
41202: 2.000000e+00 1.333333e+00 6.666667e-01 0.000000e+00
41202: 2.000000e+00 1.250000e+00 5.000000e-01 2.500000e-01
41202: 1.800000e+00 1.400000e+00 4.000000e-01 4.000000e-01
41202: 1.833333e+00 1.333333e+00 3.333333e-01 5.000000e-01
41202: 1.714286e+00 1.428571e+00 4.285714e-01 4.285714e-01
41202: 1.625000e+00 1.500000e+00 5.000000e-01 3.750000e-01
41202: 1.666667e+00 1.444444e+00 5.555556e-01 3.333333e-01
41202: 1.600000e+00 1.500000e+00 6.000000e-01 3.000000e-01
41202: 1.545455e+00 1.636364e+00 5.454545e-01 2.727273e-01
41202: 1.666667e+00 1.500000e+00 5.833333e-01 2.500000e-01
41202: 1.692308e+00 1.538462e+00 5.384615e-01 2.307692e-01
41202: 1.642857e+00 1.571429e+00 5.714286e-01 2.142857e-01
41202: 1.733333e+00 1.466667e+00 6.000000e-01 2.000000e-01
41202: 1.687500e+00 1.437500e+00 6.250000e-01 2.500000e-01
41202: 1.647059e+00 1.529412e+00 5.882353e-01 2.352941e-01
41202: 1.666667e+00 1.500000e+00 6.111111e-01 2.222222e-01
41202: 1.684211e+00 1.526316e+00 5.789474e-01 2.105263e-01
41202: 1.600000e+00 1.550000e+00 6.500000e-01 2.000000e-01
41202: 1.666667e+00 1.523810e+00 6.190476e-01 1.904762e-01
41202: 1.681818e+00 1.545455e+00 5.909091e-01 1.818182e-01
41202: 1.652174e+00 1.565217e+00 6.086957e-01 1.739130e-01
41202: 1.666667e+00 1.583333e+00 5.833333e-01 1.666667e-01
41202: 1.680000e+00 1.560000e+00 6.000000e-01 1.600000e-01
41202: 1.692308e+00 1.576923e+00 5.769231e-01 1.538462e-01
41202: 1.666667e+00 1.555556e+00 6.296296e-01 1.481481e-01
41202: 1.642857e+00 1.571429e+00 6.428571e-01 1.428571e-01
41202: 1.655172e+00 1.517241e+00 6.896552e-01 1.379310e-01
41202: 1.633333e+00 1.500000e+00 7.333333e-01 1.333333e-01
41202: 1.645161e+00 1.483871e+00 7.419355e-01 1.290323e-01
41202: 1.687500e+00 1.468750e+00 7.187500e-01 1.250000e-01
41202: 1.666667e+00 1.484848e+00 7.272727e-01 1.212121e-01
41202: 1.647059e+00 1.500000e+00 7.352941e-01 1.176471e-01
41202: 1.657143e+00 1.485714e+00 7.142857e-01 1.428571e-01
41202: 1.694444e+00 1.472222e+00 6.944444e-01 1.388889e-01
41202: 1.702703e+00 1.459459e+00 7.027027e-01 1.351351e-01
41202: 1.710526e+00 1.447368e+00 7.105263e-01 1.315789e-01
41202: 1.743590e+00 1.435897e+00 6.923077e-01 1.282051e-01
41202: 1.750000e+00 1.425000e+00 7.000000e-01 1.250000e-01
41202: 1.756098e+00 1.414634e+00 7.073171e-01 1.219512e-01
41202: 1.761905e+00 1.428571e+00 6.904762e-01 1.190476e-01
41202: 1.744186e+00 1.441860e+00 6.976744e-01 1.162791e-01
41202: 1.772727e+00 1.431818e+00 6.818182e-01 1.136364e-01
41202: 1.755556e+00 1.444444e+00 6.666667e-01 1.333333e-01
41202: 1.739130e+00 1.456522e+00 6.739130e-01 1.304348e-01
41202: 1.744681e+00 1.446809e+00 6.808511e-01 1.276596e-01
41202: 1.770833e+00 1.437500e+00 6.666667e-01 1.250000e-01
41202: 1.755102e+00 1.448980e+00 6.734694e-01 1.224490e-01
41202: 1.760000e+00 1.460000e+00 6.600000e-01 1.200000e-01
41202: 1.764706e+00 1.470588e+00 6.470588e-01 1.176471e-01
41202: 1.750000e+00 1.461538e+00 6.730769e-01 1.153846e-01
41202: 1.754717e+00 1.452830e+00 6.603774e-01 1.320755e-01
41202: 1.722222e+00 1.462963e+00 6.666667e-01 1.481481e-01
41202: 1.727273e+00 1.454545e+00 6.727273e-01 1.454545e-01
41202: 1.732143e+00 1.446429e+00 6.785714e-01 1.428571e-01
41202: 1.719298e+00 1.438596e+00 7.017544e-01 1.403509e-01
41202: 1.706897e+00 1.448276e+00 7.068966e-01 1.379310e-01
41202: 1.694915e+00 1.457627e+00 7.118644e-01 1.355932e-01
41202: 1.700000e+00 1.450000e+00 7.166667e-01 1.333333e-01
41202: 1.704918e+00 1.459016e+00 7.049180e-01 1.311475e-01
41202: 1.709677e+00 1.451613e+00 7.096774e-01 1.290323e-01
41202: 1.714286e+00 1.444444e+00 7.142857e-01 1.269841e-01
41202: 1.703125e+00 1.453125e+00 7.031250e-01 1.406250e-01
41202: 1.676923e+00 1.492308e+00 6.923077e-01 1.384615e-01
41202: 1.666667e+00 1.484848e+00 7.121212e-01 1.363636e-01
41202: 1.656716e+00 1.477612e+00 7.313433e-01 1.343284e-01
41202: 1.647059e+00 1.470588e+00 7.500000e-01 1.323529e-01
41202: 1.623188e+00 1.478261e+00 7.536232e-01 1.449275e-01
41202: 1.642857e+00 1.471429e+00 7.428571e-01 1.428571e-01
41202: 1.633803e+00 1.464789e+00 7.464789e-01 1.549296e-01
41202: 1.625000e+00 1.458333e+00 7.500000e-01 1.666667e-01
41202: 1.616438e+00 1.452055e+00 7.534247e-01 1.780822e-01
41202: 1.608108e+00 1.445946e+00 7.702703e-01 1.756757e-01
41202: 1.600000e+00 1.466667e+00 7.600000e-01 1.733333e-01
41202: 1.605263e+00 1.460526e+00 7.500000e-01 1.842105e-01
41202: 1.597403e+00 1.467532e+00 7.532468e-01 1.818182e-01
41202: 1.589744e+00 1.474359e+00 7.564103e-01 1.794872e-01
41202: 1.594937e+00 1.481013e+00 7.468354e-01 1.772152e-01
41202: 1.612500e+00 1.475000e+00 7.375000e-01 1.750000e-01
41202: 1.617284e+00 1.481481e+00 7.283951e-01 1.728395e-01
41202: 1.609756e+00 1.487805e+00 7.317073e-01 1.707317e-01
41202: 1.614458e+00 1.481928e+00 7.349398e-01 1.686747e-01
41202: 1.607143e+00 1.488095e+00 7.380952e-01 1.666667e-01
41202: 1.623529e+00 1.482353e+00 7.294118e-01 1.647059e-01
41202: 1.627907e+00 1.476744e+00 7.209302e-01 1.744186e-01
41202: 1.620690e+00 1.482759e+00 7.241379e-01 1.724138e-01
41202: 1.625000e+00 1.477273e+00 7.272727e-01 1.704545e-01
41202: 1.617978e+00 1.471910e+00 7.303371e-01 1.797753e-01
41202: 1.611111e+00 1.488889e+00 7.222222e-01 1.777778e-01
41202: 1.615385e+00 1.494505e+00 7.142857e-01 1.758242e-01
41202: 1.619565e+00 1.489130e+00 7.065217e-01 1.847826e-01
41202: 1.623656e+00 1.483871e+00 6.989247e-01 1.935484e-01
41202: 1.617021e+00 1.489362e+00 7.021277e-01 1.914894e-01
41202: 1.631579e+00 1.484211e+00 6.947368e-01 1.894737e-01
41202: 1.635417e+00 1.479167e+00 6.875000e-01 1.979167e-01
41202: 1.628866e+00 1.474227e+00 7.010309e-01 1.958763e-01
41202: 1.632653e+00 1.479592e+00 6.938776e-01 1.938776e-01
41202: 1.646465e+00 1.474747e+00 6.868687e-01 1.919192e-01
41202: 1.640000e+00 1.470000e+00 7.000000e-01 1.900000e-01
41202: 1.653465e+00 1.465347e+00 6.930693e-01 1.881188e-01
41202: 1.666667e+00 1.460784e+00 6.862745e-01 1.862745e-01
41202: 1.679612e+00 1.456311e+00 6.796117e-01 1.844660e-01
41202: 1.673077e+00 1.461538e+00 6.730769e-01 1.923077e-01
41202: 1.676190e+00 1.466667e+00 6.666667e-01 1.904762e-01
41202: 1.669811e+00 1.471698e+00 6.698113e-01 1.886792e-01
41202: 1.672897e+00 1.476636e+00 6.635514e-01 1.869159e-01
41202: 1.685185e+00 1.472222e+00 6.574074e-01 1.851852e-01
41202: 1.678899e+00 1.477064e+00 6.605505e-01 1.834862e-01
41202: 1.672727e+00 1.472727e+00 6.636364e-01 1.909091e-01
41202: 1.666667e+00 1.477477e+00 6.666667e-01 1.891892e-01
41202: 1.669643e+00 1.482143e+00 6.607143e-01 1.875000e-01
41202: 1.663717e+00 1.495575e+00 6.548673e-01 1.858407e-01
41202: 1.657895e+00 1.500000e+00 6.578947e-01 1.842105e-01
41202: 1.652174e+00 1.513043e+00 6.521739e-01 1.826087e-01
41202: 1.655172e+00 1.508621e+00 6.551724e-01 1.810345e-01
41202: 1.649573e+00 1.512821e+00 6.495726e-01 1.880342e-01
41202: 1.644068e+00 1.516949e+00 6.525424e-01 1.864407e-01
41202: 1.647059e+00 1.512605e+00 6.554622e-01 1.848739e-01
41202: 1.650000e+00 1.516667e+00 6.500000e-01 1.833333e-01
41202: 1.644628e+00 1.520661e+00 6.528926e-01 1.818182e-01
41202: 1.647541e+00 1.516393e+00 6.557377e-01 1.803279e-01
41202: 1.642276e+00 1.520325e+00 6.585366e-01 1.788618e-01
41202: 1.645161e+00 1.524194e+00 6.532258e-01 1.774194e-01
41202: 1.648000e+00 1.528000e+00 6.480000e-01 1.760000e-01
41202: 1.642857e+00 1.523810e+00 6.587302e-01 1.746032e-01
41202: 1.637795e+00 1.527559e+00 6.614173e-01 1.732283e-01
41202: 1.640625e+00 1.523438e+00 6.640625e-01 1.718750e-01
41202: 1.651163e+00 1.519380e+00 6.589147e-01 1.705426e-01
41202: 1.661538e+00 1.515385e+00 6.538462e-01 1.692308e-01
41202: 1.671756e+00 1.511450e+00 6.488550e-01 1.679389e-01
41202: 1.674242e+00 1.507576e+00 6.515152e-01 1.666667e-01
41202: 1.676692e+00 1.503759e+00 6.541353e-01 1.654135e-01
41202: 1.671642e+00 1.500000e+00 6.641791e-01 1.641791e-01
41202: 1.666667e+00 1.496296e+00 6.666667e-01 1.703704e-01
41202: 1.669118e+00 1.500000e+00 6.617647e-01 1.691176e-01
41202: 1.671533e+00 1.503650e+00 6.569343e-01 1.678832e-01
41202: 1.673913e+00 1.500000e+00 6.594203e-01 1.666667e-01
41202: 1.676259e+00 1.496403e+00 6.618705e-01 1.654676e-01
41202: 1.664286e+00 1.500000e+00 6.714286e-01 1.642857e-01
41202: 1.666667e+00 1.503546e+00 6.666667e-01 1.631206e-01
41202: 1.654930e+00 1.507042e+00 6.690141e-01 1.690141e-01
41202: 1.657343e+00 1.510490e+00 6.643357e-01 1.678322e-01
41202: 1.659722e+00 1.506944e+00 6.666667e-01 1.666667e-01
41202: 1.662069e+00 1.503448e+00 6.620690e-01 1.724138e-01
41202: 1.664384e+00 1.506849e+00 6.575342e-01 1.712329e-01
41202: 1.653061e+00 1.517007e+00 6.598639e-01 1.700680e-01
41202: 1.655405e+00 1.520270e+00 6.554054e-01 1.689189e-01
41202: 1.657718e+00 1.516779e+00 6.577181e-01 1.677852e-01
