Forked 40817
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 40817)
40817: Started!
40817: Number of players: 4, position: 0, number of turns: 1000
40817: Random seed: 3071074174
Strategy 0: first ans is 0
Forked 40818
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 40818)
Strategy 1: first ans is 1
Forked 40842
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 40842)
Strategy 2: first ans is 0
Forked 40843
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 40843)
Strategy 3: first ans is 0
40817: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
40817: 2.000000e+00 1.500000e+00 0.000000e+00 5.000000e-01
40817: 2.333333e+00 1.333333e+00 0.000000e+00 3.333333e-01
40817: 2.000000e+00 1.250000e+00 5.000000e-01 2.500000e-01
40817: 1.800000e+00 1.200000e+00 8.000000e-01 2.000000e-01
40817: 1.833333e+00 1.166667e+00 8.333333e-01 1.666667e-01
40817: 1.714286e+00 1.428571e+00 7.142857e-01 1.428571e-01
40817: 1.625000e+00 1.375000e+00 7.500000e-01 2.500000e-01
40817: 1.555556e+00 1.333333e+00 8.888889e-01 2.222222e-01
40817: 1.600000e+00 1.200000e+00 1.000000e+00 2.000000e-01
40817: 1.727273e+00 1.181818e+00 9.090909e-01 1.818182e-01
40817: 1.666667e+00 1.166667e+00 1.000000e+00 1.666667e-01
40817: 1.615385e+00 1.230769e+00 9.230769e-01 2.307692e-01
40817: 1.571429e+00 1.214286e+00 1.000000e+00 2.142857e-01
40817: 1.600000e+00 1.200000e+00 1.000000e+00 2.000000e-01
40817: 1.625000e+00 1.250000e+00 9.375000e-01 1.875000e-01
40817: 1.588235e+00 1.294118e+00 9.411765e-01 1.764706e-01
40817: 1.611111e+00 1.277778e+00 9.444444e-01 1.666667e-01
40817: 1.631579e+00 1.263158e+00 9.473684e-01 1.578947e-01
40817: 1.600000e+00 1.250000e+00 1.000000e+00 1.500000e-01
40817: 1.619048e+00 1.238095e+00 1.000000e+00 1.428571e-01
40817: 1.636364e+00 1.272727e+00 9.545455e-01 1.363636e-01
40817: 1.608696e+00 1.304348e+00 9.565217e-01 1.304348e-01
40817: 1.583333e+00 1.333333e+00 9.583333e-01 1.250000e-01
40817: 1.560000e+00 1.400000e+00 9.200000e-01 1.200000e-01
40817: 1.615385e+00 1.346154e+00 9.230769e-01 1.153846e-01
40817: 1.592593e+00 1.370370e+00 9.259259e-01 1.111111e-01
40817: 1.607143e+00 1.357143e+00 8.928571e-01 1.428571e-01
40817: 1.586207e+00 1.379310e+00 8.965517e-01 1.379310e-01
40817: 1.600000e+00 1.366667e+00 8.666667e-01 1.666667e-01
40817: 1.612903e+00 1.354839e+00 8.709677e-01 1.612903e-01
40817: 1.593750e+00 1.343750e+00 9.062500e-01 1.562500e-01
40817: 1.575758e+00 1.363636e+00 8.787879e-01 1.818182e-01
40817: 1.558824e+00 1.382353e+00 8.823529e-01 1.764706e-01
40817: 1.600000e+00 1.342857e+00 8.857143e-01 1.714286e-01
40817: 1.555556e+00 1.388889e+00 8.888889e-01 1.666667e-01
40817: 1.621622e+00 1.351351e+00 8.648649e-01 1.621622e-01
40817: 1.657895e+00 1.342105e+00 8.421053e-01 1.578947e-01
40817: 1.692308e+00 1.333333e+00 8.205128e-01 1.538462e-01
40817: 1.675000e+00 1.350000e+00 8.000000e-01 1.750000e-01
40817: 1.658537e+00 1.341463e+00 8.292683e-01 1.707317e-01
40817: 1.642857e+00 1.357143e+00 8.333333e-01 1.666667e-01
40817: 1.674419e+00 1.348837e+00 8.139535e-01 1.627907e-01
40817: 1.681818e+00 1.340909e+00 8.181818e-01 1.590909e-01
40817: 1.688889e+00 1.333333e+00 8.222222e-01 1.555556e-01
40817: 1.673913e+00 1.369565e+00 8.043478e-01 1.521739e-01
40817: 1.680851e+00 1.382979e+00 7.872340e-01 1.489362e-01
40817: 1.687500e+00 1.395833e+00 7.708333e-01 1.458333e-01
40817: 1.693878e+00 1.387755e+00 7.755102e-01 1.428571e-01
40817: 1.660000e+00 1.400000e+00 8.000000e-01 1.400000e-01
40817: 1.647059e+00 1.392157e+00 8.039216e-01 1.568627e-01
40817: 1.653846e+00 1.403846e+00 7.884615e-01 1.538462e-01
40817: 1.660377e+00 1.415094e+00 7.735849e-01 1.509434e-01
