Forked 43341
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43341)
43341: Started!
43341: Number of players: 3, position: 0, number of turns: 1000
43341: Random seed: 1802541894
Strategy 0: first ans is 0
Forked 43342
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 43342)
Strategy 1: first ans is 0
Forked 43343
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 43343)
Strategy 2: first ans is 0
43341: 3.000000e+00 0.000000e+00 0.000000e+00
43341: 2.000000e+00 5.000000e-01 5.000000e-01
43341: 1.666667e+00 6.666667e-01 6.666667e-01
43341: 1.500000e+00 7.500000e-01 7.500000e-01
43341: 1.800000e+00 6.000000e-01 6.000000e-01
43341: 1.833333e+00 6.666667e-01 5.000000e-01
43341: 1.714286e+00 7.142857e-01 5.714286e-01
43341: 1.750000e+00 7.500000e-01 5.000000e-01
43341: 1.666667e+00 8.888889e-01 4.444444e-01
43341: 1.600000e+00 9.000000e-01 5.000000e-01
43341: 1.545455e+00 9.090909e-01 5.454545e-01
43341: 1.666667e+00 8.333333e-01 5.000000e-01
43341: 1.538462e+00 9.230769e-01 5.384615e-01
43341: 1.571429e+00 9.285714e-01 5.000000e-01
43341: 1.533333e+00 1.000000e+00 4.666667e-01
43341: 1.562500e+00 9.375000e-01 5.000000e-01
43341: 1.588235e+00 8.823529e-01 5.294118e-01
43341: 1.500000e+00 1.000000e+00 5.000000e-01
43341: 1.526316e+00 9.473684e-01 5.263158e-01
43341: 1.600000e+00 9.000000e-01 5.000000e-01
43341: 1.571429e+00 9.523810e-01 4.761905e-01
43341: 1.545455e+00 9.545455e-01 5.000000e-01
43341: 1.521739e+00 9.565217e-01 5.217391e-01
43341: 1.583333e+00 9.166667e-01 5.000000e-01
43341: 1.560000e+00 9.600000e-01 4.800000e-01
43341: 1.538462e+00 1.000000e+00 4.615385e-01
43341: 1.592593e+00 9.629630e-01 4.444444e-01
43341: 1.571429e+00 1.000000e+00 4.285714e-01
43341: 1.551724e+00 1.000000e+00 4.482759e-01
43341: 1.566667e+00 1.000000e+00 4.333333e-01
43341: 1.580645e+00 9.677419e-01 4.516129e-01
43341: 1.531250e+00 1.000000e+00 4.687500e-01
43341: 1.575758e+00 9.696970e-01 4.545455e-01
43341: 1.529412e+00 1.029412e+00 4.411765e-01
43341: 1.571429e+00 1.000000e+00 4.285714e-01
43341: 1.583333e+00 1.000000e+00 4.166667e-01
43341: 1.540541e+00 1.027027e+00 4.324324e-01
43341: 1.578947e+00 1.000000e+00 4.210526e-01
43341: 1.589744e+00 1.000000e+00 4.102564e-01
43341: 1.575000e+00 1.000000e+00 4.250000e-01
43341: 1.536585e+00 1.024390e+00 4.390244e-01
43341: 1.523810e+00 1.023810e+00 4.523810e-01
43341: 1.534884e+00 1.000000e+00 4.651163e-01
43341: 1.568182e+00 9.772727e-01 4.545455e-01
43341: 1.577778e+00 9.777778e-01 4.444444e-01
43341: 1.586957e+00 9.782609e-01 4.347826e-01
43341: 1.553191e+00 1.000000e+00 4.468085e-01
43341: 1.562500e+00 9.791667e-01 4.583333e-01
43341: 1.571429e+00 9.591837e-01 4.693878e-01
43341: 1.560000e+00 9.600000e-01 4.800000e-01
43341: 1.568627e+00 9.607843e-01 4.705882e-01
43341: 1.557692e+00 9.807692e-01 4.615385e-01
43341: 1.566038e+00 9.811321e-01 4.528302e-01
43341: 1.592593e+00 9.629630e-01 4.444444e-01
43341: 1.563636e+00 9.818182e-01 4.545455e-01
43341: 1.553571e+00 9.821429e-01 4.642857e-01
43341: 1.543860e+00 9.824561e-01 4.736842e-01
43341: 1.551724e+00 9.827586e-01 4.655172e-01
43341: 1.559322e+00 9.661017e-01 4.745763e-01
43341: 1.566667e+00 9.500000e-01 4.833333e-01
43341: 1.557377e+00 9.508197e-01 4.918033e-01
43341: 1.564516e+00 9.354839e-01 5.000000e-01
43341: 1.587302e+00 9.206349e-01 4.920635e-01
