Forked 38827
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 38827)
Strategy 0: first ans is 0
Forked 38828
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 38828)
38828: Started!
38828: Number of players: 4, position: 1, number of turns: 1000
38828: Random seed: 3337544858
Strategy 1: first ans is 0
Forked 38829
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 38829)
Strategy 2: first ans is 0
Forked 38830
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 38830)
Strategy 3: first ans is 0
38828: 4.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
38828: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
38828: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
38828: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
38828: 2.800000e+00 1.000000e+00 2.000000e-01 0.000000e+00
38828: 2.666667e+00 1.000000e+00 3.333333e-01 0.000000e+00
38828: 2.571429e+00 1.000000e+00 4.285714e-01 0.000000e+00
38828: 2.625000e+00 1.000000e+00 3.750000e-01 0.000000e+00
38828: 2.666667e+00 1.000000e+00 3.333333e-01 0.000000e+00
38828: 2.700000e+00 1.000000e+00 3.000000e-01 0.000000e+00
38828: 2.727273e+00 1.000000e+00 2.727273e-01 0.000000e+00
38828: 2.666667e+00 1.083333e+00 2.500000e-01 0.000000e+00
38828: 2.615385e+00 1.076923e+00 3.076923e-01 0.000000e+00
38828: 2.571429e+00 1.071429e+00 3.571429e-01 0.000000e+00
38828: 2.600000e+00 1.066667e+00 3.333333e-01 0.000000e+00
38828: 2.562500e+00 1.062500e+00 3.750000e-01 0.000000e+00
38828: 2.529412e+00 1.117647e+00 3.529412e-01 0.000000e+00
38828: 2.500000e+00 1.111111e+00 3.888889e-01 0.000000e+00
38828: 2.473684e+00 1.105263e+00 4.210526e-01 0.000000e+00
38828: 2.500000e+00 1.100000e+00 4.000000e-01 0.000000e+00
38828: 2.523810e+00 1.095238e+00 3.809524e-01 0.000000e+00
38828: 2.500000e+00 1.090909e+00 4.090909e-01 0.000000e+00
38828: 2.521739e+00 1.086957e+00 3.913043e-01 0.000000e+00
38828: 2.500000e+00 1.083333e+00 4.166667e-01 0.000000e+00
38828: 2.480000e+00 1.080000e+00 4.400000e-01 0.000000e+00
38828: 2.461538e+00 1.115385e+00 4.230769e-01 0.000000e+00
38828: 2.481481e+00 1.111111e+00 4.074074e-01 0.000000e+00
38828: 2.500000e+00 1.107143e+00 3.928571e-01 0.000000e+00
38828: 2.482759e+00 1.103448e+00 4.137931e-01 0.000000e+00
38828: 2.466667e+00 1.133333e+00 4.000000e-01 0.000000e+00
38828: 2.451613e+00 1.129032e+00 4.193548e-01 0.000000e+00
38828: 2.437500e+00 1.125000e+00 4.375000e-01 0.000000e+00
38828: 2.454545e+00 1.121212e+00 4.242424e-01 0.000000e+00
38828: 2.470588e+00 1.117647e+00 4.117647e-01 0.000000e+00
38828: 2.457143e+00 1.114286e+00 4.285714e-01 0.000000e+00
38828: 2.444444e+00 1.111111e+00 4.444444e-01 0.000000e+00
38828: 2.459459e+00 1.108108e+00 4.324324e-01 0.000000e+00
