Forked 28623
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 28623)
Strategy 0: first ans is 1
Forked 28624
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 28624)
Strategy 1: first ans is 0
Forked 28625
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 28625)
28625: Started!
28625: Number of players: 6, position: 2, number of turns: 1000
28625: Random seed: 74457592
Strategy 2: first ans is 0
Forked 28626
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 28626)
Strategy 3: first ans is 1
Forked 28650
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 28650)
Strategy 4: first ans is 0
Forked 28674
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 28674)
Strategy 5: first ans is 0
28625: 1.944882e+00 1.677165e+00 1.566929e+00 5.866142e-01 2.086614e-01 1.574803e-02
28625: 1.941176e+00 1.678431e+00 1.568627e+00 5.882353e-01 2.078431e-01 1.568627e-02
28625: 1.941406e+00 1.679688e+00 1.566406e+00 5.898438e-01 2.070312e-01 1.562500e-02
28625: 1.937743e+00 1.677043e+00 1.575875e+00 5.875486e-01 2.062257e-01 1.556420e-02
28625: 1.937984e+00 1.678295e+00 1.573643e+00 5.891473e-01 2.054264e-01 1.550388e-02
28625: 1.938224e+00 1.679537e+00 1.571429e+00 5.907336e-01 2.046332e-01 1.544402e-02
28625: 1.934615e+00 1.676923e+00 1.576923e+00 5.923077e-01 2.038462e-01 1.538462e-02
28625: 1.938697e+00 1.674330e+00 1.574713e+00 5.938697e-01 2.030651e-01 1.532567e-02
28625: 1.942748e+00 1.671756e+00 1.572519e+00 5.954198e-01 2.022901e-01 1.526718e-02
28625: 1.939163e+00 1.673004e+00 1.574144e+00 5.969582e-01 2.015209e-01 1.520913e-02
28625: 1.939394e+00 1.670455e+00 1.575758e+00 5.984848e-01 2.007576e-01 1.515152e-02
28625: 1.943396e+00 1.671698e+00 1.569811e+00 6.000000e-01 2.000000e-01 1.509434e-02
28625: 1.939850e+00 1.676692e+00 1.571429e+00 5.977444e-01 1.992481e-01 1.503759e-02
28625: 1.943820e+00 1.674157e+00 1.565543e+00 6.029963e-01 1.985019e-01 1.498127e-02
28625: 1.940299e+00 1.675373e+00 1.563433e+00 6.082090e-01 1.977612e-01 1.492537e-02
28625: 1.944238e+00 1.672862e+00 1.561338e+00 6.096654e-01 1.970260e-01 1.486989e-02
28625: 1.940741e+00 1.677778e+00 1.562963e+00 6.074074e-01 1.962963e-01 1.481481e-02
28625: 1.940959e+00 1.682657e+00 1.560886e+00 6.051661e-01 1.955720e-01 1.476015e-02
28625: 1.937500e+00 1.680147e+00 1.566176e+00 6.066176e-01 1.948529e-01 1.470588e-02
28625: 1.941392e+00 1.677656e+00 1.567766e+00 6.043956e-01 1.941392e-01 1.465201e-02
28625: 1.937956e+00 1.678832e+00 1.572993e+00 6.021898e-01 1.934307e-01 1.459854e-02
28625: 1.934545e+00 1.680000e+00 1.574545e+00 6.036364e-01 1.927273e-01 1.454545e-02
28625: 1.938406e+00 1.677536e+00 1.572464e+00 6.050725e-01 1.920290e-01 1.449275e-02
28625: 1.938628e+00 1.678700e+00 1.566787e+00 6.064982e-01 1.949458e-01 1.444043e-02
28625: 1.935252e+00 1.676259e+00 1.568345e+00 6.079137e-01 1.978417e-01 1.438849e-02
28625: 1.935484e+00 1.673835e+00 1.566308e+00 6.129032e-01 1.971326e-01 1.433692e-02
28625: 1.932143e+00 1.675000e+00 1.571429e+00 6.107143e-01 1.964286e-01 1.428571e-02
28625: 1.932384e+00 1.676157e+00 1.569395e+00 6.120996e-01 1.957295e-01 1.423488e-02
28625: 1.932624e+00 1.677305e+00 1.570922e+00 6.099291e-01 1.950355e-01 1.418440e-02
28625: 1.929329e+00 1.674912e+00 1.572438e+00 6.148410e-01 1.943463e-01 1.413428e-02
28625: 1.929577e+00 1.676056e+00 1.566901e+00 6.197183e-01 1.936620e-01 1.408451e-02
28625: 1.929825e+00 1.673684e+00 1.568421e+00 6.175439e-01 1.964912e-01 1.403509e-02
28625: 1.926573e+00 1.671329e+00 1.573427e+00 6.188811e-01 1.958042e-01 1.398601e-02
28625: 1.926829e+00 1.672474e+00 1.571429e+00 6.202091e-01 1.951220e-01 1.393728e-02
28625: 1.923611e+00 1.670139e+00 1.572917e+00 6.250000e-01 1.944444e-01 1.388889e-02
28625: 1.920415e+00 1.671280e+00 1.570934e+00 6.297578e-01 1.937716e-01 1.384083e-02
28625: 1.920690e+00 1.672414e+00 1.568966e+00 6.310345e-01 1.931034e-01 1.379310e-02
28625: 1.917526e+00 1.673540e+00 1.573883e+00 6.288660e-01 1.924399e-01 1.374570e-02
28625: 1.924658e+00 1.671233e+00 1.568493e+00 6.301370e-01 1.917808e-01 1.369863e-02
28625: 1.928328e+00 1.672355e+00 1.566553e+00 6.279863e-01 1.911263e-01 1.365188e-02
28625: 1.928571e+00 1.673469e+00 1.568027e+00 6.258503e-01 1.904762e-01 1.360544e-02
28625: 1.928814e+00 1.671186e+00 1.566102e+00 6.271186e-01 1.932203e-01 1.355932e-02
28625: 1.929054e+00 1.672297e+00 1.564189e+00 6.250000e-01 1.959459e-01 1.351351e-02
28625: 1.925926e+00 1.673401e+00 1.565657e+00 6.228956e-01 1.986532e-01 1.346801e-02
28625: 1.926174e+00 1.674497e+00 1.567114e+00 6.208054e-01 1.979866e-01 1.342282e-02
28625: 1.926421e+00 1.675585e+00 1.565217e+00 6.220736e-01 1.973244e-01 1.337793e-02
28625: 1.923333e+00 1.676667e+00 1.566667e+00 6.200000e-01 2.000000e-01 1.333333e-02
28625: 1.926910e+00 1.674419e+00 1.564784e+00 6.212625e-01 1.993355e-01 1.328904e-02
28625: 1.927152e+00 1.678808e+00 1.562914e+00 6.192053e-01 1.986755e-01 1.324503e-02
28625: 1.924092e+00 1.676568e+00 1.564356e+00 6.204620e-01 2.013201e-01 1.320132e-02
28625: 1.924342e+00 1.674342e+00 1.569079e+00 6.184211e-01 2.006579e-01 1.315789e-02
28625: 1.921311e+00 1.675410e+00 1.570492e+00 6.196721e-01 2.000000e-01 1.311475e-02
28625: 1.924837e+00 1.673203e+00 1.565359e+00 6.209150e-01 2.026144e-01 1.307190e-02
28625: 1.921824e+00 1.677524e+00 1.566775e+00 6.188925e-01 2.019544e-01 1.302932e-02
28625: 1.922078e+00 1.675325e+00 1.568182e+00 6.201299e-01 2.012987e-01 1.298701e-02
28625: 1.922330e+00 1.676375e+00 1.569579e+00 6.181230e-01 2.006472e-01 1.294498e-02
28625: 1.919355e+00 1.674194e+00 1.567742e+00 6.225806e-01 2.032258e-01 1.290323e-02
28625: 1.919614e+00 1.672026e+00 1.572347e+00 6.205788e-01 2.025723e-01 1.286174e-02
28625: 1.916667e+00 1.673077e+00 1.570513e+00 6.217949e-01 2.051282e-01 1.282051e-02
28625: 1.916933e+00 1.674121e+00 1.565495e+00 6.230032e-01 2.076677e-01 1.277955e-02
28625: 1.917197e+00 1.671975e+00 1.570064e+00 6.210191e-01 2.070064e-01 1.273885e-02
28625: 1.917460e+00 1.669841e+00 1.568254e+00 6.253968e-01 2.063492e-01 1.269841e-02
28625: 1.914557e+00 1.670886e+00 1.572785e+00 6.234177e-01 2.056962e-01 1.265823e-02
28625: 1.914826e+00 1.665615e+00 1.577287e+00 6.246057e-01 2.050473e-01 1.261830e-02
28625: 1.911950e+00 1.666667e+00 1.578616e+00 6.257862e-01 2.044025e-01 1.257862e-02
28625: 1.912226e+00 1.667712e+00 1.573668e+00 6.269592e-01 2.068966e-01 1.253918e-02
28625: 1.909375e+00 1.668750e+00 1.571875e+00 6.312500e-01 2.062500e-01 1.250000e-02
28625: 1.909657e+00 1.666667e+00 1.570093e+00 6.355140e-01 2.056075e-01 1.246106e-02
28625: 1.906832e+00 1.670807e+00 1.568323e+00 6.366460e-01 2.049689e-01 1.242236e-02
28625: 1.913313e+00 1.665635e+00 1.569659e+00 6.346749e-01 2.043344e-01 1.238390e-02
28625: 1.910494e+00 1.669753e+00 1.567901e+00 6.327160e-01 2.067901e-01 1.234568e-02
28625: 1.913846e+00 1.670769e+00 1.566154e+00 6.307692e-01 2.061538e-01 1.230769e-02
28625: 1.911043e+00 1.668712e+00 1.570552e+00 6.319018e-01 2.055215e-01 1.226994e-02
28625: 1.911315e+00 1.666667e+00 1.568807e+00 6.360856e-01 2.048930e-01 1.223242e-02
28625: 1.908537e+00 1.670732e+00 1.570122e+00 6.341463e-01 2.042683e-01 1.219512e-02
28625: 1.908815e+00 1.671733e+00 1.568389e+00 6.352584e-01 2.036474e-01 1.215805e-02
28625: 1.906061e+00 1.672727e+00 1.569697e+00 6.363636e-01 2.030303e-01 1.212121e-02
28625: 1.906344e+00 1.673716e+00 1.567976e+00 6.344411e-01 2.054381e-01 1.208459e-02
28625: 1.906627e+00 1.674699e+00 1.569277e+00 6.325301e-01 2.048193e-01 1.204819e-02
28625: 1.906907e+00 1.675676e+00 1.567568e+00 6.336336e-01 2.042042e-01 1.201201e-02
28625: 1.904192e+00 1.676647e+00 1.568862e+00 6.347305e-01 2.035928e-01 1.197605e-02
28625: 1.907463e+00 1.674627e+00 1.567164e+00 6.358209e-01 2.029851e-01 1.194030e-02
28625: 1.904762e+00 1.681548e+00 1.565476e+00 6.339286e-01 2.023810e-01 1.190476e-02
28625: 1.905045e+00 1.682493e+00 1.566766e+00 6.320475e-01 2.017804e-01 1.186944e-02
28625: 1.908284e+00 1.680473e+00 1.565089e+00 6.331361e-01 2.011834e-01 1.183432e-02
28625: 1.905605e+00 1.684366e+00 1.566372e+00 6.312684e-01 2.005900e-01 1.179941e-02
28625: 1.905882e+00 1.685294e+00 1.564706e+00 6.294118e-01 2.029412e-01 1.176471e-02
28625: 1.903226e+00 1.683284e+00 1.571848e+00 6.275660e-01 2.023460e-01 1.173021e-02
28625: 1.909357e+00 1.681287e+00 1.567251e+00 6.286550e-01 2.017544e-01 1.169591e-02
28625: 1.906706e+00 1.682216e+00 1.568513e+00 6.297376e-01 2.011662e-01 1.166181e-02
28625: 1.904070e+00 1.680233e+00 1.572674e+00 6.308140e-01 2.005814e-01 1.162791e-02
28625: 1.904348e+00 1.675362e+00 1.573913e+00 6.347826e-01 2.000000e-01 1.159420e-02
28625: 1.907514e+00 1.673410e+00 1.572254e+00 6.358382e-01 1.994220e-01 1.156069e-02
28625: 1.904899e+00 1.677233e+00 1.567723e+00 6.397695e-01 1.988473e-01 1.152738e-02
28625: 1.908046e+00 1.675287e+00 1.566092e+00 6.408046e-01 1.982759e-01 1.149425e-02
28625: 1.905444e+00 1.679083e+00 1.567335e+00 6.389685e-01 1.977077e-01 1.146132e-02
28625: 1.905714e+00 1.677143e+00 1.571429e+00 6.371429e-01 1.971429e-01 1.142857e-02
28625: 1.905983e+00 1.680912e+00 1.566952e+00 6.381766e-01 1.965812e-01 1.139601e-02
28625: 1.906250e+00 1.678977e+00 1.571023e+00 6.363636e-01 1.960227e-01 1.136364e-02
28625: 1.903683e+00 1.679887e+00 1.569405e+00 6.402266e-01 1.954674e-01 1.133144e-02
28625: 1.903955e+00 1.677966e+00 1.573446e+00 6.384181e-01 1.949153e-01 1.129944e-02
28625: 1.901408e+00 1.678873e+00 1.571831e+00 6.422535e-01 1.943662e-01 1.126761e-02
28625: 1.898876e+00 1.676966e+00 1.570225e+00 6.432584e-01 1.994382e-01 1.123596e-02
28625: 1.901961e+00 1.675070e+00 1.568627e+00 6.442577e-01 1.988796e-01 1.120448e-02
28625: 1.902235e+00 1.678771e+00 1.567039e+00 6.424581e-01 1.983240e-01 1.117318e-02
28625: 1.902507e+00 1.676880e+00 1.568245e+00 6.434540e-01 1.977716e-01 1.114206e-02
28625: 1.902778e+00 1.680556e+00 1.566667e+00 6.416667e-01 1.972222e-01 1.111111e-02
28625: 1.900277e+00 1.678670e+00 1.570637e+00 6.398892e-01 1.994460e-01 1.108033e-02
28625: 1.900552e+00 1.679558e+00 1.566298e+00 6.436464e-01 1.988950e-01 1.104972e-02
28625: 1.900826e+00 1.677686e+00 1.567493e+00 6.446281e-01 1.983471e-01 1.101928e-02
28625: 1.898352e+00 1.678571e+00 1.571429e+00 6.428571e-01 1.978022e-01 1.098901e-02
28625: 1.901370e+00 1.676712e+00 1.567123e+00 6.465753e-01 1.972603e-01 1.095890e-02
28625: 1.898907e+00 1.680328e+00 1.568306e+00 6.448087e-01 1.967213e-01 1.092896e-02
28625: 1.896458e+00 1.686649e+00 1.566757e+00 6.430518e-01 1.961853e-01 1.089918e-02
28625: 1.896739e+00 1.687500e+00 1.567935e+00 6.413043e-01 1.956522e-01 1.086957e-02
28625: 1.897019e+00 1.688347e+00 1.566396e+00 6.422764e-01 1.951220e-01 1.084011e-02
28625: 1.897297e+00 1.689189e+00 1.567568e+00 6.405405e-01 1.945946e-01 1.081081e-02
28625: 1.897574e+00 1.687332e+00 1.566038e+00 6.415094e-01 1.940701e-01 1.347709e-02
28625: 1.895161e+00 1.688172e+00 1.567204e+00 6.424731e-01 1.935484e-01 1.344086e-02
28625: 1.895442e+00 1.686327e+00 1.568365e+00 6.407507e-01 1.957105e-01 1.340483e-02
28625: 1.893048e+00 1.689840e+00 1.566845e+00 6.390374e-01 1.951872e-01 1.604278e-02
28625: 1.896000e+00 1.688000e+00 1.565333e+00 6.400000e-01 1.946667e-01 1.600000e-02
28625: 1.893617e+00 1.691489e+00 1.566489e+00 6.382979e-01 1.941489e-01 1.595745e-02
28625: 1.896552e+00 1.689655e+00 1.567639e+00 6.366048e-01 1.936340e-01 1.591512e-02
28625: 1.894180e+00 1.690476e+00 1.571429e+00 6.349206e-01 1.931217e-01 1.587302e-02
28625: 1.894459e+00 1.691293e+00 1.569921e+00 6.358839e-01 1.926121e-01 1.583113e-02
28625: 1.894737e+00 1.692105e+00 1.571053e+00 6.342105e-01 1.921053e-01 1.578947e-02
28625: 1.892388e+00 1.690289e+00 1.572178e+00 6.377953e-01 1.916010e-01 1.574803e-02
28625: 1.895288e+00 1.691099e+00 1.568063e+00 6.387435e-01 1.910995e-01 1.570681e-02
28625: 1.892950e+00 1.691906e+00 1.569191e+00 6.370757e-01 1.932115e-01 1.566580e-02
28625: 1.890625e+00 1.695312e+00 1.570312e+00 6.354167e-01 1.927083e-01 1.562500e-02
28625: 1.890909e+00 1.696104e+00 1.566234e+00 6.389610e-01 1.922078e-01 1.558442e-02
28625: 1.891192e+00 1.694301e+00 1.569948e+00 6.373057e-01 1.917098e-01 1.554404e-02
28625: 1.888889e+00 1.697674e+00 1.571059e+00 6.356589e-01 1.912145e-01 1.550388e-02
28625: 1.889175e+00 1.695876e+00 1.569588e+00 6.365979e-01 1.932990e-01 1.546392e-02
28625: 1.886889e+00 1.696658e+00 1.570694e+00 6.375321e-01 1.928021e-01 1.542416e-02
28625: 1.887179e+00 1.694872e+00 1.569231e+00 6.410256e-01 1.923077e-01 1.538462e-02
28625: 1.884910e+00 1.698210e+00 1.567775e+00 6.393862e-01 1.943734e-01 1.534527e-02
28625: 1.885204e+00 1.698980e+00 1.568878e+00 6.377551e-01 1.938776e-01 1.530612e-02
28625: 1.882952e+00 1.697201e+00 1.572519e+00 6.386768e-01 1.933842e-01 1.526718e-02
28625: 1.883249e+00 1.695431e+00 1.573604e+00 6.395939e-01 1.928934e-01 1.522843e-02
28625: 1.886076e+00 1.696203e+00 1.569620e+00 6.405063e-01 1.924051e-01 1.518987e-02
28625: 1.883838e+00 1.696970e+00 1.573232e+00 6.388889e-01 1.919192e-01 1.515152e-02
28625: 1.884131e+00 1.697733e+00 1.571788e+00 6.397985e-01 1.914358e-01 1.511335e-02
28625: 1.881910e+00 1.695980e+00 1.570352e+00 6.457286e-01 1.909548e-01 1.507538e-02
28625: 1.882206e+00 1.696742e+00 1.566416e+00 6.466165e-01 1.929825e-01 1.503759e-02
28625: 1.880000e+00 1.697500e+00 1.567500e+00 6.475000e-01 1.925000e-01 1.500000e-02
28625: 1.882793e+00 1.698254e+00 1.566085e+00 6.458853e-01 1.920200e-01 1.496259e-02
28625: 1.883085e+00 1.696517e+00 1.567164e+00 6.467662e-01 1.915423e-01 1.492537e-02
28625: 1.880893e+00 1.697270e+00 1.570720e+00 6.451613e-01 1.910670e-01 1.488834e-02
28625: 1.881188e+00 1.698020e+00 1.569307e+00 6.460396e-01 1.905941e-01 1.485149e-02
28625: 1.879012e+00 1.698765e+00 1.570370e+00 6.444444e-01 1.925926e-01 1.481481e-02
28625: 1.879310e+00 1.694581e+00 1.571429e+00 6.453202e-01 1.945813e-01 1.477833e-02
28625: 1.877150e+00 1.700246e+00 1.567568e+00 6.461916e-01 1.941032e-01 1.474201e-02
28625: 1.877451e+00 1.703431e+00 1.566176e+00 6.446078e-01 1.936275e-01 1.470588e-02
28625: 1.875306e+00 1.701711e+00 1.569682e+00 6.430318e-01 1.955990e-01 1.466993e-02
28625: 1.875610e+00 1.702439e+00 1.568293e+00 6.414634e-01 1.975610e-01 1.463415e-02
28625: 1.873479e+00 1.698297e+00 1.574209e+00 6.399027e-01 1.995134e-01 1.459854e-02
28625: 1.876214e+00 1.696602e+00 1.572816e+00 6.407767e-01 1.990291e-01 1.456311e-02
28625: 1.874092e+00 1.699758e+00 1.569007e+00 6.416465e-01 2.009685e-01 1.452785e-02
28625: 1.876812e+00 1.700483e+00 1.567633e+00 6.400966e-01 2.004831e-01 1.449275e-02
28625: 1.874699e+00 1.701205e+00 1.568675e+00 6.409639e-01 2.000000e-01 1.445783e-02
28625: 1.875000e+00 1.701923e+00 1.567308e+00 6.418269e-01 1.995192e-01 1.442308e-02
28625: 1.872902e+00 1.702638e+00 1.568345e+00 6.426859e-01 1.990408e-01 1.438849e-02
28625: 1.873206e+00 1.703349e+00 1.566986e+00 6.435407e-01 1.985646e-01 1.435407e-02
28625: 1.871122e+00 1.701671e+00 1.572792e+00 6.420048e-01 1.980907e-01 1.431981e-02
28625: 1.873810e+00 1.702381e+00 1.569048e+00 6.428571e-01 1.976190e-01 1.428571e-02
28625: 1.876485e+00 1.700713e+00 1.570071e+00 6.413302e-01 1.971496e-01 1.425178e-02
28625: 1.876777e+00 1.701422e+00 1.566351e+00 6.421801e-01 1.966825e-01 1.658768e-02
28625: 1.877069e+00 1.699764e+00 1.567376e+00 6.430260e-01 1.962175e-01 1.654846e-02
28625: 1.877358e+00 1.700472e+00 1.568396e+00 6.415094e-01 1.957547e-01 1.650943e-02
28625: 1.880000e+00 1.698824e+00 1.567059e+00 6.423529e-01 1.952941e-01 1.647059e-02
28625: 1.877934e+00 1.699531e+00 1.570423e+00 6.408451e-01 1.948357e-01 1.643192e-02
28625: 1.880562e+00 1.700234e+00 1.566745e+00 6.416862e-01 1.943794e-01 1.639344e-02
28625: 1.880841e+00 1.698598e+00 1.570093e+00 6.401869e-01 1.939252e-01 1.635514e-02
28625: 1.878788e+00 1.703963e+00 1.566434e+00 6.410256e-01 1.934732e-01 1.631702e-02
28625: 1.883721e+00 1.702326e+00 1.565116e+00 6.395349e-01 1.930233e-01 1.627907e-02
28625: 1.883991e+00 1.703016e+00 1.566125e+00 6.380510e-01 1.925754e-01 1.624130e-02
28625: 1.884259e+00 1.701389e+00 1.567130e+00 6.388889e-01 1.921296e-01 1.620370e-02
28625: 1.882217e+00 1.702079e+00 1.570439e+00 6.374134e-01 1.916859e-01 1.616628e-02
28625: 1.884793e+00 1.700461e+00 1.566820e+00 6.382488e-01 1.935484e-01 1.612903e-02
28625: 1.887356e+00 1.701149e+00 1.565517e+00 6.367816e-01 1.931034e-01 1.609195e-02
28625: 1.887615e+00 1.699541e+00 1.568807e+00 6.353211e-01 1.926606e-01 1.605505e-02
28625: 1.887872e+00 1.702517e+00 1.567506e+00 6.338673e-01 1.922197e-01 1.601831e-02
28625: 1.888128e+00 1.700913e+00 1.570776e+00 6.324201e-01 1.917808e-01 1.598174e-02
28625: 1.888383e+00 1.703872e+00 1.567198e+00 6.332574e-01 1.913440e-01 1.594533e-02
28625: 1.886364e+00 1.706818e+00 1.568182e+00 6.318182e-01 1.909091e-01 1.590909e-02
28625: 1.886621e+00 1.705215e+00 1.569161e+00 6.326531e-01 1.904762e-01 1.587302e-02
28625: 1.884615e+00 1.708145e+00 1.570136e+00 6.312217e-01 1.900452e-01 1.583710e-02
28625: 1.884876e+00 1.711061e+00 1.566591e+00 6.320542e-01 1.896163e-01 1.580135e-02
28625: 1.885135e+00 1.711712e+00 1.567568e+00 6.306306e-01 1.891892e-01 1.576577e-02
28625: 1.885393e+00 1.710112e+00 1.566292e+00 6.337079e-01 1.887640e-01 1.573034e-02
28625: 1.885650e+00 1.708520e+00 1.567265e+00 6.345291e-01 1.883408e-01 1.569507e-02
28625: 1.883669e+00 1.709172e+00 1.568233e+00 6.331096e-01 1.901566e-01 1.565996e-02
28625: 1.883929e+00 1.709821e+00 1.569196e+00 6.316964e-01 1.897321e-01 1.562500e-02
28625: 1.881960e+00 1.708241e+00 1.570156e+00 6.347439e-01 1.893096e-01 1.559020e-02
28625: 1.882222e+00 1.706667e+00 1.571111e+00 6.355556e-01 1.888889e-01 1.555556e-02
28625: 1.880266e+00 1.709534e+00 1.567627e+00 6.385809e-01 1.884701e-01 1.552106e-02
28625: 1.880531e+00 1.705752e+00 1.568584e+00 6.415929e-01 1.880531e-01 1.548673e-02
28625: 1.878587e+00 1.708609e+00 1.569536e+00 6.401766e-01 1.876380e-01 1.545254e-02
28625: 1.881057e+00 1.709251e+00 1.568282e+00 6.387665e-01 1.872247e-01 1.541850e-02
28625: 1.879121e+00 1.709890e+00 1.571429e+00 6.373626e-01 1.868132e-01 1.538462e-02
28625: 1.879386e+00 1.708333e+00 1.570175e+00 6.403509e-01 1.864035e-01 1.535088e-02
28625: 1.877462e+00 1.711160e+00 1.566740e+00 6.433260e-01 1.859956e-01 1.531729e-02
28625: 1.879913e+00 1.709607e+00 1.565502e+00 6.441048e-01 1.855895e-01 1.528384e-02
28625: 1.877996e+00 1.710240e+00 1.566449e+00 6.448802e-01 1.851852e-01 1.525054e-02
28625: 1.878261e+00 1.713043e+00 1.565217e+00 6.434783e-01 1.847826e-01 1.521739e-02
28625: 1.876356e+00 1.713666e+00 1.566161e+00 6.442516e-01 1.843818e-01 1.518438e-02
28625: 1.876623e+00 1.714286e+00 1.567100e+00 6.428571e-01 1.839827e-01 1.515152e-02
28625: 1.874730e+00 1.717063e+00 1.565875e+00 6.436285e-01 1.835853e-01 1.511879e-02
28625: 1.877155e+00 1.715517e+00 1.564655e+00 6.443966e-01 1.831897e-01 1.508621e-02
28625: 1.875269e+00 1.716129e+00 1.563441e+00 6.473118e-01 1.827957e-01 1.505376e-02
28625: 1.875536e+00 1.716738e+00 1.564378e+00 6.459227e-01 1.824034e-01 1.502146e-02
28625: 1.873662e+00 1.717345e+00 1.563169e+00 6.466809e-01 1.841542e-01 1.498929e-02
28625: 1.876068e+00 1.717949e+00 1.561966e+00 6.452991e-01 1.837607e-01 1.495726e-02
28625: 1.878465e+00 1.714286e+00 1.565032e+00 6.439232e-01 1.833689e-01 1.492537e-02
28625: 1.880851e+00 1.714894e+00 1.563830e+00 6.425532e-01 1.829787e-01 1.489362e-02
28625: 1.878981e+00 1.715499e+00 1.566879e+00 6.411890e-01 1.825902e-01 1.486200e-02
28625: 1.879237e+00 1.718220e+00 1.565678e+00 6.398305e-01 1.822034e-01 1.483051e-02
28625: 1.879493e+00 1.716702e+00 1.568710e+00 6.384778e-01 1.818182e-01 1.479915e-02
28625: 1.877637e+00 1.719409e+00 1.567511e+00 6.392405e-01 1.814346e-01 1.476793e-02
28625: 1.880000e+00 1.717895e+00 1.566316e+00 6.378947e-01 1.831579e-01 1.473684e-02
28625: 1.878151e+00 1.718487e+00 1.569328e+00 6.365546e-01 1.827731e-01 1.470588e-02
28625: 1.878407e+00 1.719078e+00 1.570231e+00 6.352201e-01 1.823899e-01 1.467505e-02
28625: 1.878661e+00 1.719665e+00 1.566946e+00 6.380753e-01 1.820084e-01 1.464435e-02
28625: 1.881002e+00 1.716075e+00 1.569937e+00 6.367432e-01 1.816284e-01 1.461378e-02
28625: 1.879167e+00 1.714583e+00 1.572917e+00 6.375000e-01 1.812500e-01 1.458333e-02
28625: 1.879418e+00 1.713098e+00 1.571726e+00 6.403326e-01 1.808732e-01 1.455301e-02
28625: 1.877593e+00 1.715768e+00 1.568465e+00 6.431535e-01 1.804979e-01 1.452282e-02
28625: 1.881988e+00 1.712215e+00 1.569358e+00 6.418219e-01 1.801242e-01 1.449275e-02
28625: 1.880165e+00 1.712810e+00 1.570248e+00 6.404959e-01 1.818182e-01 1.446281e-02
28625: 1.878351e+00 1.713402e+00 1.571134e+00 6.412371e-01 1.814433e-01 1.443299e-02
28625: 1.880658e+00 1.711934e+00 1.569959e+00 6.419753e-01 1.810700e-01 1.440329e-02
28625: 1.878850e+00 1.710472e+00 1.574949e+00 6.406571e-01 1.806982e-01 1.437372e-02
28625: 1.879098e+00 1.709016e+00 1.575820e+00 6.413934e-01 1.803279e-01 1.434426e-02
28625: 1.879346e+00 1.709611e+00 1.574642e+00 6.421268e-01 1.799591e-01 1.431493e-02
28625: 1.881633e+00 1.708163e+00 1.573469e+00 6.428571e-01 1.795918e-01 1.428571e-02
28625: 1.879837e+00 1.712831e+00 1.570265e+00 6.435845e-01 1.792261e-01 1.425662e-02
28625: 1.878049e+00 1.715447e+00 1.569106e+00 6.443089e-01 1.788618e-01 1.422764e-02
28625: 1.880325e+00 1.716024e+00 1.567951e+00 6.430020e-01 1.784990e-01 1.419878e-02
28625: 1.878543e+00 1.716599e+00 1.570850e+00 6.417004e-01 1.781377e-01 1.417004e-02
28625: 1.876768e+00 1.715152e+00 1.573737e+00 6.424242e-01 1.777778e-01 1.414141e-02
28625: 1.879032e+00 1.713710e+00 1.572581e+00 6.431452e-01 1.774194e-01 1.411290e-02
28625: 1.877264e+00 1.718310e+00 1.569416e+00 6.438632e-01 1.770624e-01 1.408451e-02
28625: 1.875502e+00 1.718876e+00 1.572289e+00 6.425703e-01 1.767068e-01 1.405622e-02
28625: 1.877756e+00 1.717435e+00 1.569138e+00 6.432866e-01 1.783567e-01 1.402806e-02
28625: 1.876000e+00 1.720000e+00 1.568000e+00 6.440000e-01 1.780000e-01 1.400000e-02
28625: 1.874251e+00 1.722555e+00 1.566866e+00 6.447106e-01 1.776447e-01 1.397206e-02
28625: 1.876494e+00 1.723108e+00 1.565737e+00 6.434263e-01 1.772908e-01 1.394422e-02
28625: 1.874751e+00 1.723658e+00 1.566600e+00 6.421471e-01 1.789264e-01 1.391650e-02
28625: 1.873016e+00 1.724206e+00 1.567460e+00 6.408730e-01 1.805556e-01 1.388889e-02
28625: 1.873267e+00 1.720792e+00 1.572277e+00 6.396040e-01 1.801980e-01 1.386139e-02
28625: 1.871542e+00 1.723320e+00 1.569170e+00 6.403162e-01 1.818182e-01 1.383399e-02
28625: 1.869822e+00 1.723866e+00 1.571992e+00 6.390533e-01 1.814596e-01 1.380671e-02
28625: 1.872047e+00 1.722441e+00 1.570866e+00 6.397638e-01 1.811024e-01 1.377953e-02
28625: 1.872299e+00 1.724951e+00 1.567780e+00 6.404715e-01 1.807466e-01 1.375246e-02
28625: 1.870588e+00 1.723529e+00 1.572549e+00 6.392157e-01 1.803922e-01 1.372549e-02
28625: 1.868885e+00 1.724070e+00 1.573386e+00 6.399217e-01 1.800391e-01 1.369863e-02
28625: 1.867188e+00 1.726562e+00 1.572266e+00 6.406250e-01 1.796875e-01 1.367188e-02
28625: 1.867446e+00 1.727096e+00 1.571150e+00 6.413255e-01 1.793372e-01 1.364522e-02
28625: 1.865759e+00 1.729572e+00 1.570039e+00 6.420233e-01 1.789883e-01 1.361868e-02
