Forked 43310
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43310)
43310: Started!
43310: Number of players: 3, position: 0, number of turns: 1000
43310: Random seed: 784506430
Strategy 0: first ans is 1
Forked 43311
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 43311)
Strategy 1: first ans is 0
Forked 43312
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 43312)
Strategy 2: first ans is 1
43310: 1.000000e+00 2.000000e+00 0.000000e+00
43310: 1.500000e+00 1.000000e+00 5.000000e-01
43310: 1.666667e+00 1.000000e+00 3.333333e-01
43310: 1.500000e+00 1.250000e+00 2.500000e-01
43310: 1.800000e+00 1.000000e+00 2.000000e-01
43310: 1.500000e+00 1.333333e+00 1.666667e-01
43310: 1.571429e+00 1.142857e+00 2.857143e-01
43310: 1.500000e+00 1.250000e+00 2.500000e-01
43310: 1.555556e+00 1.222222e+00 2.222222e-01
43310: 1.600000e+00 1.200000e+00 2.000000e-01
43310: 1.545455e+00 1.272727e+00 1.818182e-01
43310: 1.583333e+00 1.166667e+00 2.500000e-01
43310: 1.461538e+00 1.307692e+00 2.307692e-01
43310: 1.500000e+00 1.214286e+00 2.857143e-01
43310: 1.533333e+00 1.200000e+00 2.666667e-01
43310: 1.562500e+00 1.187500e+00 2.500000e-01
43310: 1.529412e+00 1.176471e+00 2.941176e-01
43310: 1.555556e+00 1.166667e+00 2.777778e-01
43310: 1.526316e+00 1.210526e+00 2.631579e-01
43310: 1.600000e+00 1.150000e+00 2.500000e-01
43310: 1.523810e+00 1.238095e+00 2.380952e-01
43310: 1.590909e+00 1.181818e+00 2.272727e-01
43310: 1.521739e+00 1.217391e+00 2.608696e-01
43310: 1.583333e+00 1.166667e+00 2.500000e-01
43310: 1.520000e+00 1.200000e+00 2.800000e-01
43310: 1.538462e+00 1.153846e+00 3.076923e-01
43310: 1.518519e+00 1.148148e+00 3.333333e-01
43310: 1.535714e+00 1.107143e+00 3.571429e-01
