Forked 33739
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 33739)
33739: Started!
33739: Number of players: 5, position: 0, number of turns: 1000
33739: Random seed: 1441975250
Strategy 0: first ans is 0
Forked 33740
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 33740)
Strategy 1: first ans is 3
Forked 33764
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 33764)
Strategy 2: first ans is 0
Forked 33788
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 33788)
Strategy 3: first ans is 0
Forked 33789
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 33789)
Strategy 4: first ans is 1
33739: 3.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
33739: 2.500000e+00 2.000000e+00 0.000000e+00 5.000000e-01 0.000000e+00
33739: 2.333333e+00 1.333333e+00 6.666667e-01 6.666667e-01 0.000000e+00
33739: 2.250000e+00 1.750000e+00 5.000000e-01 5.000000e-01 0.000000e+00
33739: 2.200000e+00 1.400000e+00 8.000000e-01 4.000000e-01 2.000000e-01
33739: 2.166667e+00 1.666667e+00 6.666667e-01 3.333333e-01 1.666667e-01
33739: 2.142857e+00 1.428571e+00 1.000000e+00 2.857143e-01 1.428571e-01
33739: 2.250000e+00 1.500000e+00 8.750000e-01 2.500000e-01 1.250000e-01
33739: 2.222222e+00 1.555556e+00 8.888889e-01 2.222222e-01 1.111111e-01
33739: 2.300000e+00 1.500000e+00 9.000000e-01 2.000000e-01 1.000000e-01
33739: 2.272727e+00 1.545455e+00 9.090909e-01 1.818182e-01 9.090909e-02
33739: 2.250000e+00 1.500000e+00 1.000000e+00 1.666667e-01 8.333333e-02
33739: 2.230769e+00 1.538462e+00 1.000000e+00 1.538462e-01 7.692308e-02
33739: 2.285714e+00 1.500000e+00 1.000000e+00 1.428571e-01 7.142857e-02
33739: 2.333333e+00 1.533333e+00 9.333333e-01 1.333333e-01 6.666667e-02
33739: 2.312500e+00 1.500000e+00 1.000000e+00 1.250000e-01 6.250000e-02
33739: 2.294118e+00 1.588235e+00 9.411765e-01 1.176471e-01 5.882353e-02
33739: 2.333333e+00 1.500000e+00 1.000000e+00 1.111111e-01 5.555556e-02
33739: 2.368421e+00 1.526316e+00 9.473684e-01 1.052632e-01 5.263158e-02
33739: 2.350000e+00 1.550000e+00 9.500000e-01 1.000000e-01 5.000000e-02
33739: 2.333333e+00 1.523810e+00 9.523810e-01 1.428571e-01 4.761905e-02
33739: 2.318182e+00 1.545455e+00 9.545455e-01 1.363636e-01 4.545455e-02
33739: 2.304348e+00 1.521739e+00 9.565217e-01 1.739130e-01 4.347826e-02
33739: 2.291667e+00 1.541667e+00 9.583333e-01 1.666667e-01 4.166667e-02
33739: 2.280000e+00 1.520000e+00 9.600000e-01 2.000000e-01 4.000000e-02
33739: 2.269231e+00 1.576923e+00 9.230769e-01 1.923077e-01 3.846154e-02
33739: 2.259259e+00 1.518519e+00 1.000000e+00 1.851852e-01 3.703704e-02
33739: 2.250000e+00 1.535714e+00 1.000000e+00 1.785714e-01 3.571429e-02
33739: 2.241379e+00 1.517241e+00 1.000000e+00 2.068966e-01 3.448276e-02
33739: 2.233333e+00 1.533333e+00 9.666667e-01 2.333333e-01 3.333333e-02
33739: 2.225806e+00 1.548387e+00 9.677419e-01 2.258065e-01 3.225806e-02
33739: 2.218750e+00 1.531250e+00 9.687500e-01 2.187500e-01 6.250000e-02
33739: 2.212121e+00 1.545455e+00 9.393939e-01 2.424242e-01 6.060606e-02
33739: 2.235294e+00 1.529412e+00 9.411765e-01 2.352941e-01 5.882353e-02
33739: 2.257143e+00 1.542857e+00 9.142857e-01 2.285714e-01 5.714286e-02
33739: 2.277778e+00 1.527778e+00 9.166667e-01 2.222222e-01 5.555556e-02
33739: 2.297297e+00 1.540541e+00 8.918919e-01 2.162162e-01 5.405405e-02
33739: 2.315789e+00 1.526316e+00 8.947368e-01 2.105263e-01 5.263158e-02
33739: 2.307692e+00 1.564103e+00 8.717949e-01 2.051282e-01 5.128205e-02
33739: 2.300000e+00 1.575000e+00 8.750000e-01 2.000000e-01 5.000000e-02
33739: 2.292683e+00 1.536585e+00 9.024390e-01 2.195122e-01 4.878049e-02
33739: 2.309524e+00 1.547619e+00 8.809524e-01 2.142857e-01 4.761905e-02
33739: 2.325581e+00 1.534884e+00 8.837209e-01 2.093023e-01 4.651163e-02
33739: 2.340909e+00 1.545455e+00 8.636364e-01 2.045455e-01 4.545455e-02
33739: 2.333333e+00 1.555556e+00 8.666667e-01 2.000000e-01 4.444444e-02
33739: 2.347826e+00 1.543478e+00 8.695652e-01 1.956522e-01 4.347826e-02
33739: 2.361702e+00 1.553191e+00 8.510638e-01 1.914894e-01 4.255319e-02
33739: 2.354167e+00 1.541667e+00 8.541667e-01 2.083333e-01 4.166667e-02
33739: 2.367347e+00 1.551020e+00 8.367347e-01 2.040816e-01 4.081633e-02
33739: 2.360000e+00 1.560000e+00 8.400000e-01 2.000000e-01 4.000000e-02
33739: 2.333333e+00 1.549020e+00 8.823529e-01 1.960784e-01 3.921569e-02
33739: 2.326923e+00 1.557692e+00 8.846154e-01 1.923077e-01 3.846154e-02
33739: 2.301887e+00 1.566038e+00 9.056604e-01 1.886792e-01 3.773585e-02
33739: 2.296296e+00 1.555556e+00 9.074074e-01 2.037037e-01 3.703704e-02
33739: 2.272727e+00 1.581818e+00 9.090909e-01 2.000000e-01 3.636364e-02
33739: 2.267857e+00 1.553571e+00 9.285714e-01 2.142857e-01 3.571429e-02
33739: 2.263158e+00 1.561404e+00 9.298246e-01 2.105263e-01 3.508772e-02
33739: 2.241379e+00 1.551724e+00 9.482759e-01 2.068966e-01 5.172414e-02
33739: 2.237288e+00 1.559322e+00 9.322034e-01 2.203390e-01 5.084746e-02
33739: 2.216667e+00 1.566667e+00 9.500000e-01 2.166667e-01 5.000000e-02
33739: 2.229508e+00 1.557377e+00 9.508197e-01 2.131148e-01 4.918033e-02
33739: 2.225806e+00 1.564516e+00 9.516129e-01 2.096774e-01 4.838710e-02
33739: 2.206349e+00 1.571429e+00 9.682540e-01 2.063492e-01 4.761905e-02
33739: 2.203125e+00 1.546875e+00 1.000000e+00 2.031250e-01 4.687500e-02
33739: 2.184615e+00 1.569231e+00 1.000000e+00 2.000000e-01 4.615385e-02
33739: 2.196970e+00 1.560606e+00 1.000000e+00 1.969697e-01 4.545455e-02
33739: 2.179104e+00 1.582090e+00 1.000000e+00 1.940299e-01 4.477612e-02
33739: 2.176471e+00 1.573529e+00 1.014706e+00 1.911765e-01 4.411765e-02
33739: 2.159420e+00 1.579710e+00 1.028986e+00 1.884058e-01 4.347826e-02
33739: 2.157143e+00 1.557143e+00 1.042857e+00 2.000000e-01 4.285714e-02
33739: 2.140845e+00 1.563380e+00 1.056338e+00 1.971831e-01 4.225352e-02
33739: 2.138889e+00 1.555556e+00 1.069444e+00 1.944444e-01 4.166667e-02
33739: 2.123288e+00 1.589041e+00 1.054795e+00 1.917808e-01 4.109589e-02
33739: 2.121622e+00 1.567568e+00 1.081081e+00 1.891892e-01 4.054054e-02
33739: 2.120000e+00 1.573333e+00 1.080000e+00 1.866667e-01 4.000000e-02
33739: 2.118421e+00 1.552632e+00 1.105263e+00 1.842105e-01 3.947368e-02
33739: 2.103896e+00 1.584416e+00 1.090909e+00 1.818182e-01 3.896104e-02
33739: 2.115385e+00 1.564103e+00 1.102564e+00 1.794872e-01 3.846154e-02
33739: 2.101266e+00 1.569620e+00 1.113924e+00 1.772152e-01 3.797468e-02
33739: 2.100000e+00 1.575000e+00 1.112500e+00 1.750000e-01 3.750000e-02
33739: 2.086420e+00 1.555556e+00 1.135802e+00 1.851852e-01 3.703704e-02
33739: 2.085366e+00 1.560976e+00 1.134146e+00 1.829268e-01 3.658537e-02
33739: 2.084337e+00 1.566265e+00 1.132530e+00 1.807229e-01 3.614458e-02
33739: 2.071429e+00 1.559524e+00 1.142857e+00 1.904762e-01 3.571429e-02
33739: 2.070588e+00 1.564706e+00 1.141176e+00 1.882353e-01 3.529412e-02
33739: 2.069767e+00 1.569767e+00 1.139535e+00 1.860465e-01 3.488372e-02
33739: 2.057471e+00 1.574713e+00 1.137931e+00 1.839080e-01 4.597701e-02
33739: 2.056818e+00 1.556818e+00 1.159091e+00 1.818182e-01 4.545455e-02
33739: 2.044944e+00 1.561798e+00 1.157303e+00 1.910112e-01 4.494382e-02
33739: 2.044444e+00 1.566667e+00 1.144444e+00 2.000000e-01 4.444444e-02
33739: 2.032967e+00 1.571429e+00 1.153846e+00 1.978022e-01 4.395604e-02
33739: 2.032609e+00 1.554348e+00 1.163043e+00 2.065217e-01 4.347826e-02
33739: 2.021505e+00 1.559140e+00 1.172043e+00 2.043011e-01 4.301075e-02
33739: 2.021277e+00 1.553191e+00 1.170213e+00 2.127660e-01 4.255319e-02
33739: 2.021053e+00 1.568421e+00 1.157895e+00 2.105263e-01 4.210526e-02
33739: 2.020833e+00 1.562500e+00 1.166667e+00 2.083333e-01 4.166667e-02
33739: 2.010309e+00 1.567010e+00 1.175258e+00 2.061856e-01 4.123711e-02
33739: 2.010204e+00 1.561224e+00 1.173469e+00 2.142857e-01 4.081633e-02
33739: 2.000000e+00 1.575758e+00 1.161616e+00 2.222222e-01 4.040404e-02
33739: 2.000000e+00 1.560000e+00 1.180000e+00 2.200000e-01 4.000000e-02
33739: 2.000000e+00 1.574257e+00 1.168317e+00 2.178218e-01 3.960396e-02
33739: 1.990196e+00 1.578431e+00 1.176471e+00 2.156863e-01 3.921569e-02
33739: 1.990291e+00 1.572816e+00 1.184466e+00 2.135922e-01 3.883495e-02
33739: 1.990385e+00 1.576923e+00 1.182692e+00 2.115385e-01 3.846154e-02
33739: 1.980952e+00 1.571429e+00 1.200000e+00 2.095238e-01 3.809524e-02
33739: 1.981132e+00 1.566038e+00 1.207547e+00 2.075472e-01 3.773585e-02
33739: 1.971963e+00 1.570093e+00 1.205607e+00 2.149533e-01 3.738318e-02
33739: 1.981481e+00 1.555556e+00 1.212963e+00 2.129630e-01 3.703704e-02
33739: 1.972477e+00 1.568807e+00 1.201835e+00 2.201835e-01 3.669725e-02
33739: 1.972727e+00 1.572727e+00 1.190909e+00 2.272727e-01 3.636364e-02
33739: 1.972973e+00 1.558559e+00 1.207207e+00 2.252252e-01 3.603604e-02
33739: 1.964286e+00 1.580357e+00 1.196429e+00 2.232143e-01 3.571429e-02
33739: 1.973451e+00 1.566372e+00 1.203540e+00 2.212389e-01 3.539823e-02
33739: 1.964912e+00 1.570175e+00 1.210526e+00 2.192982e-01 3.508772e-02
33739: 1.965217e+00 1.565217e+00 1.208696e+00 2.260870e-01 3.478261e-02
33739: 1.956897e+00 1.577586e+00 1.198276e+00 2.327586e-01 3.448276e-02
33739: 1.965812e+00 1.564103e+00 1.205128e+00 2.307692e-01 3.418803e-02
33739: 1.966102e+00 1.576271e+00 1.194915e+00 2.288136e-01 3.389831e-02
33739: 1.966387e+00 1.571429e+00 1.201681e+00 2.268908e-01 3.361345e-02
33739: 1.958333e+00 1.575000e+00 1.208333e+00 2.250000e-01 3.333333e-02
