Forked 41148
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41148)
41148: Started!
41148: Number of players: 4, position: 0, number of turns: 1000
41148: Random seed: 4261072944
Strategy 0: first ans is 0
Forked 41149
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 41149)
Strategy 1: first ans is 0
Forked 41150
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 41150)
Strategy 2: first ans is 1
Forked 41174
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 41174)
Strategy 3: first ans is 0
41148: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
41148: 2.500000e+00 1.000000e+00 5.000000e-01 0.000000e+00
41148: 2.000000e+00 1.333333e+00 6.666667e-01 0.000000e+00
41148: 2.000000e+00 1.250000e+00 7.500000e-01 0.000000e+00
41148: 2.000000e+00 1.200000e+00 6.000000e-01 2.000000e-01
41148: 1.833333e+00 1.166667e+00 8.333333e-01 1.666667e-01
41148: 1.857143e+00 1.142857e+00 8.571429e-01 1.428571e-01
41148: 1.750000e+00 1.375000e+00 7.500000e-01 1.250000e-01
41148: 1.666667e+00 1.444444e+00 7.777778e-01 1.111111e-01
41148: 1.700000e+00 1.500000e+00 7.000000e-01 1.000000e-01
41148: 1.636364e+00 1.545455e+00 7.272727e-01 9.090909e-02
41148: 1.583333e+00 1.500000e+00 7.500000e-01 1.666667e-01
41148: 1.615385e+00 1.461538e+00 7.692308e-01 1.538462e-01
41148: 1.642857e+00 1.500000e+00 7.142857e-01 1.428571e-01
41148: 1.733333e+00 1.466667e+00 6.666667e-01 1.333333e-01
41148: 1.750000e+00 1.437500e+00 6.875000e-01 1.250000e-01
41148: 1.705882e+00 1.411765e+00 7.058824e-01 1.764706e-01
41148: 1.666667e+00 1.444444e+00 7.222222e-01 1.666667e-01
41148: 1.684211e+00 1.473684e+00 6.842105e-01 1.578947e-01
41148: 1.650000e+00 1.450000e+00 7.000000e-01 2.000000e-01
41148: 1.619048e+00 1.476190e+00 7.142857e-01 1.904762e-01
41148: 1.681818e+00 1.454545e+00 6.818182e-01 1.818182e-01
41148: 1.652174e+00 1.434783e+00 6.956522e-01 2.173913e-01
41148: 1.666667e+00 1.416667e+00 7.083333e-01 2.083333e-01
41148: 1.640000e+00 1.440000e+00 7.200000e-01 2.000000e-01
41148: 1.692308e+00 1.423077e+00 6.923077e-01 1.923077e-01
41148: 1.703704e+00 1.444444e+00 6.666667e-01 1.851852e-01
41148: 1.750000e+00 1.428571e+00 6.428571e-01 1.785714e-01
41148: 1.793103e+00 1.413793e+00 6.206897e-01 1.724138e-01
41148: 1.766667e+00 1.433333e+00 6.333333e-01 1.666667e-01
41148: 1.741935e+00 1.483871e+00 6.129032e-01 1.612903e-01
41148: 1.750000e+00 1.468750e+00 6.250000e-01 1.562500e-01
41148: 1.757576e+00 1.454545e+00 6.363636e-01 1.515152e-01
41148: 1.735294e+00 1.441176e+00 6.470588e-01 1.764706e-01
41148: 1.714286e+00 1.457143e+00 6.571429e-01 1.714286e-01
41148: 1.722222e+00 1.444444e+00 6.666667e-01 1.666667e-01
41148: 1.729730e+00 1.459459e+00 6.486486e-01 1.621622e-01
41148: 1.710526e+00 1.473684e+00 6.578947e-01 1.578947e-01
41148: 1.717949e+00 1.461538e+00 6.410256e-01 1.794872e-01
41148: 1.725000e+00 1.475000e+00 6.250000e-01 1.750000e-01
41148: 1.731707e+00 1.463415e+00 6.097561e-01 1.951220e-01
41148: 1.738095e+00 1.452381e+00 6.190476e-01 1.904762e-01
41148: 1.720930e+00 1.465116e+00 6.279070e-01 1.860465e-01
41148: 1.750000e+00 1.454545e+00 6.136364e-01 1.818182e-01
41148: 1.733333e+00 1.466667e+00 6.222222e-01 1.777778e-01
41148: 1.717391e+00 1.478261e+00 6.304348e-01 1.739130e-01
41148: 1.723404e+00 1.489362e+00 6.170213e-01 1.702128e-01
41148: 1.750000e+00 1.479167e+00 6.041667e-01 1.666667e-01
41148: 1.755102e+00 1.469388e+00 6.122449e-01 1.632653e-01
41148: 1.760000e+00 1.460000e+00 6.200000e-01 1.600000e-01
41148: 1.745098e+00 1.450980e+00 6.470588e-01 1.568627e-01
41148: 1.730769e+00 1.461538e+00 6.538462e-01 1.538462e-01
41148: 1.716981e+00 1.452830e+00 6.792453e-01 1.509434e-01
41148: 1.740741e+00 1.444444e+00 6.666667e-01 1.481481e-01
