Forked 40957
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 40957)
Strategy 0: first ans is 0
Forked 40958
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 40958)
Strategy 1: first ans is 1
Forked 40959
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 40959)
40959: Started!
40959: Number of players: 4, position: 2, number of turns: 1000
40959: Random seed: 166572695
Strategy 2: first ans is 0
Forked 40960
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 40960)
Strategy 3: first ans is 0
40959: 3.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00
40959: 2.000000e+00 1.500000e+00 5.000000e-01 0.000000e+00
40959: 2.333333e+00 1.333333e+00 3.333333e-01 0.000000e+00
40959: 2.000000e+00 1.500000e+00 5.000000e-01 0.000000e+00
40959: 2.000000e+00 1.400000e+00 6.000000e-01 0.000000e+00
40959: 1.833333e+00 1.666667e+00 5.000000e-01 0.000000e+00
40959: 1.857143e+00 1.571429e+00 5.714286e-01 0.000000e+00
40959: 1.750000e+00 1.500000e+00 7.500000e-01 0.000000e+00
40959: 1.888889e+00 1.444444e+00 6.666667e-01 0.000000e+00
40959: 1.800000e+00 1.500000e+00 7.000000e-01 0.000000e+00
40959: 1.818182e+00 1.545455e+00 6.363636e-01 0.000000e+00
40959: 1.833333e+00 1.500000e+00 6.666667e-01 0.000000e+00
40959: 1.846154e+00 1.538462e+00 6.153846e-01 0.000000e+00
40959: 1.785714e+00 1.500000e+00 7.142857e-01 0.000000e+00
40959: 1.800000e+00 1.466667e+00 7.333333e-01 0.000000e+00
40959: 1.812500e+00 1.500000e+00 6.875000e-01 0.000000e+00
40959: 1.823529e+00 1.470588e+00 7.058824e-01 0.000000e+00
40959: 1.777778e+00 1.555556e+00 6.666667e-01 0.000000e+00
40959: 1.789474e+00 1.578947e+00 6.315789e-01 0.000000e+00
40959: 1.800000e+00 1.500000e+00 7.000000e-01 0.000000e+00
40959: 1.809524e+00 1.523810e+00 6.666667e-01 0.000000e+00
40959: 1.818182e+00 1.500000e+00 6.818182e-01 0.000000e+00
40959: 1.782609e+00 1.521739e+00 6.956522e-01 0.000000e+00
40959: 1.791667e+00 1.500000e+00 7.083333e-01 0.000000e+00
40959: 1.800000e+00 1.520000e+00 6.800000e-01 0.000000e+00
40959: 1.769231e+00 1.500000e+00 7.307692e-01 0.000000e+00
40959: 1.814815e+00 1.481481e+00 7.037037e-01 0.000000e+00
40959: 1.821429e+00 1.500000e+00 6.785714e-01 0.000000e+00
40959: 1.827586e+00 1.482759e+00 6.896552e-01 0.000000e+00
40959: 1.800000e+00 1.500000e+00 7.000000e-01 0.000000e+00
40959: 1.806452e+00 1.483871e+00 7.096774e-01 0.000000e+00
40959: 1.812500e+00 1.500000e+00 6.875000e-01 0.000000e+00
40959: 1.818182e+00 1.484848e+00 6.969697e-01 0.000000e+00
40959: 1.823529e+00 1.500000e+00 6.764706e-01 0.000000e+00
40959: 1.828571e+00 1.485714e+00 6.857143e-01 0.000000e+00
40959: 1.833333e+00 1.500000e+00 6.666667e-01 0.000000e+00
40959: 1.837838e+00 1.486486e+00 6.756757e-01 0.000000e+00
40959: 1.815789e+00 1.526316e+00 6.578947e-01 0.000000e+00
40959: 1.820513e+00 1.512821e+00 6.666667e-01 0.000000e+00
40959: 1.800000e+00 1.525000e+00 6.750000e-01 0.000000e+00
40959: 1.829268e+00 1.512195e+00 6.585366e-01 0.000000e+00
40959: 1.833333e+00 1.523810e+00 6.428571e-01 0.000000e+00
40959: 1.837209e+00 1.511628e+00 6.511628e-01 0.000000e+00
40959: 1.818182e+00 1.522727e+00 6.590909e-01 0.000000e+00
40959: 1.822222e+00 1.511111e+00 6.666667e-01 0.000000e+00
40959: 1.826087e+00 1.521739e+00 6.521739e-01 0.000000e+00
40959: 1.808511e+00 1.510638e+00 6.808511e-01 0.000000e+00
40959: 1.812500e+00 1.500000e+00 6.875000e-01 0.000000e+00
40959: 1.795918e+00 1.510204e+00 6.938776e-01 0.000000e+00
40959: 1.820000e+00 1.500000e+00 6.800000e-01 0.000000e+00
40959: 1.803922e+00 1.509804e+00 6.862745e-01 0.000000e+00
40959: 1.826923e+00 1.500000e+00 6.730769e-01 0.000000e+00
40959: 1.830189e+00 1.509434e+00 6.603774e-01 0.000000e+00
40959: 1.814815e+00 1.500000e+00 6.851852e-01 0.000000e+00
40959: 1.836364e+00 1.490909e+00 6.727273e-01 0.000000e+00
40959: 1.839286e+00 1.500000e+00 6.607143e-01 0.000000e+00
40959: 1.824561e+00 1.508772e+00 6.666667e-01 0.000000e+00
40959: 1.844828e+00 1.500000e+00 6.551724e-01 0.000000e+00
40959: 1.830508e+00 1.508475e+00 6.610169e-01 0.000000e+00
40959: 1.850000e+00 1.500000e+00 6.500000e-01 0.000000e+00
40959: 1.852459e+00 1.508197e+00 6.393443e-01 0.000000e+00
40959: 1.838710e+00 1.500000e+00 6.612903e-01 0.000000e+00
40959: 1.857143e+00 1.492063e+00 6.507937e-01 0.000000e+00
40959: 1.859375e+00 1.500000e+00 6.406250e-01 0.000000e+00
40959: 1.846154e+00 1.507692e+00 6.461538e-01 0.000000e+00
40959: 1.848485e+00 1.500000e+00 6.515152e-01 0.000000e+00
40959: 1.850746e+00 1.507463e+00 6.417910e-01 0.000000e+00
