Forked 42631
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 42631)
42631: Started!
42631: Number of players: 3, position: 0, number of turns: 1000
42631: Random seed: 2548598295
Strategy 0: first ans is 0
Forked 42632
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 42632)
Strategy 1: first ans is 1
Forked 42633
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 42633)
Strategy 2: first ans is 0
42631: 2.000000e+00 1.000000e+00 0.000000e+00
42631: 1.500000e+00 1.500000e+00 0.000000e+00
42631: 2.000000e+00 1.000000e+00 0.000000e+00
42631: 1.750000e+00 1.250000e+00 0.000000e+00
42631: 1.800000e+00 1.200000e+00 0.000000e+00
42631: 1.666667e+00 1.333333e+00 0.000000e+00
42631: 1.714286e+00 1.285714e+00 0.000000e+00
42631: 1.625000e+00 1.375000e+00 0.000000e+00
42631: 1.666667e+00 1.333333e+00 0.000000e+00
42631: 1.600000e+00 1.400000e+00 0.000000e+00
42631: 1.636364e+00 1.363636e+00 0.000000e+00
42631: 1.583333e+00 1.416667e+00 0.000000e+00
42631: 1.615385e+00 1.384615e+00 0.000000e+00
42631: 1.571429e+00 1.428571e+00 0.000000e+00
42631: 1.600000e+00 1.400000e+00 0.000000e+00
42631: 1.562500e+00 1.437500e+00 0.000000e+00
42631: 1.647059e+00 1.352941e+00 0.000000e+00
42631: 1.611111e+00 1.388889e+00 0.000000e+00
42631: 1.631579e+00 1.368421e+00 0.000000e+00
42631: 1.600000e+00 1.400000e+00 0.000000e+00
42631: 1.619048e+00 1.380952e+00 0.000000e+00
42631: 1.590909e+00 1.409091e+00 0.000000e+00
42631: 1.608696e+00 1.391304e+00 0.000000e+00
42631: 1.583333e+00 1.416667e+00 0.000000e+00
42631: 1.600000e+00 1.400000e+00 0.000000e+00
42631: 1.576923e+00 1.423077e+00 0.000000e+00
42631: 1.592593e+00 1.407407e+00 0.000000e+00
42631: 1.571429e+00 1.428571e+00 0.000000e+00
42631: 1.586207e+00 1.413793e+00 0.000000e+00
42631: 1.566667e+00 1.433333e+00 0.000000e+00
42631: 1.612903e+00 1.387097e+00 0.000000e+00
42631: 1.593750e+00 1.406250e+00 0.000000e+00
42631: 1.606061e+00 1.393939e+00 0.000000e+00
42631: 1.588235e+00 1.411765e+00 0.000000e+00
42631: 1.600000e+00 1.400000e+00 0.000000e+00
42631: 1.583333e+00 1.416667e+00 0.000000e+00
42631: 1.594595e+00 1.405405e+00 0.000000e+00
42631: 1.578947e+00 1.421053e+00 0.000000e+00
42631: 1.589744e+00 1.410256e+00 0.000000e+00
42631: 1.575000e+00 1.425000e+00 0.000000e+00
42631: 1.585366e+00 1.414634e+00 0.000000e+00
42631: 1.571429e+00 1.428571e+00 0.000000e+00
42631: 1.581395e+00 1.418605e+00 0.000000e+00
42631: 1.568182e+00 1.431818e+00 0.000000e+00
42631: 1.600000e+00 1.400000e+00 0.000000e+00
42631: 1.586957e+00 1.413043e+00 0.000000e+00
42631: 1.595745e+00 1.404255e+00 0.000000e+00
