Forked 43094
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 43094)
Strategy 0: first ans is 0
Forked 43095
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43095)
43095: Started!
43095: Number of players: 3, position: 1, number of turns: 1000
43095: Random seed: 619966723
Strategy 1: first ans is 0
Forked 43096
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 43096)
Strategy 2: first ans is 0
43095: 3.000000e+00 0.000000e+00 0.000000e+00
43095: 2.500000e+00 5.000000e-01 0.000000e+00
43095: 2.333333e+00 6.666667e-01 0.000000e+00
43095: 2.000000e+00 1.000000e+00 0.000000e+00
43095: 1.800000e+00 1.000000e+00 2.000000e-01
43095: 1.666667e+00 1.166667e+00 1.666667e-01
43095: 1.571429e+00 1.142857e+00 2.857143e-01
43095: 1.500000e+00 1.125000e+00 3.750000e-01
43095: 1.555556e+00 1.111111e+00 3.333333e-01
43095: 1.700000e+00 1.000000e+00 3.000000e-01
43095: 1.727273e+00 1.000000e+00 2.727273e-01
43095: 1.666667e+00 1.000000e+00 3.333333e-01
43095: 1.615385e+00 1.076923e+00 3.076923e-01
43095: 1.571429e+00 1.071429e+00 3.571429e-01
43095: 1.533333e+00 1.066667e+00 4.000000e-01
43095: 1.562500e+00 1.000000e+00 4.375000e-01
43095: 1.529412e+00 1.000000e+00 4.705882e-01
43095: 1.555556e+00 9.444444e-01 5.000000e-01
43095: 1.578947e+00 9.473684e-01 4.736842e-01
43095: 1.550000e+00 9.500000e-01 5.000000e-01
43095: 1.619048e+00 9.047619e-01 4.761905e-01
43095: 1.590909e+00 9.090909e-01 5.000000e-01
43095: 1.608696e+00 9.130435e-01 4.782609e-01
43095: 1.583333e+00 9.583333e-01 4.583333e-01
43095: 1.560000e+00 1.000000e+00 4.400000e-01
43095: 1.576923e+00 9.615385e-01 4.615385e-01
43095: 1.592593e+00 9.629630e-01 4.444444e-01
43095: 1.571429e+00 1.000000e+00 4.285714e-01
43095: 1.551724e+00 1.000000e+00 4.482759e-01
43095: 1.566667e+00 1.000000e+00 4.333333e-01
43095: 1.612903e+00 9.677419e-01 4.193548e-01
43095: 1.593750e+00 9.687500e-01 4.375000e-01
43095: 1.606061e+00 9.696970e-01 4.242424e-01
43095: 1.617647e+00 9.705882e-01 4.117647e-01
43095: 1.628571e+00 9.714286e-01 4.000000e-01
43095: 1.583333e+00 1.000000e+00 4.166667e-01
43095: 1.594595e+00 1.000000e+00 4.054054e-01
