Forked 43013
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43013)
43013: Started!
43013: Number of players: 3, position: 0, number of turns: 1000
43013: Random seed: 3389982445
Strategy 0: first ans is 0
Forked 43014
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 43014)
Strategy 1: first ans is 2
Forked 43038
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 43038)
Strategy 2: first ans is 0
43013: 2.000000e+00 0.000000e+00 1.000000e+00
43013: 1.500000e+00 5.000000e-01 1.000000e+00
43013: 1.666667e+00 6.666667e-01 6.666667e-01
43013: 1.500000e+00 7.500000e-01 7.500000e-01
43013: 1.600000e+00 8.000000e-01 6.000000e-01
43013: 1.500000e+00 1.000000e+00 5.000000e-01
43013: 1.571429e+00 1.000000e+00 4.285714e-01
43013: 1.625000e+00 1.000000e+00 3.750000e-01
43013: 1.555556e+00 1.000000e+00 4.444444e-01
43013: 1.700000e+00 9.000000e-01 4.000000e-01
43013: 1.636364e+00 9.090909e-01 4.545455e-01
43013: 1.583333e+00 9.166667e-01 5.000000e-01
43013: 1.538462e+00 9.230769e-01 5.384615e-01
43013: 1.571429e+00 9.285714e-01 5.000000e-01
43013: 1.600000e+00 9.333333e-01 4.666667e-01
43013: 1.625000e+00 9.375000e-01 4.375000e-01
43013: 1.588235e+00 1.000000e+00 4.117647e-01
43013: 1.611111e+00 1.000000e+00 3.888889e-01
43013: 1.631579e+00 1.000000e+00 3.684211e-01
43013: 1.650000e+00 1.000000e+00 3.500000e-01
43013: 1.619048e+00 1.000000e+00 3.809524e-01
43013: 1.590909e+00 1.045455e+00 3.636364e-01
43013: 1.608696e+00 1.043478e+00 3.478261e-01
43013: 1.583333e+00 1.083333e+00 3.333333e-01
43013: 1.560000e+00 1.120000e+00 3.200000e-01
43013: 1.576923e+00 1.115385e+00 3.076923e-01
43013: 1.518519e+00 1.148148e+00 3.333333e-01
43013: 1.535714e+00 1.142857e+00 3.214286e-01
43013: 1.586207e+00 1.103448e+00 3.103448e-01
43013: 1.566667e+00 1.133333e+00 3.000000e-01
43013: 1.612903e+00 1.096774e+00 2.903226e-01
43013: 1.593750e+00 1.125000e+00 2.812500e-01
43013: 1.575758e+00 1.151515e+00 2.727273e-01
43013: 1.588235e+00 1.147059e+00 2.647059e-01
43013: 1.571429e+00 1.171429e+00 2.571429e-01
43013: 1.583333e+00 1.166667e+00 2.500000e-01
43013: 1.540541e+00 1.216216e+00 2.432432e-01
43013: 1.578947e+00 1.184211e+00 2.368421e-01
43013: 1.564103e+00 1.205128e+00 2.307692e-01
43013: 1.575000e+00 1.200000e+00 2.250000e-01
43013: 1.585366e+00 1.195122e+00 2.195122e-01
43013: 1.571429e+00 1.190476e+00 2.380952e-01
43013: 1.558140e+00 1.186047e+00 2.558140e-01
43013: 1.568182e+00 1.159091e+00 2.727273e-01
43013: 1.577778e+00 1.133333e+00 2.888889e-01
43013: 1.565217e+00 1.152174e+00 2.826087e-01
43013: 1.574468e+00 1.127660e+00 2.978723e-01
43013: 1.562500e+00 1.125000e+00 3.125000e-01
43013: 1.571429e+00 1.102041e+00 3.265306e-01
43013: 1.560000e+00 1.120000e+00 3.200000e-01
43013: 1.568627e+00 1.117647e+00 3.137255e-01
43013: 1.576923e+00 1.115385e+00 3.076923e-01
43013: 1.584906e+00 1.113208e+00 3.018868e-01
43013: 1.592593e+00 1.111111e+00 2.962963e-01
43013: 1.600000e+00 1.109091e+00 2.909091e-01
43013: 1.607143e+00 1.107143e+00 2.857143e-01
43013: 1.614035e+00 1.105263e+00 2.807018e-01
43013: 1.603448e+00 1.120690e+00 2.758621e-01
43013: 1.593220e+00 1.118644e+00 2.881356e-01
43013: 1.600000e+00 1.116667e+00 2.833333e-01
43013: 1.590164e+00 1.131148e+00 2.786885e-01
43013: 1.596774e+00 1.129032e+00 2.741935e-01
43013: 1.587302e+00 1.142857e+00 2.698413e-01
43013: 1.578125e+00 1.156250e+00 2.656250e-01
43013: 1.569231e+00 1.169231e+00 2.615385e-01
43013: 1.575758e+00 1.151515e+00 2.727273e-01
43013: 1.567164e+00 1.149254e+00 2.835821e-01
43013: 1.573529e+00 1.147059e+00 2.794118e-01
43013: 1.565217e+00 1.159420e+00 2.753623e-01
43013: 1.557143e+00 1.171429e+00 2.714286e-01
43013: 1.563380e+00 1.169014e+00 2.676056e-01
43013: 1.569444e+00 1.152778e+00 2.777778e-01
43013: 1.589041e+00 1.136986e+00 2.739726e-01
43013: 1.581081e+00 1.148649e+00 2.702703e-01
43013: 1.586667e+00 1.146667e+00 2.666667e-01
43013: 1.578947e+00 1.157895e+00 2.631579e-01
43013: 1.571429e+00 1.155844e+00 2.727273e-01
43013: 1.576923e+00 1.153846e+00 2.692308e-01
43013: 1.582278e+00 1.151899e+00 2.658228e-01
43013: 1.575000e+00 1.162500e+00 2.625000e-01
43013: 1.580247e+00 1.160494e+00 2.592593e-01
43013: 1.573171e+00 1.158537e+00 2.682927e-01
43013: 1.566265e+00 1.156627e+00 2.771084e-01
43013: 1.583333e+00 1.142857e+00 2.738095e-01
43013: 1.576471e+00 1.152941e+00 2.705882e-01
43013: 1.569767e+00 1.162791e+00 2.674419e-01
43013: 1.574713e+00 1.149425e+00 2.758621e-01
43013: 1.579545e+00 1.147727e+00 2.727273e-01
43013: 1.573034e+00 1.157303e+00 2.696629e-01
43013: 1.577778e+00 1.155556e+00 2.666667e-01
43013: 1.582418e+00 1.153846e+00 2.637363e-01
43013: 1.576087e+00 1.163043e+00 2.608696e-01
43013: 1.569892e+00 1.161290e+00 2.688172e-01
43013: 1.585106e+00 1.148936e+00 2.659574e-01
43013: 1.589474e+00 1.147368e+00 2.631579e-01
43013: 1.572917e+00 1.166667e+00 2.604167e-01
43013: 1.567010e+00 1.164948e+00 2.680412e-01
