Forked 41802
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41802)
41802: Started!
41802: Number of players: 3, position: 0, number of turns: 1000
41802: Random seed: 1438885556
Strategy 0: first ans is 1
Forked 41803
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 41803)
Strategy 1: first ans is 1
Forked 41804
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 41804)
Strategy 2: first ans is 0
41802: 1.000000e+00 2.000000e+00 0.000000e+00
41802: 2.000000e+00 1.000000e+00 0.000000e+00
41802: 1.666667e+00 1.333333e+00 0.000000e+00
41802: 1.750000e+00 1.250000e+00 0.000000e+00
41802: 1.600000e+00 1.400000e+00 0.000000e+00
41802: 1.666667e+00 1.333333e+00 0.000000e+00
41802: 1.571429e+00 1.428571e+00 0.000000e+00
41802: 1.625000e+00 1.375000e+00 0.000000e+00
41802: 1.555556e+00 1.444444e+00 0.000000e+00
41802: 1.700000e+00 1.300000e+00 0.000000e+00
41802: 1.636364e+00 1.363636e+00 0.000000e+00
41802: 1.666667e+00 1.333333e+00 0.000000e+00
41802: 1.615385e+00 1.384615e+00 0.000000e+00
41802: 1.642857e+00 1.357143e+00 0.000000e+00
41802: 1.600000e+00 1.400000e+00 0.000000e+00
41802: 1.562500e+00 1.437500e+00 0.000000e+00
41802: 1.647059e+00 1.352941e+00 0.000000e+00
41802: 1.611111e+00 1.388889e+00 0.000000e+00
41802: 1.631579e+00 1.368421e+00 0.000000e+00
41802: 1.600000e+00 1.400000e+00 0.000000e+00
41802: 1.619048e+00 1.380952e+00 0.000000e+00
41802: 1.590909e+00 1.409091e+00 0.000000e+00
41802: 1.608696e+00 1.391304e+00 0.000000e+00
41802: 1.583333e+00 1.416667e+00 0.000000e+00
41802: 1.560000e+00 1.440000e+00 0.000000e+00
41802: 1.615385e+00 1.384615e+00 0.000000e+00
41802: 1.555556e+00 1.444444e+00 0.000000e+00
41802: 1.607143e+00 1.392857e+00 0.000000e+00
41802: 1.551724e+00 1.448276e+00 0.000000e+00
41802: 1.566667e+00 1.433333e+00 0.000000e+00
41802: 1.548387e+00 1.451613e+00 0.000000e+00
41802: 1.593750e+00 1.406250e+00 0.000000e+00
41802: 1.545455e+00 1.454545e+00 0.000000e+00
41802: 1.558824e+00 1.441176e+00 0.000000e+00
41802: 1.571429e+00 1.428571e+00 0.000000e+00
41802: 1.555556e+00 1.444444e+00 0.000000e+00
41802: 1.567568e+00 1.432432e+00 0.000000e+00
41802: 1.552632e+00 1.447368e+00 0.000000e+00
