Forked 44024
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 44024)
Strategy 0: first ans is 0
Forked 44025
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 44025)
44025: Started!
44025: Number of players: 3, position: 1, number of turns: 1000
44025: Random seed: 3393928835
Strategy 1: first ans is 1
Forked 44026
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 44026)
Strategy 2: first ans is 1
44025: 1.000000e+00 2.000000e+00 0.000000e+00
44025: 1.500000e+00 1.500000e+00 0.000000e+00
44025: 1.666667e+00 1.333333e+00 0.000000e+00
44025: 1.250000e+00 1.250000e+00 5.000000e-01
44025: 1.200000e+00 1.200000e+00 6.000000e-01
44025: 1.333333e+00 1.000000e+00 6.666667e-01
44025: 1.571429e+00 8.571429e-01 5.714286e-01
44025: 1.375000e+00 8.750000e-01 7.500000e-01
44025: 1.555556e+00 7.777778e-01 6.666667e-01
44025: 1.700000e+00 7.000000e-01 6.000000e-01
44025: 1.636364e+00 7.272727e-01 6.363636e-01
44025: 1.500000e+00 8.333333e-01 6.666667e-01
44025: 1.461538e+00 8.461538e-01 6.923077e-01
44025: 1.500000e+00 7.857143e-01 7.142857e-01
44025: 1.466667e+00 8.666667e-01 6.666667e-01
44025: 1.500000e+00 8.750000e-01 6.250000e-01
44025: 1.529412e+00 8.823529e-01 5.882353e-01
44025: 1.555556e+00 8.333333e-01 6.111111e-01
44025: 1.578947e+00 7.894737e-01 6.315789e-01
44025: 1.550000e+00 8.500000e-01 6.000000e-01
44025: 1.523810e+00 8.095238e-01 6.666667e-01
44025: 1.545455e+00 7.727273e-01 6.818182e-01
44025: 1.521739e+00 7.391304e-01 7.391304e-01
44025: 1.583333e+00 7.083333e-01 7.083333e-01
44025: 1.520000e+00 7.600000e-01 7.200000e-01
44025: 1.500000e+00 7.692308e-01 7.307692e-01
44025: 1.518519e+00 7.777778e-01 7.037037e-01
44025: 1.535714e+00 7.500000e-01 7.142857e-01
44025: 1.551724e+00 7.241379e-01 7.241379e-01
44025: 1.600000e+00 7.000000e-01 7.000000e-01
44025: 1.580645e+00 7.096774e-01 7.096774e-01
44025: 1.562500e+00 7.187500e-01 7.187500e-01
44025: 1.575758e+00 7.272727e-01 6.969697e-01
44025: 1.529412e+00 7.352941e-01 7.352941e-01
44025: 1.514286e+00 7.142857e-01 7.714286e-01
44025: 1.527778e+00 6.944444e-01 7.777778e-01
44025: 1.513514e+00 7.027027e-01 7.837838e-01
44025: 1.500000e+00 7.105263e-01 7.894737e-01
44025: 1.487179e+00 7.179487e-01 7.948718e-01
44025: 1.475000e+00 7.000000e-01 8.250000e-01
44025: 1.487805e+00 6.829268e-01 8.292683e-01
44025: 1.476190e+00 6.666667e-01 8.571429e-01
44025: 1.465116e+00 6.744186e-01 8.604651e-01
44025: 1.477273e+00 6.590909e-01 8.636364e-01
44025: 1.488889e+00 6.444444e-01 8.666667e-01
44025: 1.521739e+00 6.304348e-01 8.478261e-01
44025: 1.531915e+00 6.170213e-01 8.510638e-01
44025: 1.562500e+00 6.041667e-01 8.333333e-01
44025: 1.571429e+00 5.918367e-01 8.367347e-01
44025: 1.540000e+00 6.200000e-01 8.400000e-01
44025: 1.549020e+00 6.274510e-01 8.235294e-01
44025: 1.557692e+00 6.153846e-01 8.269231e-01
44025: 1.566038e+00 6.226415e-01 8.113208e-01
44025: 1.555556e+00 6.111111e-01 8.333333e-01
44025: 1.581818e+00 6.000000e-01 8.181818e-01
44025: 1.553571e+00 6.250000e-01 8.214286e-01
44025: 1.578947e+00 6.140351e-01 8.070175e-01
44025: 1.568966e+00 6.206897e-01 8.103448e-01
44025: 1.593220e+00 6.101695e-01 7.966102e-01
44025: 1.566667e+00 6.333333e-01 8.000000e-01
44025: 1.573770e+00 6.229508e-01 8.032787e-01
44025: 1.564516e+00 6.451613e-01 7.903226e-01
