Forked 43376
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 43376)
Strategy 0: first ans is 0
Forked 43400
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43400)
43400: Started!
43400: Number of players: 3, position: 1, number of turns: 1000
43400: Random seed: 3516471562
Strategy 1: first ans is 1
Forked 43401
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 43401)
Strategy 2: first ans is 0
43400: 2.000000e+00 1.000000e+00 0.000000e+00
43400: 1.500000e+00 1.500000e+00 0.000000e+00
43400: 2.000000e+00 1.000000e+00 0.000000e+00
43400: 2.000000e+00 1.000000e+00 0.000000e+00
43400: 1.800000e+00 1.000000e+00 2.000000e-01
43400: 1.666667e+00 1.166667e+00 1.666667e-01
43400: 1.714286e+00 1.142857e+00 1.428571e-01
43400: 1.750000e+00 1.125000e+00 1.250000e-01
43400: 1.777778e+00 1.111111e+00 1.111111e-01
43400: 1.700000e+00 1.200000e+00 1.000000e-01
43400: 1.636364e+00 1.181818e+00 1.818182e-01
43400: 1.583333e+00 1.166667e+00 2.500000e-01
43400: 1.615385e+00 1.153846e+00 2.307692e-01
43400: 1.571429e+00 1.142857e+00 2.857143e-01
43400: 1.533333e+00 1.133333e+00 3.333333e-01
43400: 1.562500e+00 1.125000e+00 3.125000e-01
43400: 1.588235e+00 1.117647e+00 2.941176e-01
43400: 1.555556e+00 1.111111e+00 3.333333e-01
43400: 1.578947e+00 1.105263e+00 3.157895e-01
43400: 1.550000e+00 1.150000e+00 3.000000e-01
43400: 1.571429e+00 1.095238e+00 3.333333e-01
43400: 1.590909e+00 1.090909e+00 3.181818e-01
43400: 1.565217e+00 1.130435e+00 3.043478e-01
43400: 1.583333e+00 1.125000e+00 2.916667e-01
43400: 1.560000e+00 1.160000e+00 2.800000e-01
43400: 1.615385e+00 1.115385e+00 2.692308e-01
43400: 1.629630e+00 1.111111e+00 2.592593e-01
43400: 1.642857e+00 1.107143e+00 2.500000e-01
43400: 1.620690e+00 1.137931e+00 2.413793e-01
43400: 1.633333e+00 1.133333e+00 2.333333e-01
43400: 1.645161e+00 1.129032e+00 2.258065e-01
43400: 1.656250e+00 1.125000e+00 2.187500e-01
43400: 1.636364e+00 1.151515e+00 2.121212e-01
43400: 1.617647e+00 1.147059e+00 2.352941e-01
43400: 1.600000e+00 1.171429e+00 2.285714e-01
43400: 1.583333e+00 1.166667e+00 2.500000e-01
43400: 1.567568e+00 1.189189e+00 2.432432e-01
43400: 1.578947e+00 1.184211e+00 2.368421e-01
43400: 1.564103e+00 1.179487e+00 2.564103e-01
43400: 1.575000e+00 1.175000e+00 2.500000e-01
43400: 1.560976e+00 1.195122e+00 2.439024e-01
43400: 1.571429e+00 1.190476e+00 2.380952e-01
43400: 1.581395e+00 1.186047e+00 2.325581e-01
43400: 1.568182e+00 1.204545e+00 2.272727e-01
43400: 1.577778e+00 1.200000e+00 2.222222e-01
43400: 1.586957e+00 1.195652e+00 2.173913e-01
43400: 1.595745e+00 1.191489e+00 2.127660e-01
43400: 1.604167e+00 1.187500e+00 2.083333e-01
43400: 1.591837e+00 1.204082e+00 2.040816e-01
43400: 1.580000e+00 1.200000e+00 2.200000e-01
43400: 1.588235e+00 1.196078e+00 2.156863e-01
43400: 1.576923e+00 1.211538e+00 2.115385e-01
43400: 1.566038e+00 1.207547e+00 2.264151e-01
43400: 1.574074e+00 1.203704e+00 2.222222e-01
43400: 1.563636e+00 1.218182e+00 2.181818e-01
43400: 1.571429e+00 1.214286e+00 2.142857e-01
43400: 1.578947e+00 1.210526e+00 2.105263e-01
43400: 1.568966e+00 1.224138e+00 2.068966e-01
43400: 1.576271e+00 1.203390e+00 2.203390e-01
43400: 1.583333e+00 1.200000e+00 2.166667e-01
43400: 1.573770e+00 1.196721e+00 2.295082e-01
43400: 1.564516e+00 1.209677e+00 2.258065e-01
43400: 1.587302e+00 1.190476e+00 2.222222e-01
43400: 1.578125e+00 1.187500e+00 2.343750e-01
43400: 1.584615e+00 1.184615e+00 2.307692e-01
43400: 1.575758e+00 1.181818e+00 2.424242e-01
43400: 1.567164e+00 1.179104e+00 2.537313e-01
43400: 1.588235e+00 1.161765e+00 2.500000e-01
43400: 1.579710e+00 1.173913e+00 2.463768e-01
43400: 1.571429e+00 1.171429e+00 2.571429e-01
43400: 1.577465e+00 1.169014e+00 2.535211e-01
43400: 1.583333e+00 1.166667e+00 2.500000e-01
43400: 1.589041e+00 1.164384e+00 2.465753e-01
43400: 1.581081e+00 1.162162e+00 2.567568e-01
43400: 1.586667e+00 1.160000e+00 2.533333e-01
43400: 1.578947e+00 1.171053e+00 2.500000e-01
43400: 1.571429e+00 1.181818e+00 2.467532e-01
43400: 1.564103e+00 1.179487e+00 2.564103e-01
43400: 1.569620e+00 1.177215e+00 2.531646e-01
43400: 1.575000e+00 1.162500e+00 2.625000e-01
43400: 1.567901e+00 1.172840e+00 2.592593e-01
43400: 1.573171e+00 1.170732e+00 2.560976e-01
43400: 1.566265e+00 1.168675e+00 2.650602e-01
43400: 1.571429e+00 1.166667e+00 2.619048e-01
43400: 1.564706e+00 1.176471e+00 2.588235e-01
43400: 1.581395e+00 1.162791e+00 2.558140e-01
43400: 1.574713e+00 1.172414e+00 2.528736e-01
43400: 1.568182e+00 1.181818e+00 2.500000e-01
43400: 1.573034e+00 1.179775e+00 2.471910e-01
43400: 1.566667e+00 1.188889e+00 2.444444e-01
43400: 1.582418e+00 1.175824e+00 2.417582e-01
43400: 1.576087e+00 1.184783e+00 2.391304e-01
