Forked 42126
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 42126)
Strategy 0: first ans is 2
Forked 42150
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 42150)
42150: Started!
42150: Number of players: 3, position: 1, number of turns: 1000
42150: Random seed: 3138367001
Strategy 1: first ans is 1
Forked 42151
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 42151)
Strategy 2: first ans is 1
42150: 0.000000e+00 2.000000e+00 1.000000e+00
42150: 1.500000e+00 1.000000e+00 5.000000e-01
42150: 1.333333e+00 1.000000e+00 6.666667e-01
42150: 1.750000e+00 7.500000e-01 5.000000e-01
42150: 1.400000e+00 1.000000e+00 6.000000e-01
42150: 1.500000e+00 8.333333e-01 6.666667e-01
42150: 1.571429e+00 8.571429e-01 5.714286e-01
42150: 1.375000e+00 1.125000e+00 5.000000e-01
42150: 1.444444e+00 1.000000e+00 5.555556e-01
42150: 1.400000e+00 1.100000e+00 5.000000e-01
42150: 1.454545e+00 1.000000e+00 5.454545e-01
42150: 1.416667e+00 1.000000e+00 5.833333e-01
42150: 1.461538e+00 9.230769e-01 6.153846e-01
42150: 1.500000e+00 9.285714e-01 5.714286e-01
42150: 1.466667e+00 9.333333e-01 6.000000e-01
42150: 1.562500e+00 8.750000e-01 5.625000e-01
42150: 1.588235e+00 8.823529e-01 5.294118e-01
42150: 1.555556e+00 9.444444e-01 5.000000e-01
42150: 1.578947e+00 9.473684e-01 4.736842e-01
42150: 1.550000e+00 1.000000e+00 4.500000e-01
42150: 1.619048e+00 9.523810e-01 4.285714e-01
42150: 1.545455e+00 1.000000e+00 4.545455e-01
42150: 1.608696e+00 9.565217e-01 4.347826e-01
42150: 1.583333e+00 1.000000e+00 4.166667e-01
42150: 1.560000e+00 1.040000e+00 4.000000e-01
42150: 1.615385e+00 1.000000e+00 3.846154e-01
42150: 1.555556e+00 1.074074e+00 3.703704e-01
42150: 1.571429e+00 1.071429e+00 3.571429e-01
42150: 1.517241e+00 1.137931e+00 3.448276e-01
