Forked 40338
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 40338)
Strategy 0: first ans is 0
Forked 40339
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 40339)
Strategy 1: first ans is 1
Forked 40340
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 40340)
Strategy 2: first ans is 2
Forked 40364
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 40364)
40364: Started!
40364: Number of players: 4, position: 3, number of turns: 1000
40364: Random seed: 3504244596
Strategy 3: first ans is 0
40364: 2.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00
40364: 1.500000e+00 1.500000e+00 1.000000e+00 0.000000e+00
40364: 1.666667e+00 1.666667e+00 6.666667e-01 0.000000e+00
40364: 1.500000e+00 1.500000e+00 1.000000e+00 0.000000e+00
40364: 1.800000e+00 1.400000e+00 8.000000e-01 0.000000e+00
40364: 1.666667e+00 1.666667e+00 6.666667e-01 0.000000e+00
40364: 1.714286e+00 1.428571e+00 8.571429e-01 0.000000e+00
40364: 1.500000e+00 1.625000e+00 8.750000e-01 0.000000e+00
40364: 1.777778e+00 1.444444e+00 7.777778e-01 0.000000e+00
40364: 1.600000e+00 1.700000e+00 7.000000e-01 0.000000e+00
40364: 1.636364e+00 1.545455e+00 8.181818e-01 0.000000e+00
40364: 1.500000e+00 1.666667e+00 8.333333e-01 0.000000e+00
40364: 1.538462e+00 1.615385e+00 8.461538e-01 0.000000e+00
40364: 1.500000e+00 1.642857e+00 8.571429e-01 0.000000e+00
40364: 1.533333e+00 1.666667e+00 8.000000e-01 0.000000e+00
40364: 1.562500e+00 1.562500e+00 8.750000e-01 0.000000e+00
40364: 1.647059e+00 1.529412e+00 8.235294e-01 0.000000e+00
40364: 1.611111e+00 1.555556e+00 8.333333e-01 0.000000e+00
40364: 1.631579e+00 1.526316e+00 8.421053e-01 0.000000e+00
40364: 1.550000e+00 1.600000e+00 8.000000e-01 5.000000e-02
40364: 1.619048e+00 1.523810e+00 7.619048e-01 9.523810e-02
40364: 1.636364e+00 1.545455e+00 7.272727e-01 9.090909e-02
40364: 1.608696e+00 1.565217e+00 7.391304e-01 8.695652e-02
40364: 1.666667e+00 1.541667e+00 7.083333e-01 8.333333e-02
40364: 1.600000e+00 1.640000e+00 6.800000e-01 8.000000e-02
40364: 1.615385e+00 1.576923e+00 6.923077e-01 1.153846e-01
40364: 1.555556e+00 1.629630e+00 7.037037e-01 1.111111e-01
40364: 1.607143e+00 1.571429e+00 6.785714e-01 1.428571e-01
40364: 1.586207e+00 1.551724e+00 7.241379e-01 1.379310e-01
40364: 1.633333e+00 1.533333e+00 7.000000e-01 1.333333e-01
40364: 1.580645e+00 1.548387e+00 7.419355e-01 1.290323e-01
40364: 1.562500e+00 1.562500e+00 7.500000e-01 1.250000e-01
40364: 1.606061e+00 1.545455e+00 7.272727e-01 1.212121e-01
40364: 1.558824e+00 1.617647e+00 7.058824e-01 1.176471e-01
40364: 1.600000e+00 1.600000e+00 6.857143e-01 1.142857e-01
40364: 1.583333e+00 1.583333e+00 7.222222e-01 1.111111e-01
40364: 1.567568e+00 1.567568e+00 7.567568e-01 1.081081e-01
40364: 1.578947e+00 1.578947e+00 7.368421e-01 1.052632e-01
40364: 1.538462e+00 1.538462e+00 7.948718e-01 1.282051e-01
40364: 1.575000e+00 1.525000e+00 7.750000e-01 1.250000e-01
40364: 1.560976e+00 1.536585e+00 7.804878e-01 1.219512e-01
40364: 1.595238e+00 1.523810e+00 7.619048e-01 1.190476e-01
40364: 1.558140e+00 1.534884e+00 7.906977e-01 1.162791e-01
40364: 1.568182e+00 1.545455e+00 7.727273e-01 1.136364e-01
