Forked 34051
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 34051)
Strategy 0: first ans is 3
Forked 34075
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 34075)
Strategy 1: first ans is 0
Forked 34076
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 34076)
34076: Started!
34076: Number of players: 5, position: 2, number of turns: 1000
34076: Random seed: 1260051377
Strategy 2: first ans is 0
Forked 34077
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 34077)
Strategy 3: first ans is 1
Forked 34078
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 34078)
Strategy 4: first ans is 0
34076: 3.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
34076: 2.500000e+00 2.000000e+00 0.000000e+00 5.000000e-01 0.000000e+00
34076: 2.333333e+00 1.333333e+00 6.666667e-01 6.666667e-01 0.000000e+00
34076: 2.250000e+00 1.500000e+00 5.000000e-01 5.000000e-01 2.500000e-01
34076: 2.200000e+00 1.400000e+00 6.000000e-01 4.000000e-01 4.000000e-01
34076: 2.166667e+00 1.500000e+00 6.666667e-01 3.333333e-01 3.333333e-01
34076: 2.142857e+00 1.428571e+00 8.571429e-01 2.857143e-01 2.857143e-01
34076: 2.250000e+00 1.500000e+00 7.500000e-01 2.500000e-01 2.500000e-01
34076: 2.222222e+00 1.444444e+00 7.777778e-01 3.333333e-01 2.222222e-01
34076: 2.300000e+00 1.500000e+00 7.000000e-01 3.000000e-01 2.000000e-01
34076: 2.272727e+00 1.454545e+00 7.272727e-01 3.636364e-01 1.818182e-01
34076: 2.250000e+00 1.500000e+00 7.500000e-01 3.333333e-01 1.666667e-01
34076: 2.307692e+00 1.461538e+00 7.692308e-01 3.076923e-01 1.538462e-01
34076: 2.357143e+00 1.500000e+00 7.142857e-01 2.857143e-01 1.428571e-01
34076: 2.333333e+00 1.533333e+00 7.333333e-01 2.666667e-01 1.333333e-01
34076: 2.312500e+00 1.500000e+00 8.125000e-01 2.500000e-01 1.250000e-01
34076: 2.294118e+00 1.529412e+00 8.235294e-01 2.352941e-01 1.176471e-01
34076: 2.277778e+00 1.500000e+00 8.333333e-01 2.777778e-01 1.111111e-01
34076: 2.315789e+00 1.526316e+00 7.894737e-01 2.631579e-01 1.052632e-01
34076: 2.300000e+00 1.500000e+00 8.500000e-01 2.500000e-01 1.000000e-01
34076: 2.285714e+00 1.523810e+00 8.571429e-01 2.380952e-01 9.523810e-02
34076: 2.272727e+00 1.545455e+00 8.636364e-01 2.272727e-01 9.090909e-02
34076: 2.304348e+00 1.521739e+00 8.695652e-01 2.173913e-01 8.695652e-02
34076: 2.291667e+00 1.583333e+00 8.333333e-01 2.083333e-01 8.333333e-02
34076: 2.320000e+00 1.520000e+00 8.800000e-01 2.000000e-01 8.000000e-02
34076: 2.346154e+00 1.538462e+00 8.461538e-01 1.923077e-01 7.692308e-02
34076: 2.370370e+00 1.518519e+00 8.518519e-01 1.851852e-01 7.407407e-02
34076: 2.357143e+00 1.571429e+00 8.214286e-01 1.785714e-01 7.142857e-02
34076: 2.344828e+00 1.551724e+00 8.620690e-01 1.724138e-01 6.896552e-02
34076: 2.333333e+00 1.566667e+00 8.666667e-01 1.666667e-01 6.666667e-02
34076: 2.354839e+00 1.548387e+00 8.709677e-01 1.612903e-01 6.451613e-02
34076: 2.343750e+00 1.562500e+00 8.750000e-01 1.562500e-01 6.250000e-02
34076: 2.333333e+00 1.545455e+00 9.090909e-01 1.515152e-01 6.060606e-02
34076: 2.323529e+00 1.558824e+00 9.117647e-01 1.470588e-01 5.882353e-02
34076: 2.342857e+00 1.542857e+00 9.142857e-01 1.428571e-01 5.714286e-02
34076: 2.361111e+00 1.555556e+00 8.888889e-01 1.388889e-01 5.555556e-02
34076: 2.351351e+00 1.567568e+00 8.918919e-01 1.351351e-01 5.405405e-02
34076: 2.342105e+00 1.578947e+00 8.947368e-01 1.315789e-01 5.263158e-02
34076: 2.333333e+00 1.564103e+00 9.230769e-01 1.282051e-01 5.128205e-02
34076: 2.350000e+00 1.575000e+00 9.000000e-01 1.250000e-01 5.000000e-02
34076: 2.341463e+00 1.560976e+00 9.268293e-01 1.219512e-01 4.878049e-02
34076: 2.333333e+00 1.571429e+00 9.285714e-01 1.190476e-01 4.761905e-02
34076: 2.348837e+00 1.534884e+00 9.534884e-01 1.162791e-01 4.651163e-02
34076: 2.340909e+00 1.545455e+00 9.318182e-01 1.363636e-01 4.545455e-02
34076: 2.355556e+00 1.533333e+00 9.333333e-01 1.333333e-01 4.444444e-02
34076: 2.369565e+00 1.543478e+00 9.130435e-01 1.304348e-01 4.347826e-02
34076: 2.361702e+00 1.531915e+00 9.361702e-01 1.276596e-01 4.255319e-02
34076: 2.354167e+00 1.541667e+00 9.375000e-01 1.250000e-01 4.166667e-02
34076: 2.326531e+00 1.571429e+00 9.387755e-01 1.224490e-01 4.081633e-02
34076: 2.320000e+00 1.560000e+00 9.600000e-01 1.200000e-01 4.000000e-02
34076: 2.294118e+00 1.588235e+00 9.607843e-01 1.176471e-01 3.921569e-02
34076: 2.288462e+00 1.576923e+00 9.615385e-01 1.346154e-01 3.846154e-02
34076: 2.264151e+00 1.603774e+00 9.622642e-01 1.320755e-01 3.773585e-02
34076: 2.277778e+00 1.574074e+00 9.814815e-01 1.296296e-01 3.703704e-02
34076: 2.272727e+00 1.563636e+00 1.000000e+00 1.272727e-01 3.636364e-02
34076: 2.250000e+00 1.589286e+00 9.821429e-01 1.428571e-01 3.571429e-02
34076: 2.263158e+00 1.561404e+00 1.000000e+00 1.403509e-01 3.508772e-02
34076: 2.241379e+00 1.568966e+00 1.000000e+00 1.379310e-01 5.172414e-02
34076: 2.237288e+00 1.576271e+00 1.000000e+00 1.355932e-01 5.084746e-02
