Forked 39459
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 39459)
Strategy 0: first ans is 1
Forked 39460
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 39460)
Strategy 1: first ans is 0
Forked 39461
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 39461)
39461: Started!
39461: Number of players: 4, position: 2, number of turns: 1000
39461: Random seed: 2786972069
Strategy 2: first ans is 1
Forked 39462
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 39462)
Strategy 3: first ans is 0
39461: 2.000000e+00 2.000000e+00 0.000000e+00 0.000000e+00
39461: 1.500000e+00 1.500000e+00 1.000000e+00 0.000000e+00
39461: 2.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00
39461: 1.750000e+00 1.500000e+00 7.500000e-01 0.000000e+00
39461: 2.000000e+00 1.400000e+00 6.000000e-01 0.000000e+00
39461: 2.000000e+00 1.500000e+00 5.000000e-01 0.000000e+00
39461: 1.857143e+00 1.428571e+00 7.142857e-01 0.000000e+00
39461: 1.875000e+00 1.500000e+00 6.250000e-01 0.000000e+00
39461: 1.777778e+00 1.555556e+00 6.666667e-01 0.000000e+00
39461: 1.900000e+00 1.500000e+00 6.000000e-01 0.000000e+00
39461: 1.909091e+00 1.545455e+00 5.454545e-01 0.000000e+00
39461: 1.833333e+00 1.500000e+00 6.666667e-01 0.000000e+00
39461: 1.846154e+00 1.461538e+00 6.923077e-01 0.000000e+00
39461: 1.785714e+00 1.500000e+00 7.142857e-01 0.000000e+00
39461: 1.866667e+00 1.466667e+00 6.666667e-01 0.000000e+00
39461: 1.812500e+00 1.562500e+00 6.250000e-01 0.000000e+00
39461: 1.823529e+00 1.529412e+00 6.470588e-01 0.000000e+00
39461: 1.777778e+00 1.611111e+00 6.111111e-01 0.000000e+00
39461: 1.842105e+00 1.526316e+00 6.315789e-01 0.000000e+00
39461: 1.850000e+00 1.550000e+00 6.000000e-01 0.000000e+00
39461: 1.857143e+00 1.523810e+00 6.190476e-01 0.000000e+00
39461: 1.772727e+00 1.636364e+00 5.909091e-01 0.000000e+00
39461: 1.782609e+00 1.565217e+00 6.521739e-01 0.000000e+00
39461: 1.750000e+00 1.583333e+00 6.666667e-01 0.000000e+00
39461: 1.800000e+00 1.520000e+00 6.800000e-01 0.000000e+00
39461: 1.807692e+00 1.538462e+00 6.538462e-01 0.000000e+00
39461: 1.814815e+00 1.518519e+00 6.666667e-01 0.000000e+00
39461: 1.821429e+00 1.535714e+00 6.428571e-01 0.000000e+00
