Forked 40845
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 40845)
40845: Started!
40845: Number of players: 4, position: 0, number of turns: 1000
40845: Random seed: 4094083791
Strategy 0: first ans is 1
Forked 40846
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 40846)
Strategy 1: first ans is 0
Forked 40870
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 40870)
Strategy 2: first ans is 1
Forked 40871
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 40871)
Strategy 3: first ans is 0
40845: 2.000000e+00 2.000000e+00 0.000000e+00 0.000000e+00
40845: 2.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00
40845: 2.000000e+00 1.333333e+00 6.666667e-01 0.000000e+00
40845: 1.750000e+00 1.250000e+00 1.000000e+00 0.000000e+00
40845: 1.800000e+00 1.400000e+00 8.000000e-01 0.000000e+00
40845: 1.833333e+00 1.333333e+00 8.333333e-01 0.000000e+00
40845: 1.714286e+00 1.571429e+00 7.142857e-01 0.000000e+00
40845: 1.875000e+00 1.375000e+00 7.500000e-01 0.000000e+00
40845: 1.777778e+00 1.555556e+00 6.666667e-01 0.000000e+00
40845: 1.900000e+00 1.500000e+00 6.000000e-01 0.000000e+00
40845: 1.818182e+00 1.545455e+00 6.363636e-01 0.000000e+00
40845: 1.916667e+00 1.500000e+00 5.833333e-01 0.000000e+00
40845: 1.923077e+00 1.538462e+00 5.384615e-01 0.000000e+00
40845: 1.928571e+00 1.500000e+00 5.714286e-01 0.000000e+00
40845: 1.866667e+00 1.533333e+00 6.000000e-01 0.000000e+00
40845: 1.875000e+00 1.562500e+00 5.625000e-01 0.000000e+00
40845: 1.823529e+00 1.588235e+00 5.882353e-01 0.000000e+00
40845: 1.833333e+00 1.555556e+00 6.111111e-01 0.000000e+00
40845: 1.789474e+00 1.631579e+00 5.789474e-01 0.000000e+00
40845: 1.800000e+00 1.600000e+00 6.000000e-01 0.000000e+00
40845: 1.761905e+00 1.571429e+00 6.666667e-01 0.000000e+00
40845: 1.772727e+00 1.500000e+00 7.272727e-01 0.000000e+00
40845: 1.739130e+00 1.521739e+00 7.391304e-01 0.000000e+00
40845: 1.791667e+00 1.500000e+00 7.083333e-01 0.000000e+00
40845: 1.760000e+00 1.520000e+00 7.200000e-01 0.000000e+00
40845: 1.769231e+00 1.500000e+00 7.307692e-01 0.000000e+00
40845: 1.777778e+00 1.518519e+00 7.037037e-01 0.000000e+00
40845: 1.750000e+00 1.535714e+00 7.142857e-01 0.000000e+00
40845: 1.758621e+00 1.517241e+00 7.241379e-01 0.000000e+00
40845: 1.766667e+00 1.533333e+00 7.000000e-01 0.000000e+00
40845: 1.774194e+00 1.516129e+00 7.096774e-01 0.000000e+00
40845: 1.750000e+00 1.531250e+00 7.187500e-01 0.000000e+00
40845: 1.757576e+00 1.515152e+00 7.272727e-01 0.000000e+00
40845: 1.735294e+00 1.529412e+00 7.352941e-01 0.000000e+00
40845: 1.742857e+00 1.514286e+00 7.428571e-01 0.000000e+00
40845: 1.750000e+00 1.527778e+00 7.222222e-01 0.000000e+00
40845: 1.756757e+00 1.513514e+00 7.297297e-01 0.000000e+00
40845: 1.736842e+00 1.552632e+00 7.105263e-01 0.000000e+00
40845: 1.743590e+00 1.538462e+00 7.179487e-01 0.000000e+00
40845: 1.725000e+00 1.575000e+00 7.000000e-01 0.000000e+00
40845: 1.731707e+00 1.536585e+00 7.317073e-01 0.000000e+00
40845: 1.714286e+00 1.571429e+00 7.142857e-01 0.000000e+00
40845: 1.720930e+00 1.558140e+00 7.209302e-01 0.000000e+00
40845: 1.727273e+00 1.568182e+00 7.045455e-01 0.000000e+00
40845: 1.711111e+00 1.577778e+00 7.111111e-01 0.000000e+00
40845: 1.739130e+00 1.543478e+00 7.173913e-01 0.000000e+00
40845: 1.723404e+00 1.574468e+00 7.021277e-01 0.000000e+00
40845: 1.729167e+00 1.541667e+00 7.291667e-01 0.000000e+00
40845: 1.714286e+00 1.551020e+00 7.346939e-01 0.000000e+00
40845: 1.720000e+00 1.540000e+00 7.400000e-01 0.000000e+00
40845: 1.705882e+00 1.568627e+00 7.254902e-01 0.000000e+00
40845: 1.730769e+00 1.557692e+00 7.115385e-01 0.000000e+00
40845: 1.716981e+00 1.566038e+00 7.169811e-01 0.000000e+00
40845: 1.740741e+00 1.555556e+00 7.037037e-01 0.000000e+00
40845: 1.727273e+00 1.581818e+00 6.909091e-01 0.000000e+00
40845: 1.732143e+00 1.553571e+00 7.142857e-01 0.000000e+00
40845: 1.736842e+00 1.561404e+00 7.017544e-01 0.000000e+00
40845: 1.741379e+00 1.551724e+00 7.068966e-01 0.000000e+00
40845: 1.728814e+00 1.576271e+00 6.949153e-01 0.000000e+00
40845: 1.733333e+00 1.550000e+00 7.166667e-01 0.000000e+00
40845: 1.721311e+00 1.557377e+00 7.213115e-01 0.000000e+00
40845: 1.741935e+00 1.548387e+00 7.096774e-01 0.000000e+00
40845: 1.730159e+00 1.571429e+00 6.984127e-01 0.000000e+00
40845: 1.750000e+00 1.546875e+00 7.031250e-01 0.000000e+00
40845: 1.753846e+00 1.553846e+00 6.923077e-01 0.000000e+00
40845: 1.757576e+00 1.545455e+00 6.969697e-01 0.000000e+00
40845: 1.746269e+00 1.552239e+00 7.014925e-01 0.000000e+00
40845: 1.764706e+00 1.544118e+00 6.911765e-01 0.000000e+00
40845: 1.768116e+00 1.550725e+00 6.811594e-01 0.000000e+00
40845: 1.757143e+00 1.542857e+00 7.000000e-01 0.000000e+00
