Forked 42658
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 42658)
42658: Started!
42658: Number of players: 3, position: 0, number of turns: 1000
42658: Random seed: 4166277423
Strategy 0: first ans is 0
Forked 42659
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 42659)
Strategy 1: first ans is 0
Forked 42683
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 42683)
Strategy 2: first ans is 2
42658: 2.000000e+00 0.000000e+00 1.000000e+00
42658: 1.500000e+00 1.000000e+00 5.000000e-01
42658: 2.000000e+00 6.666667e-01 3.333333e-01
42658: 1.750000e+00 1.000000e+00 2.500000e-01
42658: 1.600000e+00 1.200000e+00 2.000000e-01
42658: 1.666667e+00 1.166667e+00 1.666667e-01
42658: 1.571429e+00 1.285714e+00 1.428571e-01
42658: 1.500000e+00 1.375000e+00 1.250000e-01
42658: 1.555556e+00 1.333333e+00 1.111111e-01
42658: 1.600000e+00 1.200000e+00 2.000000e-01
42658: 1.636364e+00 1.181818e+00 1.818182e-01
42658: 1.583333e+00 1.250000e+00 1.666667e-01
42658: 1.615385e+00 1.230769e+00 1.538462e-01
42658: 1.571429e+00 1.214286e+00 2.142857e-01
42658: 1.533333e+00 1.200000e+00 2.666667e-01
42658: 1.625000e+00 1.125000e+00 2.500000e-01
42658: 1.647059e+00 1.117647e+00 2.352941e-01
42658: 1.611111e+00 1.111111e+00 2.777778e-01
42658: 1.631579e+00 1.105263e+00 2.631579e-01
42658: 1.600000e+00 1.100000e+00 3.000000e-01
42658: 1.571429e+00 1.095238e+00 3.333333e-01
42658: 1.590909e+00 1.090909e+00 3.181818e-01
42658: 1.565217e+00 1.086957e+00 3.478261e-01
42658: 1.625000e+00 1.041667e+00 3.333333e-01
42658: 1.600000e+00 1.080000e+00 3.200000e-01
42658: 1.576923e+00 1.076923e+00 3.461538e-01
42658: 1.555556e+00 1.111111e+00 3.333333e-01
42658: 1.607143e+00 1.071429e+00 3.214286e-01
42658: 1.586207e+00 1.068966e+00 3.448276e-01
42658: 1.566667e+00 1.100000e+00 3.333333e-01
42658: 1.612903e+00 1.064516e+00 3.225806e-01
42658: 1.625000e+00 1.062500e+00 3.125000e-01
42658: 1.636364e+00 1.060606e+00 3.030303e-01
42658: 1.617647e+00 1.088235e+00 2.941176e-01
42658: 1.600000e+00 1.114286e+00 2.857143e-01
42658: 1.583333e+00 1.138889e+00 2.777778e-01
42658: 1.594595e+00 1.135135e+00 2.702703e-01
42658: 1.578947e+00 1.157895e+00 2.631579e-01
42658: 1.564103e+00 1.179487e+00 2.564103e-01
42658: 1.575000e+00 1.175000e+00 2.500000e-01
42658: 1.560976e+00 1.195122e+00 2.439024e-01
42658: 1.571429e+00 1.190476e+00 2.380952e-01
42658: 1.558140e+00 1.209302e+00 2.325581e-01
42658: 1.590909e+00 1.181818e+00 2.272727e-01
42658: 1.577778e+00 1.177778e+00 2.444444e-01
42658: 1.586957e+00 1.173913e+00 2.391304e-01
