Forked 41636
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 41636)
Strategy 0: first ans is 1
Forked 41637
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 41637)
Strategy 1: first ans is 0
Forked 41638
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41638)
41638: Started!
41638: Number of players: 3, position: 2, number of turns: 1000
41638: Random seed: 1588887017
Strategy 2: first ans is 1
41638: 1.000000e+00 2.000000e+00 0.000000e+00
41638: 2.000000e+00 1.000000e+00 0.000000e+00
41638: 1.333333e+00 1.333333e+00 3.333333e-01
41638: 1.500000e+00 1.250000e+00 2.500000e-01
41638: 1.600000e+00 1.200000e+00 2.000000e-01
41638: 1.333333e+00 1.500000e+00 1.666667e-01
41638: 1.428571e+00 1.285714e+00 2.857143e-01
41638: 1.375000e+00 1.250000e+00 3.750000e-01
41638: 1.444444e+00 1.222222e+00 3.333333e-01
41638: 1.400000e+00 1.200000e+00 4.000000e-01
41638: 1.454545e+00 1.090909e+00 4.545455e-01
41638: 1.416667e+00 1.166667e+00 4.166667e-01
41638: 1.461538e+00 1.076923e+00 4.615385e-01
41638: 1.428571e+00 1.142857e+00 4.285714e-01
41638: 1.466667e+00 1.066667e+00 4.666667e-01
41638: 1.437500e+00 1.125000e+00 4.375000e-01
41638: 1.529412e+00 1.058824e+00 4.117647e-01
41638: 1.500000e+00 1.055556e+00 4.444444e-01
41638: 1.526316e+00 1.000000e+00 4.736842e-01
41638: 1.500000e+00 1.050000e+00 4.500000e-01
41638: 1.523810e+00 1.000000e+00 4.761905e-01
41638: 1.500000e+00 1.000000e+00 5.000000e-01
41638: 1.521739e+00 1.000000e+00 4.782609e-01
41638: 1.500000e+00 1.000000e+00 5.000000e-01
41638: 1.560000e+00 9.600000e-01 4.800000e-01
41638: 1.576923e+00 9.615385e-01 4.615385e-01
41638: 1.518519e+00 1.000000e+00 4.814815e-01
41638: 1.535714e+00 9.642857e-01 5.000000e-01
41638: 1.517241e+00 9.655172e-01 5.172414e-01
41638: 1.533333e+00 9.333333e-01 5.333333e-01
41638: 1.516129e+00 9.354839e-01 5.483871e-01
41638: 1.531250e+00 9.375000e-01 5.312500e-01
41638: 1.515152e+00 9.393939e-01 5.454545e-01
41638: 1.558824e+00 9.117647e-01 5.294118e-01
41638: 1.542857e+00 9.428571e-01 5.142857e-01
41638: 1.555556e+00 9.444444e-01 5.000000e-01
41638: 1.540541e+00 9.459459e-01 5.135135e-01
41638: 1.552632e+00 9.473684e-01 5.000000e-01
41638: 1.538462e+00 9.743590e-01 4.871795e-01
41638: 1.550000e+00 9.500000e-01 5.000000e-01
41638: 1.560976e+00 9.512195e-01 4.878049e-01
41638: 1.571429e+00 9.523810e-01 4.761905e-01
41638: 1.558140e+00 9.767442e-01 4.651163e-01
41638: 1.568182e+00 9.545455e-01 4.772727e-01
41638: 1.577778e+00 9.555556e-01 4.666667e-01
41638: 1.565217e+00 9.782609e-01 4.565217e-01
41638: 1.574468e+00 9.574468e-01 4.680851e-01
41638: 1.541667e+00 9.791667e-01 4.791667e-01
41638: 1.571429e+00 9.591837e-01 4.693878e-01
41638: 1.540000e+00 9.800000e-01 4.800000e-01
41638: 1.549020e+00 9.607843e-01 4.901961e-01
41638: 1.557692e+00 9.615385e-01 4.807692e-01
41638: 1.547170e+00 9.622642e-01 4.905660e-01
41638: 1.555556e+00 9.629630e-01 4.814815e-01
41638: 1.545455e+00 9.636364e-01 4.909091e-01
41638: 1.553571e+00 9.464286e-01 5.000000e-01
41638: 1.561404e+00 9.473684e-01 4.912281e-01
41638: 1.568966e+00 9.482759e-01 4.827586e-01
41638: 1.576271e+00 9.491525e-01 4.745763e-01
41638: 1.566667e+00 9.666667e-01 4.666667e-01
41638: 1.590164e+00 9.508197e-01 4.590164e-01
41638: 1.564516e+00 9.838710e-01 4.516129e-01
41638: 1.571429e+00 9.841270e-01 4.444444e-01
41638: 1.562500e+00 1.000000e+00 4.375000e-01
41638: 1.584615e+00 9.846154e-01 4.307692e-01
41638: 1.560606e+00 1.000000e+00 4.393939e-01
41638: 1.582090e+00 9.850746e-01 4.328358e-01
41638: 1.558824e+00 1.000000e+00 4.411765e-01
41638: 1.565217e+00 1.000000e+00 4.347826e-01
41638: 1.571429e+00 1.000000e+00 4.285714e-01
41638: 1.549296e+00 1.014085e+00 4.366197e-01
41638: 1.569444e+00 1.000000e+00 4.305556e-01
41638: 1.575342e+00 1.000000e+00 4.246575e-01
41638: 1.554054e+00 1.013514e+00 4.324324e-01
41638: 1.560000e+00 1.013333e+00 4.266667e-01
41638: 1.565789e+00 1.013158e+00 4.210526e-01
41638: 1.558442e+00 1.025974e+00 4.155844e-01
41638: 1.564103e+00 1.012821e+00 4.230769e-01
41638: 1.556962e+00 1.012658e+00 4.303797e-01
41638: 1.562500e+00 1.012500e+00 4.250000e-01
41638: 1.555556e+00 1.024691e+00 4.197531e-01
41638: 1.560976e+00 1.012195e+00 4.268293e-01
41638: 1.554217e+00 1.012048e+00 4.337349e-01
41638: 1.559524e+00 1.011905e+00 4.285714e-01
41638: 1.564706e+00 1.011765e+00 4.235294e-01
41638: 1.558140e+00 1.011628e+00 4.302326e-01
41638: 1.563218e+00 1.011494e+00 4.252874e-01
41638: 1.568182e+00 1.011364e+00 4.204545e-01
41638: 1.573034e+00 1.011236e+00 4.157303e-01
41638: 1.555556e+00 1.033333e+00 4.111111e-01
41638: 1.560440e+00 1.021978e+00 4.175824e-01
41638: 1.565217e+00 1.021739e+00 4.130435e-01
41638: 1.559140e+00 1.021505e+00 4.193548e-01
41638: 1.563830e+00 1.021277e+00 4.148936e-01
41638: 1.568421e+00 1.021053e+00 4.105263e-01
41638: 1.562500e+00 1.020833e+00 4.166667e-01
41638: 1.577320e+00 1.010309e+00 4.123711e-01
41638: 1.571429e+00 1.020408e+00 4.081633e-01
41638: 1.575758e+00 1.020202e+00 4.040404e-01
41638: 1.570000e+00 1.030000e+00 4.000000e-01
41638: 1.564356e+00 1.029703e+00 4.059406e-01
41638: 1.568627e+00 1.019608e+00 4.117647e-01
41638: 1.572816e+00 1.019417e+00 4.077670e-01
41638: 1.557692e+00 1.028846e+00 4.134615e-01
41638: 1.561905e+00 1.019048e+00 4.190476e-01
41638: 1.556604e+00 1.018868e+00 4.245283e-01
41638: 1.560748e+00 1.018692e+00 4.205607e-01
41638: 1.555556e+00 1.027778e+00 4.166667e-01
41638: 1.568807e+00 1.018349e+00 4.128440e-01
41638: 1.563636e+00 1.018182e+00 4.181818e-01
41638: 1.567568e+00 1.018018e+00 4.144144e-01
41638: 1.562500e+00 1.017857e+00 4.196429e-01
41638: 1.566372e+00 1.008850e+00 4.247788e-01
41638: 1.561404e+00 1.017544e+00 4.210526e-01
41638: 1.565217e+00 1.008696e+00 4.260870e-01
41638: 1.560345e+00 1.008621e+00 4.310345e-01
41638: 1.572650e+00 1.000000e+00 4.273504e-01
41638: 1.567797e+00 1.008475e+00 4.237288e-01
41638: 1.571429e+00 1.008403e+00 4.201681e-01
41638: 1.558333e+00 1.025000e+00 4.166667e-01
41638: 1.570248e+00 1.016529e+00 4.132231e-01
41638: 1.565574e+00 1.024590e+00 4.098361e-01
41638: 1.569106e+00 1.016260e+00 4.146341e-01
41638: 1.564516e+00 1.016129e+00 4.193548e-01
41638: 1.576000e+00 1.008000e+00 4.160000e-01
41638: 1.571429e+00 1.015873e+00 4.126984e-01
41638: 1.566929e+00 1.023622e+00 4.094488e-01
41638: 1.570312e+00 1.015625e+00 4.140625e-01
41638: 1.558140e+00 1.023256e+00 4.186047e-01
41638: 1.569231e+00 1.015385e+00 4.153846e-01
41638: 1.572519e+00 1.015267e+00 4.122137e-01
41638: 1.568182e+00 1.022727e+00 4.090909e-01
41638: 1.571429e+00 1.015038e+00 4.135338e-01
41638: 1.559701e+00 1.029851e+00 4.104478e-01
41638: 1.562963e+00 1.022222e+00 4.148148e-01
41638: 1.558824e+00 1.022059e+00 4.191176e-01
41638: 1.562044e+00 1.021898e+00 4.160584e-01
41638: 1.557971e+00 1.028986e+00 4.130435e-01
41638: 1.561151e+00 1.021583e+00 4.172662e-01
41638: 1.557143e+00 1.021429e+00 4.214286e-01
41638: 1.560284e+00 1.014184e+00 4.255319e-01
41638: 1.556338e+00 1.014085e+00 4.295775e-01
41638: 1.559441e+00 1.013986e+00 4.265734e-01
41638: 1.555556e+00 1.020833e+00 4.236111e-01
41638: 1.565517e+00 1.013793e+00 4.206897e-01
41638: 1.561644e+00 1.020548e+00 4.178082e-01
41638: 1.571429e+00 1.013605e+00 4.149660e-01
41638: 1.560811e+00 1.020270e+00 4.189189e-01
41638: 1.570470e+00 1.013423e+00 4.161074e-01
41638: 1.560000e+00 1.020000e+00 4.200000e-01
41638: 1.569536e+00 1.013245e+00 4.172185e-01
41638: 1.572368e+00 1.013158e+00 4.144737e-01
41638: 1.568627e+00 1.019608e+00 4.117647e-01
41638: 1.571429e+00 1.012987e+00 4.155844e-01
41638: 1.561290e+00 1.019355e+00 4.193548e-01
41638: 1.564103e+00 1.012821e+00 4.230769e-01
41638: 1.560510e+00 1.019108e+00 4.203822e-01
41638: 1.569620e+00 1.012658e+00 4.177215e-01
41638: 1.566038e+00 1.018868e+00 4.150943e-01
41638: 1.575000e+00 1.012500e+00 4.125000e-01
41638: 1.571429e+00 1.018634e+00 4.099379e-01
41638: 1.574074e+00 1.018519e+00 4.074074e-01
41638: 1.564417e+00 1.030675e+00 4.049080e-01
41638: 1.567073e+00 1.024390e+00 4.085366e-01
41638: 1.569697e+00 1.024242e+00 4.060606e-01
41638: 1.566265e+00 1.024096e+00 4.096386e-01
41638: 1.574850e+00 1.017964e+00 4.071856e-01
41638: 1.565476e+00 1.023810e+00 4.107143e-01
41638: 1.573964e+00 1.017751e+00 4.082840e-01
41638: 1.570588e+00 1.023529e+00 4.058824e-01
41638: 1.573099e+00 1.023392e+00 4.035088e-01
41638: 1.569767e+00 1.029070e+00 4.011628e-01
41638: 1.578035e+00 1.023121e+00 3.988439e-01
41638: 1.574713e+00 1.028736e+00 3.965517e-01
41638: 1.577143e+00 1.028571e+00 3.942857e-01
41638: 1.568182e+00 1.039773e+00 3.920455e-01
41638: 1.570621e+00 1.039548e+00 3.898305e-01
41638: 1.561798e+00 1.050562e+00 3.876404e-01
41638: 1.564246e+00 1.044693e+00 3.910615e-01
41638: 1.566667e+00 1.044444e+00 3.888889e-01
41638: 1.569061e+00 1.044199e+00 3.867403e-01
41638: 1.571429e+00 1.043956e+00 3.846154e-01
41638: 1.562842e+00 1.049180e+00 3.879781e-01
41638: 1.565217e+00 1.043478e+00 3.913043e-01
41638: 1.562162e+00 1.043243e+00 3.945946e-01
41638: 1.564516e+00 1.037634e+00 3.978495e-01
41638: 1.561497e+00 1.042781e+00 3.957219e-01
41638: 1.563830e+00 1.042553e+00 3.936170e-01
41638: 1.560847e+00 1.042328e+00 3.968254e-01
41638: 1.563158e+00 1.036842e+00 4.000000e-01
41638: 1.565445e+00 1.036649e+00 3.979058e-01
41638: 1.567708e+00 1.036458e+00 3.958333e-01
41638: 1.564767e+00 1.041451e+00 3.937824e-01
