Forked 43345
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43345)
43345: Started!
43345: Number of players: 3, position: 0, number of turns: 1000
43345: Random seed: 2379054354
Strategy 0: first ans is 0
Forked 43346
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 43346)
Strategy 1: first ans is 0
Forked 43347
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 43347)
Strategy 2: first ans is 0
43345: 3.000000e+00 0.000000e+00 0.000000e+00
43345: 2.000000e+00 5.000000e-01 5.000000e-01
43345: 1.666667e+00 6.666667e-01 6.666667e-01
43345: 1.750000e+00 7.500000e-01 5.000000e-01
43345: 1.600000e+00 1.000000e+00 4.000000e-01
43345: 1.500000e+00 1.000000e+00 5.000000e-01
43345: 1.571429e+00 1.000000e+00 4.285714e-01
43345: 1.500000e+00 1.000000e+00 5.000000e-01
43345: 1.555556e+00 1.000000e+00 4.444444e-01
43345: 1.600000e+00 9.000000e-01 5.000000e-01
43345: 1.545455e+00 9.090909e-01 5.454545e-01
43345: 1.583333e+00 9.166667e-01 5.000000e-01
43345: 1.538462e+00 9.230769e-01 5.384615e-01
43345: 1.571429e+00 9.285714e-01 5.000000e-01
43345: 1.533333e+00 9.333333e-01 5.333333e-01
43345: 1.562500e+00 8.750000e-01 5.625000e-01
43345: 1.588235e+00 8.235294e-01 5.882353e-01
43345: 1.555556e+00 8.333333e-01 6.111111e-01
43345: 1.578947e+00 8.421053e-01 5.789474e-01
43345: 1.550000e+00 9.000000e-01 5.500000e-01
43345: 1.571429e+00 9.047619e-01 5.238095e-01
43345: 1.590909e+00 9.090909e-01 5.000000e-01
43345: 1.608696e+00 9.130435e-01 4.782609e-01
43345: 1.625000e+00 9.166667e-01 4.583333e-01
43345: 1.640000e+00 9.200000e-01 4.400000e-01
43345: 1.653846e+00 9.230769e-01 4.230769e-01
43345: 1.629630e+00 9.629630e-01 4.074074e-01
43345: 1.642857e+00 9.642857e-01 3.928571e-01
43345: 1.620690e+00 9.655172e-01 4.137931e-01
43345: 1.600000e+00 9.666667e-01 4.333333e-01
43345: 1.612903e+00 9.677419e-01 4.193548e-01
43345: 1.625000e+00 9.687500e-01 4.062500e-01
43345: 1.636364e+00 9.696970e-01 3.939394e-01
43345: 1.647059e+00 9.705882e-01 3.823529e-01
43345: 1.657143e+00 9.714286e-01 3.714286e-01
43345: 1.666667e+00 9.722222e-01 3.611111e-01
43345: 1.648649e+00 1.000000e+00 3.513514e-01
43345: 1.657895e+00 1.000000e+00 3.421053e-01
43345: 1.666667e+00 1.000000e+00 3.333333e-01
43345: 1.650000e+00 1.025000e+00 3.250000e-01
43345: 1.658537e+00 1.024390e+00 3.170732e-01
43345: 1.666667e+00 1.023810e+00 3.095238e-01
43345: 1.651163e+00 1.046512e+00 3.023256e-01
43345: 1.659091e+00 1.045455e+00 2.954545e-01
43345: 1.644444e+00 1.044444e+00 3.111111e-01
43345: 1.652174e+00 1.043478e+00 3.043478e-01
43345: 1.659574e+00 1.042553e+00 2.978723e-01
43345: 1.625000e+00 1.062500e+00 3.125000e-01
43345: 1.612245e+00 1.081633e+00 3.061224e-01
43345: 1.620000e+00 1.080000e+00 3.000000e-01
43345: 1.607843e+00 1.078431e+00 3.137255e-01
43345: 1.596154e+00 1.096154e+00 3.076923e-01
43345: 1.566038e+00 1.132075e+00 3.018868e-01
43345: 1.592593e+00 1.111111e+00 2.962963e-01
43345: 1.581818e+00 1.109091e+00 3.090909e-01
43345: 1.589286e+00 1.107143e+00 3.035714e-01
43345: 1.596491e+00 1.105263e+00 2.982456e-01
43345: 1.603448e+00 1.103448e+00 2.931034e-01
43345: 1.593220e+00 1.101695e+00 3.050847e-01
