Forked 41964
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41964)
41964: Started!
41964: Number of players: 3, position: 0, number of turns: 1000
41964: Random seed: 2939543778
Strategy 0: first ans is 0
Forked 41965
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 41965)
Strategy 1: first ans is 0
Forked 41966
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 41966)
Strategy 2: first ans is 0
41964: 3.000000e+00 0.000000e+00 0.000000e+00
41964: 2.500000e+00 5.000000e-01 0.000000e+00
41964: 2.000000e+00 1.000000e+00 0.000000e+00
41964: 1.500000e+00 1.250000e+00 2.500000e-01
41964: 1.400000e+00 1.200000e+00 4.000000e-01
41964: 1.333333e+00 1.166667e+00 5.000000e-01
41964: 1.285714e+00 1.285714e+00 4.285714e-01
41964: 1.375000e+00 1.250000e+00 3.750000e-01
41964: 1.444444e+00 1.111111e+00 4.444444e-01
41964: 1.400000e+00 1.000000e+00 6.000000e-01
41964: 1.545455e+00 9.090909e-01 5.454545e-01
41964: 1.583333e+00 8.333333e-01 5.833333e-01
41964: 1.538462e+00 8.461538e-01 6.153846e-01
41964: 1.500000e+00 7.857143e-01 7.142857e-01
41964: 1.466667e+00 8.000000e-01 7.333333e-01
41964: 1.500000e+00 8.125000e-01 6.875000e-01
41964: 1.470588e+00 7.647059e-01 7.647059e-01
41964: 1.500000e+00 7.777778e-01 7.222222e-01
41964: 1.473684e+00 7.894737e-01 7.368421e-01
41964: 1.450000e+00 8.000000e-01 7.500000e-01
41964: 1.476190e+00 8.095238e-01 7.142857e-01
41964: 1.454545e+00 8.636364e-01 6.818182e-01
41964: 1.434783e+00 8.695652e-01 6.956522e-01
41964: 1.416667e+00 8.750000e-01 7.083333e-01
41964: 1.440000e+00 8.400000e-01 7.200000e-01
41964: 1.461538e+00 8.461538e-01 6.923077e-01
41964: 1.444444e+00 8.518519e-01 7.037037e-01
41964: 1.428571e+00 8.571429e-01 7.142857e-01
41964: 1.482759e+00 8.275862e-01 6.896552e-01
41964: 1.500000e+00 8.333333e-01 6.666667e-01
41964: 1.483871e+00 8.064516e-01 7.096774e-01
41964: 1.500000e+00 7.812500e-01 7.187500e-01
41964: 1.484848e+00 7.575758e-01 7.575758e-01
41964: 1.470588e+00 7.352941e-01 7.941176e-01
41964: 1.457143e+00 7.714286e-01 7.714286e-01
41964: 1.444444e+00 7.500000e-01 8.055556e-01
41964: 1.459459e+00 7.297297e-01 8.108108e-01
41964: 1.473684e+00 7.368421e-01 7.894737e-01
41964: 1.487179e+00 7.435897e-01 7.692308e-01
41964: 1.500000e+00 7.500000e-01 7.500000e-01
41964: 1.512195e+00 7.560976e-01 7.317073e-01
41964: 1.500000e+00 7.380952e-01 7.619048e-01
41964: 1.488372e+00 7.441860e-01 7.674419e-01
41964: 1.500000e+00 7.272727e-01 7.727273e-01
41964: 1.488889e+00 7.333333e-01 7.777778e-01
41964: 1.478261e+00 7.391304e-01 7.826087e-01
41964: 1.489362e+00 7.446809e-01 7.659574e-01
41964: 1.500000e+00 7.291667e-01 7.708333e-01
41964: 1.510204e+00 7.346939e-01 7.551020e-01
41964: 1.540000e+00 7.200000e-01 7.400000e-01
41964: 1.529412e+00 7.450980e-01 7.254902e-01
41964: 1.538462e+00 7.500000e-01 7.115385e-01
41964: 1.528302e+00 7.547170e-01 7.169811e-01
41964: 1.537037e+00 7.592593e-01 7.037037e-01
41964: 1.563636e+00 7.454545e-01 6.909091e-01
41964: 1.571429e+00 7.321429e-01 6.964286e-01
41964: 1.561404e+00 7.368421e-01 7.017544e-01
41964: 1.568966e+00 7.241379e-01 7.068966e-01
41964: 1.576271e+00 7.118644e-01 7.118644e-01
41964: 1.566667e+00 7.333333e-01 7.000000e-01
41964: 1.557377e+00 7.377049e-01 7.049180e-01
41964: 1.548387e+00 7.419355e-01 7.096774e-01
41964: 1.555556e+00 7.301587e-01 7.142857e-01
