Forked 43804
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43804)
43804: Started!
43804: Number of players: 3, position: 0, number of turns: 1000
43804: Random seed: 736154340
Strategy 0: first ans is 1
Forked 43805
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 43805)
Strategy 1: first ans is 1
Forked 43806
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 43806)
Strategy 2: first ans is 0
43804: 1.000000e+00 2.000000e+00 0.000000e+00
43804: 1.500000e+00 1.000000e+00 5.000000e-01
43804: 1.333333e+00 1.333333e+00 3.333333e-01
43804: 1.500000e+00 1.250000e+00 2.500000e-01
43804: 1.400000e+00 1.200000e+00 4.000000e-01
43804: 1.500000e+00 1.166667e+00 3.333333e-01
43804: 1.571429e+00 1.142857e+00 2.857143e-01
43804: 1.375000e+00 1.250000e+00 3.750000e-01
43804: 1.555556e+00 1.111111e+00 3.333333e-01
43804: 1.500000e+00 1.100000e+00 4.000000e-01
43804: 1.545455e+00 1.000000e+00 4.545455e-01
43804: 1.583333e+00 1.000000e+00 4.166667e-01
43804: 1.538462e+00 1.076923e+00 3.846154e-01
43804: 1.642857e+00 1.000000e+00 3.571429e-01
43804: 1.533333e+00 1.133333e+00 3.333333e-01
43804: 1.562500e+00 1.062500e+00 3.750000e-01
43804: 1.588235e+00 1.058824e+00 3.529412e-01
43804: 1.500000e+00 1.111111e+00 3.888889e-01
43804: 1.526316e+00 1.105263e+00 3.684211e-01
43804: 1.550000e+00 1.100000e+00 3.500000e-01
43804: 1.571429e+00 1.095238e+00 3.333333e-01
43804: 1.500000e+00 1.181818e+00 3.181818e-01
43804: 1.565217e+00 1.130435e+00 3.043478e-01
43804: 1.541667e+00 1.166667e+00 2.916667e-01
43804: 1.600000e+00 1.120000e+00 2.800000e-01
43804: 1.538462e+00 1.153846e+00 3.076923e-01
43804: 1.592593e+00 1.111111e+00 2.962963e-01
43804: 1.571429e+00 1.142857e+00 2.857143e-01
43804: 1.586207e+00 1.137931e+00 2.758621e-01
43804: 1.566667e+00 1.166667e+00 2.666667e-01
43804: 1.580645e+00 1.129032e+00 2.903226e-01
43804: 1.562500e+00 1.156250e+00 2.812500e-01
43804: 1.606061e+00 1.121212e+00 2.727273e-01
43804: 1.558824e+00 1.176471e+00 2.647059e-01
43804: 1.571429e+00 1.142857e+00 2.857143e-01
43804: 1.527778e+00 1.166667e+00 3.055556e-01
43804: 1.540541e+00 1.135135e+00 3.243243e-01
43804: 1.526316e+00 1.131579e+00 3.421053e-01
43804: 1.564103e+00 1.102564e+00 3.333333e-01
43804: 1.575000e+00 1.100000e+00 3.250000e-01
43804: 1.560976e+00 1.121951e+00 3.170732e-01
43804: 1.595238e+00 1.095238e+00 3.095238e-01
43804: 1.581395e+00 1.116279e+00 3.023256e-01
43804: 1.568182e+00 1.113636e+00 3.181818e-01
43804: 1.577778e+00 1.111111e+00 3.111111e-01
43804: 1.565217e+00 1.130435e+00 3.043478e-01
43804: 1.574468e+00 1.106383e+00 3.191489e-01
43804: 1.541667e+00 1.125000e+00 3.333333e-01
43804: 1.551020e+00 1.122449e+00 3.265306e-01
43804: 1.540000e+00 1.120000e+00 3.400000e-01
43804: 1.568627e+00 1.098039e+00 3.333333e-01
43804: 1.576923e+00 1.096154e+00 3.269231e-01
43804: 1.566038e+00 1.113208e+00 3.207547e-01
43804: 1.592593e+00 1.092593e+00 3.148148e-01
43804: 1.581818e+00 1.109091e+00 3.090909e-01
43804: 1.571429e+00 1.107143e+00 3.214286e-01
43804: 1.561404e+00 1.105263e+00 3.333333e-01
43804: 1.568966e+00 1.086207e+00 3.448276e-01
43804: 1.559322e+00 1.101695e+00 3.389831e-01
43804: 1.566667e+00 1.083333e+00 3.500000e-01
43804: 1.557377e+00 1.098361e+00 3.442623e-01
43804: 1.564516e+00 1.080645e+00 3.548387e-01
43804: 1.571429e+00 1.079365e+00 3.492063e-01
43804: 1.562500e+00 1.093750e+00 3.437500e-01
