Forked 41640
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 41640)
Strategy 0: first ans is 0
Forked 41641
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41641)
41641: Started!
41641: Number of players: 3, position: 1, number of turns: 1000
41641: Random seed: 766152531
Strategy 1: first ans is 0
Forked 41642
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 41642)
Strategy 2: first ans is 0
41641: 3.000000e+00 0.000000e+00 0.000000e+00
41641: 2.000000e+00 5.000000e-01 5.000000e-01
41641: 1.333333e+00 6.666667e-01 1.000000e+00
41641: 1.500000e+00 7.500000e-01 7.500000e-01
41641: 1.600000e+00 8.000000e-01 6.000000e-01
41641: 1.500000e+00 8.333333e-01 6.666667e-01
41641: 1.571429e+00 8.571429e-01 5.714286e-01
41641: 1.500000e+00 8.750000e-01 6.250000e-01
41641: 1.555556e+00 7.777778e-01 6.666667e-01
41641: 1.700000e+00 7.000000e-01 6.000000e-01
41641: 1.636364e+00 7.272727e-01 6.363636e-01
41641: 1.500000e+00 8.333333e-01 6.666667e-01
41641: 1.538462e+00 7.692308e-01 6.923077e-01
41641: 1.500000e+00 7.142857e-01 7.857143e-01
41641: 1.600000e+00 6.666667e-01 7.333333e-01
41641: 1.562500e+00 7.500000e-01 6.875000e-01
41641: 1.588235e+00 7.058824e-01 7.058824e-01
41641: 1.500000e+00 7.777778e-01 7.222222e-01
41641: 1.473684e+00 7.894737e-01 7.368421e-01
41641: 1.500000e+00 7.500000e-01 7.500000e-01
41641: 1.476190e+00 7.142857e-01 8.095238e-01
41641: 1.454545e+00 6.818182e-01 8.636364e-01
41641: 1.521739e+00 6.521739e-01 8.260870e-01
41641: 1.541667e+00 6.666667e-01 7.916667e-01
41641: 1.520000e+00 6.400000e-01 8.400000e-01
41641: 1.576923e+00 6.153846e-01 8.076923e-01
41641: 1.518519e+00 6.666667e-01 8.148148e-01
41641: 1.535714e+00 6.428571e-01 8.214286e-01
41641: 1.517241e+00 6.896552e-01 7.931034e-01
41641: 1.500000e+00 6.666667e-01 8.333333e-01
41641: 1.516129e+00 6.451613e-01 8.387097e-01
41641: 1.531250e+00 6.562500e-01 8.125000e-01
41641: 1.545455e+00 6.666667e-01 7.878788e-01
41641: 1.529412e+00 6.764706e-01 7.941176e-01
41641: 1.514286e+00 7.142857e-01 7.714286e-01
41641: 1.527778e+00 6.944444e-01 7.777778e-01
41641: 1.540541e+00 7.027027e-01 7.567568e-01
41641: 1.578947e+00 6.842105e-01 7.368421e-01
41641: 1.538462e+00 7.179487e-01 7.435897e-01
41641: 1.550000e+00 7.000000e-01 7.500000e-01
41641: 1.536585e+00 6.829268e-01 7.804878e-01
41641: 1.547619e+00 6.666667e-01 7.857143e-01
41641: 1.558140e+00 6.511628e-01 7.906977e-01
41641: 1.568182e+00 6.590909e-01 7.727273e-01
41641: 1.577778e+00 6.444444e-01 7.777778e-01
41641: 1.565217e+00 6.521739e-01 7.826087e-01
41641: 1.574468e+00 6.382979e-01 7.872340e-01
41641: 1.562500e+00 6.458333e-01 7.916667e-01
41641: 1.551020e+00 6.326531e-01 8.163265e-01
41641: 1.560000e+00 6.400000e-01 8.000000e-01
41641: 1.588235e+00 6.274510e-01 7.843137e-01
41641: 1.557692e+00 6.538462e-01 7.884615e-01
41641: 1.584906e+00 6.415094e-01 7.735849e-01
41641: 1.592593e+00 6.481481e-01 7.592593e-01
41641: 1.600000e+00 6.545455e-01 7.454545e-01
41641: 1.589286e+00 6.785714e-01 7.321429e-01
41641: 1.578947e+00 7.017544e-01 7.192982e-01
41641: 1.551724e+00 7.241379e-01 7.241379e-01
41641: 1.559322e+00 7.118644e-01 7.288136e-01
41641: 1.583333e+00 7.000000e-01 7.166667e-01
41641: 1.557377e+00 7.213115e-01 7.213115e-01
41641: 1.564516e+00 7.096774e-01 7.258065e-01
41641: 1.571429e+00 7.142857e-01 7.142857e-01
41641: 1.562500e+00 7.343750e-01 7.031250e-01
41641: 1.553846e+00 7.230769e-01 7.230769e-01
41641: 1.545455e+00 7.272727e-01 7.272727e-01
41641: 1.537313e+00 7.313433e-01 7.313433e-01
41641: 1.558824e+00 7.205882e-01 7.205882e-01
41641: 1.565217e+00 7.246377e-01 7.101449e-01
41641: 1.571429e+00 7.142857e-01 7.142857e-01
