Forked 39808
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 39808)
Strategy 0: first ans is 0
Forked 39832
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 39832)
Strategy 1: first ans is 1
Forked 39856
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 39856)
Strategy 2: first ans is 0
Forked 39857
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 39857)
39857: Started!
39857: Number of players: 4, position: 3, number of turns: 1000
39857: Random seed: 2638966711
Strategy 3: first ans is 1
39857: 2.000000e+00 2.000000e+00 0.000000e+00 0.000000e+00
39857: 2.000000e+00 1.500000e+00 5.000000e-01 0.000000e+00
39857: 2.000000e+00 1.666667e+00 3.333333e-01 0.000000e+00
39857: 2.250000e+00 1.250000e+00 5.000000e-01 0.000000e+00
39857: 2.200000e+00 1.200000e+00 6.000000e-01 0.000000e+00
39857: 2.166667e+00 1.166667e+00 5.000000e-01 1.666667e-01
39857: 2.142857e+00 1.142857e+00 5.714286e-01 1.428571e-01
39857: 2.250000e+00 1.125000e+00 5.000000e-01 1.250000e-01
39857: 2.333333e+00 1.111111e+00 4.444444e-01 1.111111e-01
39857: 2.300000e+00 1.200000e+00 4.000000e-01 1.000000e-01
39857: 2.363636e+00 1.181818e+00 3.636364e-01 9.090909e-02
39857: 2.333333e+00 1.166667e+00 4.166667e-01 8.333333e-02
39857: 2.307692e+00 1.230769e+00 3.846154e-01 7.692308e-02
39857: 2.357143e+00 1.214286e+00 3.571429e-01 7.142857e-02
39857: 2.333333e+00 1.266667e+00 3.333333e-01 6.666667e-02
39857: 2.375000e+00 1.250000e+00 3.125000e-01 6.250000e-02
39857: 2.352941e+00 1.235294e+00 2.941176e-01 1.176471e-01
39857: 2.333333e+00 1.277778e+00 2.777778e-01 1.111111e-01
39857: 2.315789e+00 1.263158e+00 3.157895e-01 1.052632e-01
39857: 2.350000e+00 1.250000e+00 3.000000e-01 1.000000e-01
39857: 2.380952e+00 1.238095e+00 2.857143e-01 9.523810e-02
39857: 2.363636e+00 1.227273e+00 2.727273e-01 1.363636e-01
39857: 2.347826e+00 1.260870e+00 2.608696e-01 1.304348e-01
39857: 2.333333e+00 1.291667e+00 2.500000e-01 1.250000e-01
39857: 2.320000e+00 1.320000e+00 2.400000e-01 1.200000e-01
39857: 2.307692e+00 1.307692e+00 2.692308e-01 1.153846e-01
39857: 2.296296e+00 1.333333e+00 2.592593e-01 1.111111e-01
39857: 2.285714e+00 1.321429e+00 2.500000e-01 1.428571e-01
39857: 2.310345e+00 1.310345e+00 2.413793e-01 1.379310e-01
39857: 2.333333e+00 1.300000e+00 2.333333e-01 1.333333e-01
39857: 2.354839e+00 1.290323e+00 2.258065e-01 1.290323e-01
