Forked 29948
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 29948)
Strategy 0: first ans is 0
Forked 29949
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 29949)
Strategy 1: first ans is 0
Forked 29973
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 29973)
Strategy 2: first ans is 0
Forked 29974
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 29974)
29974: Started!
29974: Number of players: 6, position: 3, number of turns: 1000
29974: Random seed: 20996773
Strategy 3: first ans is 1
Forked 29975
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 29975)
Strategy 4: first ans is 1
Forked 29999
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 29999)
Strategy 5: first ans is 1
29974: 2.526316e+00 1.526316e+00 1.263158e+00 4.210526e-01 1.578947e-01 1.052632e-01
29974: 2.500000e+00 1.600000e+00 1.250000e+00 4.000000e-01 1.500000e-01 1.000000e-01
29974: 2.476190e+00 1.619048e+00 1.285714e+00 3.809524e-01 1.428571e-01 9.523810e-02
29974: 2.500000e+00 1.545455e+00 1.318182e+00 4.090909e-01 1.363636e-01 9.090909e-02
29974: 2.521739e+00 1.565217e+00 1.260870e+00 3.913043e-01 1.739130e-01 8.695652e-02
29974: 2.541667e+00 1.541667e+00 1.250000e+00 4.166667e-01 1.666667e-01 8.333333e-02
29974: 2.520000e+00 1.560000e+00 1.280000e+00 4.000000e-01 1.600000e-01 8.000000e-02
29974: 2.538462e+00 1.538462e+00 1.269231e+00 4.230769e-01 1.538462e-01 7.692308e-02
29974: 2.518519e+00 1.592593e+00 1.222222e+00 4.074074e-01 1.851852e-01 7.407407e-02
29974: 2.571429e+00 1.535714e+00 1.250000e+00 3.928571e-01 1.785714e-01 7.142857e-02
29974: 2.551724e+00 1.551724e+00 1.241379e+00 3.793103e-01 1.724138e-01 1.034483e-01
29974: 2.600000e+00 1.533333e+00 1.233333e+00 3.666667e-01 1.666667e-01 1.000000e-01
29974: 2.580645e+00 1.580645e+00 1.193548e+00 3.870968e-01 1.612903e-01 9.677419e-02
29974: 2.593750e+00 1.531250e+00 1.218750e+00 3.750000e-01 1.875000e-01 9.375000e-02
29974: 2.606061e+00 1.545455e+00 1.212121e+00 3.636364e-01 1.818182e-01 9.090909e-02
29974: 2.588235e+00 1.529412e+00 1.235294e+00 3.823529e-01 1.764706e-01 8.823529e-02
29974: 2.628571e+00 1.542857e+00 1.200000e+00 3.714286e-01 1.714286e-01 8.571429e-02
29974: 2.638889e+00 1.527778e+00 1.194444e+00 3.888889e-01 1.666667e-01 8.333333e-02
29974: 2.675676e+00 1.540541e+00 1.162162e+00 3.783784e-01 1.621622e-01 8.108108e-02
29974: 2.631579e+00 1.526316e+00 1.210526e+00 3.947368e-01 1.578947e-01 7.894737e-02
29974: 2.615385e+00 1.512821e+00 1.230769e+00 4.102564e-01 1.538462e-01 7.692308e-02
29974: 2.600000e+00 1.550000e+00 1.225000e+00 4.000000e-01 1.500000e-01 7.500000e-02
29974: 2.585366e+00 1.536585e+00 1.243902e+00 4.146341e-01 1.463415e-01 7.317073e-02
29974: 2.547619e+00 1.547619e+00 1.261905e+00 4.285714e-01 1.428571e-01 7.142857e-02
29974: 2.534884e+00 1.581395e+00 1.255814e+00 4.186047e-01 1.395349e-01 6.976744e-02
29974: 2.500000e+00 1.568182e+00 1.295455e+00 4.318182e-01 1.363636e-01 6.818182e-02
29974: 2.511111e+00 1.577778e+00 1.288889e+00 4.222222e-01 1.333333e-01 6.666667e-02
29974: 2.478261e+00 1.565217e+00 1.326087e+00 4.347826e-01 1.304348e-01 6.521739e-02
29974: 2.489362e+00 1.553191e+00 1.319149e+00 4.468085e-01 1.276596e-01 6.382979e-02
29974: 2.479167e+00 1.604167e+00 1.291667e+00 4.375000e-01 1.250000e-01 6.250000e-02
29974: 2.448980e+00 1.571429e+00 1.346939e+00 4.285714e-01 1.224490e-01 8.163265e-02
29974: 2.440000e+00 1.580000e+00 1.360000e+00 4.200000e-01 1.200000e-01 8.000000e-02
29974: 2.411765e+00 1.568627e+00 1.392157e+00 4.313725e-01 1.176471e-01 7.843137e-02
29974: 2.403846e+00 1.576923e+00 1.384615e+00 4.423077e-01 1.153846e-01 7.692308e-02
29974: 2.396226e+00 1.584906e+00 1.396226e+00 4.339623e-01 1.132075e-01 7.547170e-02
29974: 2.370370e+00 1.574074e+00 1.388889e+00 4.629630e-01 1.296296e-01 7.407407e-02
29974: 2.381818e+00 1.545455e+00 1.400000e+00 4.727273e-01 1.272727e-01 7.272727e-02
29974: 2.357143e+00 1.589286e+00 1.392857e+00 4.642857e-01 1.250000e-01 7.142857e-02
29974: 2.350877e+00 1.596491e+00 1.403509e+00 4.561404e-01 1.228070e-01 7.017544e-02
29974: 2.344828e+00 1.586207e+00 1.396552e+00 4.655172e-01 1.379310e-01 6.896552e-02
29974: 2.338983e+00 1.593220e+00 1.406780e+00 4.576271e-01 1.355932e-01 6.779661e-02
29974: 2.316667e+00 1.583333e+00 1.433333e+00 4.666667e-01 1.333333e-01 6.666667e-02
29974: 2.311475e+00 1.573770e+00 1.442623e+00 4.754098e-01 1.311475e-01 6.557377e-02
29974: 2.306452e+00 1.580645e+00 1.451613e+00 4.677419e-01 1.290323e-01 6.451613e-02
29974: 2.285714e+00 1.587302e+00 1.460317e+00 4.761905e-01 1.269841e-01 6.349206e-02
29974: 2.281250e+00 1.578125e+00 1.484375e+00 4.687500e-01 1.250000e-01 6.250000e-02
29974: 2.276923e+00 1.569231e+00 1.492308e+00 4.769231e-01 1.230769e-01 6.153846e-02
29974: 2.287879e+00 1.590909e+00 1.469697e+00 4.696970e-01 1.212121e-01 6.060606e-02
29974: 2.283582e+00 1.582090e+00 1.477612e+00 4.776119e-01 1.194030e-01 5.970149e-02
29974: 2.279412e+00 1.588235e+00 1.470588e+00 4.852941e-01 1.176471e-01 5.882353e-02
29974: 2.260870e+00 1.579710e+00 1.492754e+00 4.927536e-01 1.159420e-01 5.797101e-02
29974: 2.271429e+00 1.557143e+00 1.514286e+00 4.857143e-01 1.142857e-01 5.714286e-02
29974: 2.281690e+00 1.577465e+00 1.492958e+00 4.788732e-01 1.126761e-01 5.633803e-02
29974: 2.291667e+00 1.555556e+00 1.513889e+00 4.722222e-01 1.111111e-01 5.555556e-02
29974: 2.301370e+00 1.561644e+00 1.506849e+00 4.657534e-01 1.095890e-01 5.479452e-02
29974: 2.283784e+00 1.554054e+00 1.527027e+00 4.729730e-01 1.081081e-01 5.405405e-02
29974: 2.293333e+00 1.560000e+00 1.520000e+00 4.666667e-01 1.066667e-01 5.333333e-02
29974: 2.289474e+00 1.565789e+00 1.526316e+00 4.605263e-01 1.052632e-01 5.263158e-02
29974: 2.272727e+00 1.571429e+00 1.519481e+00 4.805195e-01 1.038961e-01 5.194805e-02
29974: 2.269231e+00 1.589744e+00 1.512821e+00 4.743590e-01 1.025641e-01 5.128205e-02
29974: 2.265823e+00 1.569620e+00 1.531646e+00 4.810127e-01 1.012658e-01 5.063291e-02
29974: 2.262500e+00 1.587500e+00 1.525000e+00 4.750000e-01 1.000000e-01 5.000000e-02
29974: 2.259259e+00 1.580247e+00 1.543210e+00 4.691358e-01 9.876543e-02 4.938272e-02
29974: 2.256098e+00 1.573171e+00 1.548780e+00 4.756098e-01 9.756098e-02 4.878049e-02
29974: 2.240964e+00 1.578313e+00 1.554217e+00 4.819277e-01 9.638554e-02 4.819277e-02
29974: 2.238095e+00 1.583333e+00 1.559524e+00 4.761905e-01 9.523810e-02 4.761905e-02
29974: 2.223529e+00 1.576471e+00 1.552941e+00 5.058824e-01 9.411765e-02 4.705882e-02
29974: 2.220930e+00 1.593023e+00 1.546512e+00 5.000000e-01 9.302326e-02 4.651163e-02
29974: 2.206897e+00 1.597701e+00 1.551724e+00 5.057471e-01 9.195402e-02 4.597701e-02
29974: 2.204545e+00 1.590909e+00 1.568182e+00 5.000000e-01 9.090909e-02 4.545455e-02
29974: 2.191011e+00 1.606742e+00 1.573034e+00 4.943820e-01 8.988764e-02 4.494382e-02
29974: 2.200000e+00 1.600000e+00 1.555556e+00 5.111111e-01 8.888889e-02 4.444444e-02
29974: 2.186813e+00 1.604396e+00 1.560440e+00 5.164835e-01 8.791209e-02 4.395604e-02
29974: 2.184783e+00 1.586957e+00 1.586957e+00 5.108696e-01 8.695652e-02 4.347826e-02
29974: 2.172043e+00 1.591398e+00 1.591398e+00 5.161290e-01 8.602151e-02 4.301075e-02
29974: 2.170213e+00 1.585106e+00 1.595745e+00 5.212766e-01 8.510638e-02 4.255319e-02
29974: 2.157895e+00 1.578947e+00 1.600000e+00 5.263158e-01 9.473684e-02 4.210526e-02
29974: 2.166667e+00 1.572917e+00 1.593750e+00 5.312500e-01 9.375000e-02 4.166667e-02
29974: 2.164948e+00 1.577320e+00 1.587629e+00 5.360825e-01 9.278351e-02 4.123711e-02
29974: 2.153061e+00 1.581633e+00 1.591837e+00 5.408163e-01 9.183673e-02 4.081633e-02
29974: 2.151515e+00 1.585859e+00 1.585859e+00 5.454545e-01 9.090909e-02 4.040404e-02
29974: 2.140000e+00 1.580000e+00 1.590000e+00 5.500000e-01 1.000000e-01 4.000000e-02
29974: 2.138614e+00 1.574257e+00 1.594059e+00 5.544554e-01 9.900990e-02 3.960396e-02
29974: 2.137255e+00 1.578431e+00 1.588235e+00 5.588235e-01 9.803922e-02 3.921569e-02
29974: 2.126214e+00 1.582524e+00 1.582524e+00 5.728155e-01 9.708738e-02 3.883495e-02
29974: 2.134615e+00 1.576923e+00 1.576923e+00 5.769231e-01 9.615385e-02 3.846154e-02
29974: 2.123810e+00 1.580952e+00 1.571429e+00 5.904762e-01 9.523810e-02 3.809524e-02
29974: 2.122642e+00 1.575472e+00 1.575472e+00 5.943396e-01 9.433962e-02 3.773585e-02
29974: 2.121495e+00 1.579439e+00 1.560748e+00 6.074766e-01 9.345794e-02 3.738318e-02
29974: 2.111111e+00 1.574074e+00 1.574074e+00 6.018519e-01 1.018519e-01 3.703704e-02
29974: 2.110092e+00 1.559633e+00 1.568807e+00 6.146789e-01 1.100917e-01 3.669725e-02
29974: 2.109091e+00 1.572727e+00 1.563636e+00 6.090909e-01 1.090909e-01 3.636364e-02
29974: 2.108108e+00 1.567568e+00 1.576577e+00 6.036036e-01 1.081081e-01 3.603604e-02
29974: 2.098214e+00 1.580357e+00 1.571429e+00 6.071429e-01 1.071429e-01 3.571429e-02
29974: 2.097345e+00 1.575221e+00 1.566372e+00 6.106195e-01 1.150442e-01 3.539823e-02
29974: 2.096491e+00 1.578947e+00 1.570175e+00 6.052632e-01 1.140351e-01 3.508772e-02
29974: 2.086957e+00 1.582609e+00 1.556522e+00 6.260870e-01 1.130435e-01 3.478261e-02
29974: 2.086207e+00 1.586207e+00 1.551724e+00 6.206897e-01 1.206897e-01 3.448276e-02
29974: 2.085470e+00 1.572650e+00 1.564103e+00 6.153846e-01 1.282051e-01 3.418803e-02
29974: 2.084746e+00 1.576271e+00 1.567797e+00 6.101695e-01 1.271186e-01 3.389831e-02
29974: 2.092437e+00 1.563025e+00 1.571429e+00 6.134454e-01 1.260504e-01 3.361345e-02
29974: 2.091667e+00 1.575000e+00 1.566667e+00 6.083333e-01 1.250000e-01 3.333333e-02
29974: 2.090909e+00 1.561983e+00 1.586777e+00 6.033058e-01 1.239669e-01 3.305785e-02
29974: 2.090164e+00 1.573770e+00 1.581967e+00 5.983607e-01 1.229508e-01 3.278689e-02
29974: 2.081301e+00 1.560976e+00 1.585366e+00 6.097561e-01 1.300813e-01 3.252033e-02
29974: 2.096774e+00 1.556452e+00 1.580645e+00 6.048387e-01 1.290323e-01 3.225806e-02
29974: 2.088000e+00 1.576000e+00 1.576000e+00 6.000000e-01 1.280000e-01 3.200000e-02
29974: 2.095238e+00 1.563492e+00 1.579365e+00 6.031746e-01 1.269841e-01 3.174603e-02
29974: 2.094488e+00 1.574803e+00 1.566929e+00 6.062992e-01 1.259843e-01 3.149606e-02
29974: 2.085938e+00 1.570312e+00 1.585938e+00 6.015625e-01 1.250000e-01 3.125000e-02
29974: 2.093023e+00 1.573643e+00 1.573643e+00 6.046512e-01 1.240310e-01 3.100775e-02
29974: 2.092308e+00 1.576923e+00 1.569231e+00 6.076923e-01 1.230769e-01 3.076923e-02
29974: 2.083969e+00 1.564885e+00 1.587786e+00 6.030534e-01 1.297710e-01 3.053435e-02
29974: 2.083333e+00 1.575758e+00 1.583333e+00 5.984848e-01 1.287879e-01 3.030303e-02
29974: 2.082707e+00 1.571429e+00 1.586466e+00 6.015038e-01 1.278195e-01 3.007519e-02
29974: 2.074627e+00 1.574627e+00 1.582090e+00 6.119403e-01 1.268657e-01 2.985075e-02
29974: 2.074074e+00 1.570370e+00 1.577778e+00 6.148148e-01 1.333333e-01 2.962963e-02
29974: 2.066176e+00 1.566176e+00 1.580882e+00 6.250000e-01 1.323529e-01 2.941176e-02
29974: 2.065693e+00 1.569343e+00 1.576642e+00 6.204380e-01 1.386861e-01 2.919708e-02
29974: 2.057971e+00 1.579710e+00 1.579710e+00 6.159420e-01 1.376812e-01 2.898551e-02
29974: 2.057554e+00 1.575540e+00 1.582734e+00 6.187050e-01 1.366906e-01 2.877698e-02
29974: 2.050000e+00 1.578571e+00 1.578571e+00 6.214286e-01 1.428571e-01 2.857143e-02
29974: 2.049645e+00 1.574468e+00 1.581560e+00 6.241135e-01 1.418440e-01 2.836879e-02
29974: 2.049296e+00 1.584507e+00 1.570423e+00 6.267606e-01 1.408451e-01 2.816901e-02
29974: 2.041958e+00 1.580420e+00 1.573427e+00 6.363636e-01 1.398601e-01 2.797203e-02
29974: 2.041667e+00 1.590278e+00 1.562500e+00 6.388889e-01 1.388889e-01 2.777778e-02
29974: 2.041379e+00 1.579310e+00 1.579310e+00 6.344828e-01 1.379310e-01 2.758621e-02
29974: 2.034247e+00 1.595890e+00 1.568493e+00 6.369863e-01 1.369863e-01 2.739726e-02
29974: 2.040816e+00 1.591837e+00 1.571429e+00 6.326531e-01 1.360544e-01 2.721088e-02
29974: 2.040541e+00 1.587838e+00 1.567568e+00 6.351351e-01 1.418919e-01 2.702703e-02
29974: 2.040268e+00 1.590604e+00 1.570470e+00 6.308725e-01 1.409396e-01 2.684564e-02
29974: 2.033333e+00 1.580000e+00 1.573333e+00 6.400000e-01 1.466667e-01 2.666667e-02
29974: 2.039735e+00 1.576159e+00 1.569536e+00 6.423841e-01 1.456954e-01 2.649007e-02
29974: 2.032895e+00 1.578947e+00 1.578947e+00 6.381579e-01 1.447368e-01 2.631579e-02
29974: 2.039216e+00 1.568627e+00 1.575163e+00 6.405229e-01 1.503268e-01 2.614379e-02
29974: 2.032468e+00 1.577922e+00 1.577922e+00 6.363636e-01 1.493506e-01 2.597403e-02
29974: 2.032258e+00 1.574194e+00 1.574194e+00 6.451613e-01 1.483871e-01 2.580645e-02
29974: 2.025641e+00 1.576923e+00 1.570513e+00 6.474359e-01 1.538462e-01 2.564103e-02
29974: 2.031847e+00 1.573248e+00 1.566879e+00 6.496815e-01 1.528662e-01 2.547771e-02
29974: 2.025316e+00 1.575949e+00 1.575949e+00 6.455696e-01 1.518987e-01 2.531646e-02
29974: 2.025157e+00 1.578616e+00 1.572327e+00 6.477987e-01 1.509434e-01 2.515723e-02
29974: 2.025000e+00 1.575000e+00 1.575000e+00 6.500000e-01 1.500000e-01 2.500000e-02
29974: 2.018634e+00 1.571429e+00 1.583851e+00 6.521739e-01 1.490683e-01 2.484472e-02
29974: 2.030864e+00 1.567901e+00 1.574074e+00 6.543210e-01 1.481481e-01 2.469136e-02
29974: 2.024540e+00 1.570552e+00 1.576687e+00 6.564417e-01 1.472393e-01 2.453988e-02
29974: 2.024390e+00 1.560976e+00 1.579268e+00 6.646341e-01 1.463415e-01 2.439024e-02
29974: 2.030303e+00 1.563636e+00 1.575758e+00 6.606061e-01 1.454545e-01 2.424242e-02
29974: 2.030120e+00 1.560241e+00 1.578313e+00 6.566265e-01 1.506024e-01 2.409639e-02
29974: 2.023952e+00 1.568862e+00 1.574850e+00 6.526946e-01 1.556886e-01 2.395210e-02
29974: 2.029762e+00 1.571429e+00 1.565476e+00 6.547619e-01 1.547619e-01 2.380952e-02
29974: 2.023669e+00 1.579882e+00 1.568047e+00 6.508876e-01 1.538462e-01 2.366864e-02
29974: 2.029412e+00 1.570588e+00 1.576471e+00 6.470588e-01 1.529412e-01 2.352941e-02
29974: 2.029240e+00 1.567251e+00 1.578947e+00 6.491228e-01 1.520468e-01 2.339181e-02
29974: 2.029070e+00 1.569767e+00 1.575581e+00 6.453488e-01 1.569767e-01 2.325581e-02
29974: 2.028902e+00 1.566474e+00 1.578035e+00 6.416185e-01 1.618497e-01 2.312139e-02
29974: 2.028736e+00 1.568966e+00 1.580460e+00 6.379310e-01 1.609195e-01 2.298851e-02
29974: 2.028571e+00 1.577143e+00 1.571429e+00 6.400000e-01 1.600000e-01 2.285714e-02
29974: 2.028409e+00 1.568182e+00 1.573864e+00 6.420455e-01 1.647727e-01 2.272727e-02
29974: 2.028249e+00 1.581921e+00 1.564972e+00 6.384181e-01 1.638418e-01 2.259887e-02
29974: 2.022472e+00 1.584270e+00 1.573034e+00 6.348315e-01 1.629213e-01 2.247191e-02
29974: 2.022346e+00 1.581006e+00 1.575419e+00 6.368715e-01 1.620112e-01 2.234637e-02
29974: 2.022222e+00 1.588889e+00 1.566667e+00 6.388889e-01 1.611111e-01 2.222222e-02
29974: 2.022099e+00 1.585635e+00 1.574586e+00 6.353591e-01 1.602210e-01 2.209945e-02
29974: 2.016484e+00 1.582418e+00 1.576923e+00 6.428571e-01 1.593407e-01 2.197802e-02
29974: 2.021858e+00 1.573770e+00 1.573770e+00 6.502732e-01 1.584699e-01 2.185792e-02
29974: 2.016304e+00 1.576087e+00 1.570652e+00 6.521739e-01 1.630435e-01 2.173913e-02
29974: 2.016216e+00 1.572973e+00 1.567568e+00 6.594595e-01 1.621622e-01 2.162162e-02
29974: 2.010753e+00 1.580645e+00 1.564516e+00 6.612903e-01 1.612903e-01 2.150538e-02
29974: 2.010695e+00 1.577540e+00 1.566845e+00 6.577540e-01 1.657754e-01 2.139037e-02
29974: 2.005319e+00 1.574468e+00 1.574468e+00 6.542553e-01 1.648936e-01 2.659574e-02
29974: 2.005291e+00 1.576720e+00 1.571429e+00 6.560847e-01 1.640212e-01 2.645503e-02
29974: 2.005263e+00 1.573684e+00 1.568421e+00 6.631579e-01 1.631579e-01 2.631579e-02
29974: 2.005236e+00 1.570681e+00 1.570681e+00 6.596859e-01 1.623037e-01 3.141361e-02
29974: 2.005208e+00 1.572917e+00 1.567708e+00 6.614583e-01 1.614583e-01 3.125000e-02
29974: 2.000000e+00 1.569948e+00 1.580311e+00 6.580311e-01 1.606218e-01 3.108808e-02
29974: 2.000000e+00 1.582474e+00 1.572165e+00 6.546392e-01 1.597938e-01 3.092784e-02
29974: 2.000000e+00 1.574359e+00 1.574359e+00 6.615385e-01 1.589744e-01 3.076923e-02
29974: 2.000000e+00 1.576531e+00 1.571429e+00 6.632653e-01 1.581633e-01 3.061224e-02
29974: 1.994924e+00 1.583756e+00 1.568528e+00 6.649746e-01 1.573604e-01 3.045685e-02
29974: 1.994949e+00 1.580808e+00 1.570707e+00 6.666667e-01 1.565657e-01 3.030303e-02
29974: 1.989950e+00 1.582915e+00 1.567839e+00 6.733668e-01 1.557789e-01 3.015075e-02
29974: 1.990000e+00 1.585000e+00 1.570000e+00 6.700000e-01 1.550000e-01 3.000000e-02
29974: 1.990050e+00 1.587065e+00 1.562189e+00 6.766169e-01 1.542289e-01 2.985075e-02
29974: 1.995050e+00 1.584158e+00 1.564356e+00 6.732673e-01 1.534653e-01 2.970297e-02
29974: 1.990148e+00 1.581281e+00 1.566502e+00 6.798030e-01 1.527094e-01 2.955665e-02
29974: 2.000000e+00 1.573529e+00 1.568627e+00 6.764706e-01 1.519608e-01 2.941176e-02
29974: 1.995122e+00 1.580488e+00 1.570732e+00 6.731707e-01 1.512195e-01 2.926829e-02
29974: 1.995146e+00 1.582524e+00 1.563107e+00 6.796117e-01 1.504854e-01 2.912621e-02
29974: 1.990338e+00 1.574879e+00 1.570048e+00 6.763285e-01 1.594203e-01 2.898551e-02
29974: 1.995192e+00 1.572115e+00 1.562500e+00 6.826923e-01 1.586538e-01 2.884615e-02
29974: 1.995215e+00 1.574163e+00 1.564593e+00 6.794258e-01 1.578947e-01 2.870813e-02
29974: 1.995238e+00 1.571429e+00 1.566667e+00 6.809524e-01 1.571429e-01 2.857143e-02
29974: 1.990521e+00 1.578199e+00 1.568720e+00 6.777251e-01 1.563981e-01 2.843602e-02
29974: 1.995283e+00 1.580189e+00 1.566038e+00 6.745283e-01 1.556604e-01 2.830189e-02
29974: 2.000000e+00 1.572770e+00 1.572770e+00 6.713615e-01 1.549296e-01 2.816901e-02
29974: 1.995327e+00 1.574766e+00 1.565421e+00 6.775701e-01 1.588785e-01 2.803738e-02
29974: 1.995349e+00 1.572093e+00 1.562791e+00 6.837209e-01 1.581395e-01 2.790698e-02
29974: 1.995370e+00 1.574074e+00 1.560185e+00 6.851852e-01 1.574074e-01 2.777778e-02
29974: 2.000000e+00 1.566820e+00 1.566820e+00 6.820276e-01 1.566820e-01 2.764977e-02
29974: 1.995413e+00 1.577982e+00 1.559633e+00 6.834862e-01 1.559633e-01 2.752294e-02
29974: 2.000000e+00 1.575342e+00 1.561644e+00 6.803653e-01 1.552511e-01 2.739726e-02
29974: 1.995455e+00 1.581818e+00 1.559091e+00 6.818182e-01 1.545455e-01 2.727273e-02
29974: 1.995475e+00 1.574661e+00 1.561086e+00 6.832579e-01 1.583710e-01 2.714932e-02
29974: 1.990991e+00 1.576577e+00 1.567568e+00 6.801802e-01 1.576577e-01 2.702703e-02
29974: 1.995516e+00 1.569507e+00 1.569507e+00 6.816143e-01 1.569507e-01 2.690583e-02
29974: 1.995536e+00 1.575893e+00 1.566964e+00 6.785714e-01 1.562500e-01 2.678571e-02
29974: 1.991111e+00 1.573333e+00 1.577778e+00 6.755556e-01 1.555556e-01 2.666667e-02
29974: 1.991150e+00 1.570796e+00 1.570796e+00 6.814159e-01 1.592920e-01 2.654867e-02
29974: 1.991189e+00 1.568282e+00 1.572687e+00 6.828194e-01 1.585903e-01 2.643172e-02
29974: 1.991228e+00 1.570175e+00 1.574561e+00 6.798246e-01 1.578947e-01 2.631579e-02
29974: 1.986900e+00 1.563319e+00 1.580786e+00 6.855895e-01 1.572052e-01 2.620087e-02
29974: 1.991304e+00 1.565217e+00 1.573913e+00 6.869565e-01 1.565217e-01 2.608696e-02
29974: 1.991342e+00 1.567100e+00 1.575758e+00 6.839827e-01 1.558442e-01 2.597403e-02
29974: 1.987069e+00 1.568966e+00 1.577586e+00 6.853448e-01 1.551724e-01 2.586207e-02
29974: 1.991416e+00 1.570815e+00 1.575107e+00 6.824034e-01 1.545064e-01 2.575107e-02
29974: 1.991453e+00 1.568376e+00 1.576923e+00 6.837607e-01 1.538462e-01 2.564103e-02
29974: 1.991489e+00 1.574468e+00 1.574468e+00 6.808511e-01 1.531915e-01 2.553191e-02
29974: 1.991525e+00 1.572034e+00 1.576271e+00 6.822034e-01 1.525424e-01 2.542373e-02
29974: 1.995781e+00 1.573840e+00 1.569620e+00 6.835443e-01 1.518987e-01 2.531646e-02
29974: 1.995798e+00 1.571429e+00 1.571429e+00 6.806723e-01 1.554622e-01 2.521008e-02
29974: 1.995816e+00 1.569038e+00 1.573222e+00 6.820084e-01 1.548117e-01 2.510460e-02
29974: 1.991667e+00 1.575000e+00 1.570833e+00 6.833333e-01 1.541667e-01 2.500000e-02
29974: 2.000000e+00 1.572614e+00 1.564315e+00 6.846473e-01 1.535270e-01 2.489627e-02
29974: 1.995868e+00 1.574380e+00 1.566116e+00 6.859504e-01 1.528926e-01 2.479339e-02
29974: 1.995885e+00 1.576132e+00 1.563786e+00 6.872428e-01 1.522634e-01 2.469136e-02
29974: 1.995902e+00 1.573770e+00 1.565574e+00 6.844262e-01 1.516393e-01 2.868852e-02
29974: 1.991837e+00 1.575510e+00 1.567347e+00 6.857143e-01 1.510204e-01 2.857143e-02
29974: 1.987805e+00 1.577236e+00 1.565041e+00 6.910569e-01 1.504065e-01 2.845528e-02
29974: 1.991903e+00 1.570850e+00 1.566802e+00 6.923077e-01 1.497976e-01 2.834008e-02
29974: 1.987903e+00 1.568548e+00 1.568548e+00 6.895161e-01 1.572581e-01 2.822581e-02
29974: 1.987952e+00 1.570281e+00 1.570281e+00 6.867470e-01 1.566265e-01 2.811245e-02
29974: 1.984000e+00 1.568000e+00 1.572000e+00 6.920000e-01 1.560000e-01 2.800000e-02
29974: 1.980080e+00 1.573705e+00 1.565737e+00 6.932271e-01 1.593625e-01 2.788845e-02
29974: 1.980159e+00 1.567460e+00 1.575397e+00 6.904762e-01 1.587302e-01 2.777778e-02
29974: 1.976285e+00 1.573123e+00 1.577075e+00 6.877470e-01 1.581028e-01 2.766798e-02
