Forked 41501
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41501)
41501: Started!
41501: Number of players: 3, position: 0, number of turns: 1000
41501: Random seed: 3898387765
Strategy 0: first ans is 1
Forked 41502
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 41502)
Strategy 1: first ans is 1
Forked 41503
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 41503)
Strategy 2: first ans is 0
41501: 1.000000e+00 2.000000e+00 0.000000e+00
41501: 1.500000e+00 1.000000e+00 5.000000e-01
41501: 1.333333e+00 1.333333e+00 3.333333e-01
41501: 1.500000e+00 1.000000e+00 5.000000e-01
41501: 1.400000e+00 1.200000e+00 4.000000e-01
41501: 1.666667e+00 1.000000e+00 3.333333e-01
41501: 1.428571e+00 1.142857e+00 4.285714e-01
41501: 1.625000e+00 1.000000e+00 3.750000e-01
41501: 1.555556e+00 1.111111e+00 3.333333e-01
41501: 1.700000e+00 1.000000e+00 3.000000e-01
41501: 1.545455e+00 1.090909e+00 3.636364e-01
41501: 1.666667e+00 1.000000e+00 3.333333e-01
41501: 1.538462e+00 1.076923e+00 3.846154e-01
41501: 1.571429e+00 1.000000e+00 4.285714e-01
41501: 1.466667e+00 1.133333e+00 4.000000e-01
41501: 1.562500e+00 1.062500e+00 3.750000e-01
41501: 1.529412e+00 1.058824e+00 4.117647e-01
41501: 1.555556e+00 1.000000e+00 4.444444e-01
41501: 1.526316e+00 1.000000e+00 4.736842e-01
41501: 1.600000e+00 9.500000e-01 4.500000e-01
41501: 1.523810e+00 1.000000e+00 4.761905e-01
41501: 1.545455e+00 1.000000e+00 4.545455e-01
41501: 1.565217e+00 1.000000e+00 4.347826e-01
41501: 1.541667e+00 1.000000e+00 4.583333e-01
41501: 1.560000e+00 9.600000e-01 4.800000e-01
41501: 1.576923e+00 9.615385e-01 4.615385e-01
41501: 1.518519e+00 1.000000e+00 4.814815e-01
41501: 1.535714e+00 1.000000e+00 4.642857e-01
41501: 1.517241e+00 1.000000e+00 4.827586e-01
41501: 1.533333e+00 9.666667e-01 5.000000e-01
41501: 1.516129e+00 9.677419e-01 5.161290e-01
41501: 1.531250e+00 9.687500e-01 5.000000e-01
41501: 1.515152e+00 9.696970e-01 5.151515e-01
41501: 1.529412e+00 9.705882e-01 5.000000e-01
41501: 1.542857e+00 9.714286e-01 4.857143e-01
41501: 1.527778e+00 1.000000e+00 4.722222e-01
41501: 1.567568e+00 9.729730e-01 4.594595e-01
41501: 1.552632e+00 9.736842e-01 4.736842e-01
41501: 1.564103e+00 9.487179e-01 4.871795e-01
41501: 1.575000e+00 9.500000e-01 4.750000e-01
41501: 1.536585e+00 9.756098e-01 4.878049e-01
41501: 1.547619e+00 9.761905e-01 4.761905e-01
41501: 1.534884e+00 1.000000e+00 4.651163e-01
41501: 1.568182e+00 9.772727e-01 4.545455e-01
41501: 1.555556e+00 9.777778e-01 4.666667e-01
41501: 1.565217e+00 9.565217e-01 4.782609e-01
41501: 1.574468e+00 9.574468e-01 4.680851e-01
41501: 1.541667e+00 1.000000e+00 4.583333e-01
