Forked 43349
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 43349)
Strategy 0: first ans is 0
Forked 43350
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 43350)
43350: Started!
43350: Number of players: 3, position: 1, number of turns: 1000
43350: Random seed: 4112392783
Strategy 1: first ans is 0
Forked 43351
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 43351)
Strategy 2: first ans is 0
43350: 3.000000e+00 0.000000e+00 0.000000e+00
43350: 2.000000e+00 1.000000e+00 0.000000e+00
43350: 1.333333e+00 1.333333e+00 3.333333e-01
43350: 1.500000e+00 1.000000e+00 5.000000e-01
43350: 1.600000e+00 8.000000e-01 6.000000e-01
43350: 1.500000e+00 8.333333e-01 6.666667e-01
43350: 1.571429e+00 7.142857e-01 7.142857e-01
43350: 1.625000e+00 7.500000e-01 6.250000e-01
43350: 1.555556e+00 7.777778e-01 6.666667e-01
43350: 1.700000e+00 7.000000e-01 6.000000e-01
43350: 1.545455e+00 9.090909e-01 5.454545e-01
43350: 1.583333e+00 9.166667e-01 5.000000e-01
43350: 1.538462e+00 1.000000e+00 4.615385e-01
43350: 1.500000e+00 1.000000e+00 5.000000e-01
43350: 1.600000e+00 9.333333e-01 4.666667e-01
43350: 1.562500e+00 1.000000e+00 4.375000e-01
43350: 1.588235e+00 9.411765e-01 4.705882e-01
43350: 1.555556e+00 9.444444e-01 5.000000e-01
43350: 1.578947e+00 8.947368e-01 5.263158e-01
43350: 1.550000e+00 9.000000e-01 5.500000e-01
43350: 1.571429e+00 8.571429e-01 5.714286e-01
43350: 1.545455e+00 8.636364e-01 5.909091e-01
43350: 1.521739e+00 8.695652e-01 6.086957e-01
43350: 1.500000e+00 8.750000e-01 6.250000e-01
43350: 1.520000e+00 8.800000e-01 6.000000e-01
43350: 1.538462e+00 8.846154e-01 5.769231e-01
43350: 1.518519e+00 9.259259e-01 5.555556e-01
43350: 1.571429e+00 8.928571e-01 5.357143e-01
43350: 1.517241e+00 8.965517e-01 5.862069e-01
