Forked 41582
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 41582)
Strategy 0: first ans is 0
Forked 41583
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 41583)
Strategy 1: first ans is 1
Forked 41607
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 41607)
41607: Started!
41607: Number of players: 3, position: 2, number of turns: 1000
41607: Random seed: 2675886586
Strategy 2: first ans is 0
41607: 2.000000e+00 1.000000e+00 0.000000e+00
41607: 2.000000e+00 1.000000e+00 0.000000e+00
41607: 2.000000e+00 1.000000e+00 0.000000e+00
41607: 2.000000e+00 1.000000e+00 0.000000e+00
41607: 2.000000e+00 1.000000e+00 0.000000e+00
41607: 1.833333e+00 1.000000e+00 1.666667e-01
41607: 1.714286e+00 1.142857e+00 1.428571e-01
41607: 1.750000e+00 1.125000e+00 1.250000e-01
41607: 1.666667e+00 1.111111e+00 2.222222e-01
41607: 1.700000e+00 1.100000e+00 2.000000e-01
41607: 1.727273e+00 1.090909e+00 1.818182e-01
41607: 1.666667e+00 1.083333e+00 2.500000e-01
41607: 1.615385e+00 1.153846e+00 2.307692e-01
41607: 1.571429e+00 1.214286e+00 2.142857e-01
41607: 1.533333e+00 1.200000e+00 2.666667e-01
41607: 1.625000e+00 1.125000e+00 2.500000e-01
41607: 1.647059e+00 1.117647e+00 2.352941e-01
41607: 1.666667e+00 1.111111e+00 2.222222e-01
41607: 1.631579e+00 1.157895e+00 2.105263e-01
41607: 1.600000e+00 1.200000e+00 2.000000e-01
41607: 1.619048e+00 1.190476e+00 1.904762e-01
41607: 1.590909e+00 1.181818e+00 2.272727e-01
41607: 1.565217e+00 1.217391e+00 2.173913e-01
41607: 1.583333e+00 1.166667e+00 2.500000e-01
41607: 1.560000e+00 1.160000e+00 2.800000e-01
41607: 1.576923e+00 1.115385e+00 3.076923e-01
41607: 1.555556e+00 1.111111e+00 3.333333e-01
41607: 1.607143e+00 1.071429e+00 3.214286e-01
41607: 1.620690e+00 1.068966e+00 3.103448e-01
41607: 1.633333e+00 1.066667e+00 3.000000e-01
41607: 1.612903e+00 1.064516e+00 3.225806e-01
41607: 1.593750e+00 1.062500e+00 3.437500e-01
41607: 1.575758e+00 1.060606e+00 3.636364e-01
41607: 1.588235e+00 1.058824e+00 3.529412e-01
41607: 1.600000e+00 1.057143e+00 3.428571e-01
41607: 1.611111e+00 1.055556e+00 3.333333e-01
41607: 1.621622e+00 1.054054e+00 3.243243e-01
