Forked 38022
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 38022)
Strategy 0: first ans is 0
Forked 38046
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 38046)
Strategy 1: first ans is 3
Forked 38070
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 38070)
Strategy 2: first ans is 1
Forked 38071
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 38071)
38071: Started!
38071: Number of players: 4, position: 3, number of turns: 1000
38071: Random seed: 1650383263
Strategy 3: first ans is 1
38071: 1.000000e+00 2.000000e+00 0.000000e+00 1.000000e+00
38071: 2.000000e+00 1.000000e+00 5.000000e-01 5.000000e-01
38071: 2.000000e+00 1.333333e+00 3.333333e-01 3.333333e-01
38071: 1.750000e+00 1.250000e+00 7.500000e-01 2.500000e-01
38071: 2.000000e+00 1.200000e+00 6.000000e-01 2.000000e-01
38071: 1.833333e+00 1.500000e+00 5.000000e-01 1.666667e-01
38071: 1.857143e+00 1.428571e+00 5.714286e-01 1.428571e-01
38071: 1.750000e+00 1.500000e+00 5.000000e-01 2.500000e-01
38071: 1.777778e+00 1.444444e+00 5.555556e-01 2.222222e-01
38071: 1.800000e+00 1.500000e+00 5.000000e-01 2.000000e-01
38071: 1.727273e+00 1.545455e+00 5.454545e-01 1.818182e-01
38071: 1.750000e+00 1.500000e+00 5.000000e-01 2.500000e-01
38071: 1.692308e+00 1.615385e+00 4.615385e-01 2.307692e-01
38071: 1.785714e+00 1.500000e+00 5.000000e-01 2.142857e-01
38071: 1.733333e+00 1.533333e+00 5.333333e-01 2.000000e-01
38071: 1.750000e+00 1.500000e+00 5.625000e-01 1.875000e-01
38071: 1.705882e+00 1.529412e+00 5.294118e-01 2.352941e-01
38071: 1.722222e+00 1.500000e+00 5.555556e-01 2.222222e-01
38071: 1.736842e+00 1.526316e+00 5.263158e-01 2.105263e-01
38071: 1.700000e+00 1.550000e+00 5.500000e-01 2.000000e-01
38071: 1.714286e+00 1.571429e+00 5.238095e-01 1.904762e-01
38071: 1.681818e+00 1.500000e+00 6.363636e-01 1.818182e-01
38071: 1.695652e+00 1.521739e+00 6.086957e-01 1.739130e-01
38071: 1.666667e+00 1.500000e+00 6.666667e-01 1.666667e-01
38071: 1.680000e+00 1.480000e+00 6.800000e-01 1.600000e-01
38071: 1.692308e+00 1.500000e+00 6.538462e-01 1.538462e-01
38071: 1.666667e+00 1.518519e+00 6.666667e-01 1.481481e-01
38071: 1.678571e+00 1.535714e+00 6.428571e-01 1.428571e-01
38071: 1.655172e+00 1.551724e+00 6.551724e-01 1.379310e-01
38071: 1.666667e+00 1.566667e+00 6.333333e-01 1.333333e-01
38071: 1.677419e+00 1.548387e+00 6.451613e-01 1.290323e-01
38071: 1.656250e+00 1.562500e+00 6.250000e-01 1.562500e-01
38071: 1.666667e+00 1.545455e+00 6.363636e-01 1.515152e-01
38071: 1.676471e+00 1.558824e+00 6.176471e-01 1.470588e-01
38071: 1.657143e+00 1.571429e+00 6.285714e-01 1.428571e-01
38071: 1.666667e+00 1.527778e+00 6.666667e-01 1.388889e-01
38071: 1.675676e+00 1.540541e+00 6.486486e-01 1.351351e-01
38071: 1.684211e+00 1.526316e+00 6.578947e-01 1.315789e-01
38071: 1.692308e+00 1.538462e+00 6.410256e-01 1.282051e-01
38071: 1.675000e+00 1.550000e+00 6.500000e-01 1.250000e-01
38071: 1.682927e+00 1.560976e+00 6.341463e-01 1.219512e-01
38071: 1.666667e+00 1.571429e+00 6.428571e-01 1.190476e-01
38071: 1.674419e+00 1.558140e+00 6.511628e-01 1.162791e-01
38071: 1.659091e+00 1.568182e+00 6.363636e-01 1.363636e-01
38071: 1.688889e+00 1.555556e+00 6.222222e-01 1.333333e-01
38071: 1.695652e+00 1.565217e+00 6.086957e-01 1.304348e-01
38071: 1.702128e+00 1.553191e+00 6.170213e-01 1.276596e-01
38071: 1.687500e+00 1.583333e+00 6.041667e-01 1.250000e-01
38071: 1.693878e+00 1.571429e+00 6.122449e-01 1.224490e-01
38071: 1.680000e+00 1.580000e+00 6.200000e-01 1.200000e-01
38071: 1.686275e+00 1.549020e+00 6.470588e-01 1.176471e-01
38071: 1.673077e+00 1.576923e+00 6.346154e-01 1.153846e-01
38071: 1.679245e+00 1.566038e+00 6.415094e-01 1.132075e-01
38071: 1.685185e+00 1.574074e+00 6.296296e-01 1.111111e-01
38071: 1.690909e+00 1.545455e+00 6.545455e-01 1.090909e-01
38071: 1.696429e+00 1.553571e+00 6.428571e-01 1.071429e-01
38071: 1.684211e+00 1.561404e+00 6.491228e-01 1.052632e-01
38071: 1.689655e+00 1.551724e+00 6.551724e-01 1.034483e-01
38071: 1.677966e+00 1.559322e+00 6.610169e-01 1.016949e-01
38071: 1.700000e+00 1.550000e+00 6.500000e-01 1.000000e-01
38071: 1.688525e+00 1.573770e+00 6.393443e-01 9.836066e-02
38071: 1.693548e+00 1.548387e+00 6.451613e-01 1.129032e-01
38071: 1.682540e+00 1.555556e+00 6.507937e-01 1.111111e-01
38071: 1.687500e+00 1.546875e+00 6.562500e-01 1.093750e-01
38071: 1.676923e+00 1.569231e+00 6.461538e-01 1.076923e-01
38071: 1.681818e+00 1.575758e+00 6.363636e-01 1.060606e-01
38071: 1.686567e+00 1.552239e+00 6.567164e-01 1.044776e-01
