Forked 38315
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 38315)
38315: Started!
38315: Number of players: 4, position: 0, number of turns: 1000
38315: Random seed: 2171042830
Strategy 0: first ans is 1
Forked 38316
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 38316)
Strategy 1: first ans is 0
Forked 38317
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 38317)
Strategy 2: first ans is 1
Forked 38318
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 38318)
Strategy 3: first ans is 0
38315: 2.000000e+00 2.000000e+00 0.000000e+00 0.000000e+00
38315: 1.500000e+00 1.500000e+00 1.000000e+00 0.000000e+00
38315: 2.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00
38315: 1.750000e+00 1.250000e+00 1.000000e+00 0.000000e+00
38315: 2.000000e+00 1.200000e+00 8.000000e-01 0.000000e+00
38315: 1.833333e+00 1.500000e+00 6.666667e-01 0.000000e+00
38315: 2.000000e+00 1.428571e+00 5.714286e-01 0.000000e+00
38315: 1.875000e+00 1.500000e+00 6.250000e-01 0.000000e+00
38315: 1.888889e+00 1.444444e+00 6.666667e-01 0.000000e+00
38315: 1.900000e+00 1.500000e+00 6.000000e-01 0.000000e+00
38315: 1.818182e+00 1.454545e+00 7.272727e-01 0.000000e+00
38315: 1.833333e+00 1.500000e+00 6.666667e-01 0.000000e+00
38315: 1.769231e+00 1.461538e+00 7.692308e-01 0.000000e+00
38315: 1.785714e+00 1.428571e+00 7.857143e-01 0.000000e+00
38315: 1.733333e+00 1.466667e+00 8.000000e-01 0.000000e+00
38315: 1.750000e+00 1.500000e+00 7.500000e-01 0.000000e+00
38315: 1.705882e+00 1.470588e+00 8.235294e-01 0.000000e+00
38315: 1.777778e+00 1.444444e+00 7.777778e-01 0.000000e+00
38315: 1.789474e+00 1.473684e+00 7.368421e-01 0.000000e+00
38315: 1.750000e+00 1.450000e+00 8.000000e-01 0.000000e+00
38315: 1.809524e+00 1.428571e+00 7.619048e-01 0.000000e+00
38315: 1.772727e+00 1.454545e+00 7.727273e-01 0.000000e+00
38315: 1.826087e+00 1.434783e+00 7.391304e-01 0.000000e+00
38315: 1.791667e+00 1.500000e+00 7.083333e-01 0.000000e+00
38315: 1.840000e+00 1.480000e+00 6.800000e-01 0.000000e+00
38315: 1.846154e+00 1.500000e+00 6.538462e-01 0.000000e+00
38315: 1.814815e+00 1.518519e+00 6.666667e-01 0.000000e+00
38315: 1.857143e+00 1.500000e+00 6.428571e-01 0.000000e+00
38315: 1.827586e+00 1.517241e+00 6.551724e-01 0.000000e+00
38315: 1.833333e+00 1.500000e+00 6.666667e-01 0.000000e+00
38315: 1.806452e+00 1.516129e+00 6.774194e-01 0.000000e+00
38315: 1.812500e+00 1.500000e+00 6.875000e-01 0.000000e+00
38315: 1.787879e+00 1.545455e+00 6.666667e-01 0.000000e+00
38315: 1.823529e+00 1.529412e+00 6.470588e-01 0.000000e+00
38315: 1.800000e+00 1.542857e+00 6.571429e-01 0.000000e+00
38315: 1.833333e+00 1.527778e+00 6.388889e-01 0.000000e+00
38315: 1.837838e+00 1.540541e+00 6.216216e-01 0.000000e+00
38315: 1.842105e+00 1.526316e+00 6.315789e-01 0.000000e+00
38315: 1.820513e+00 1.538462e+00 6.410256e-01 0.000000e+00
38315: 1.850000e+00 1.525000e+00 6.250000e-01 0.000000e+00
38315: 1.829268e+00 1.536585e+00 6.341463e-01 0.000000e+00
38315: 1.857143e+00 1.523810e+00 6.190476e-01 0.000000e+00
38315: 1.837209e+00 1.534884e+00 6.279070e-01 0.000000e+00
38315: 1.840909e+00 1.522727e+00 6.363636e-01 0.000000e+00
38315: 1.822222e+00 1.533333e+00 6.444444e-01 0.000000e+00
38315: 1.847826e+00 1.521739e+00 6.304348e-01 0.000000e+00
38315: 1.829787e+00 1.531915e+00 6.382979e-01 0.000000e+00
38315: 1.833333e+00 1.520833e+00 6.458333e-01 0.000000e+00
38315: 1.816327e+00 1.551020e+00 6.326531e-01 0.000000e+00
38315: 1.820000e+00 1.540000e+00 6.400000e-01 0.000000e+00
38315: 1.803922e+00 1.568627e+00 6.274510e-01 0.000000e+00
38315: 1.826923e+00 1.557692e+00 6.153846e-01 0.000000e+00
38315: 1.811321e+00 1.584906e+00 6.037736e-01 0.000000e+00
38315: 1.814815e+00 1.574074e+00 6.111111e-01 0.000000e+00
38315: 1.818182e+00 1.563636e+00 6.181818e-01 0.000000e+00
38315: 1.785714e+00 1.589286e+00 6.250000e-01 0.000000e+00
38315: 1.789474e+00 1.561404e+00 6.491228e-01 0.000000e+00
38315: 1.793103e+00 1.568966e+00 6.379310e-01 0.000000e+00
38315: 1.779661e+00 1.559322e+00 6.610169e-01 0.000000e+00
38315: 1.783333e+00 1.566667e+00 6.500000e-01 0.000000e+00
38315: 1.786885e+00 1.557377e+00 6.557377e-01 0.000000e+00
38315: 1.790323e+00 1.564516e+00 6.451613e-01 0.000000e+00
38315: 1.793651e+00 1.555556e+00 6.507937e-01 0.000000e+00
38315: 1.781250e+00 1.562500e+00 6.562500e-01 0.000000e+00
38315: 1.784615e+00 1.553846e+00 6.615385e-01 0.000000e+00
38315: 1.787879e+00 1.560606e+00 6.515152e-01 0.000000e+00
38315: 1.776119e+00 1.552239e+00 6.716418e-01 0.000000e+00
38315: 1.794118e+00 1.544118e+00 6.617647e-01 0.000000e+00
38315: 1.782609e+00 1.550725e+00 6.666667e-01 0.000000e+00
38315: 1.800000e+00 1.542857e+00 6.571429e-01 0.000000e+00
38315: 1.788732e+00 1.549296e+00 6.619718e-01 0.000000e+00
38315: 1.791667e+00 1.541667e+00 6.666667e-01 0.000000e+00
38315: 1.794521e+00 1.547945e+00 6.575342e-01 0.000000e+00
38315: 1.783784e+00 1.554054e+00 6.621622e-01 0.000000e+00
38315: 1.786667e+00 1.546667e+00 6.666667e-01 0.000000e+00
38315: 1.776316e+00 1.552632e+00 6.710526e-01 0.000000e+00
38315: 1.792208e+00 1.545455e+00 6.623377e-01 0.000000e+00
38315: 1.782051e+00 1.551282e+00 6.666667e-01 0.000000e+00
38315: 1.784810e+00 1.544304e+00 6.708861e-01 0.000000e+00
38315: 1.775000e+00 1.562500e+00 6.625000e-01 0.000000e+00
38315: 1.790123e+00 1.555556e+00 6.543210e-01 0.000000e+00
38315: 1.780488e+00 1.560976e+00 6.585366e-01 0.000000e+00
38315: 1.795181e+00 1.554217e+00 6.506024e-01 0.000000e+00
38315: 1.785714e+00 1.559524e+00 6.547619e-01 0.000000e+00
38315: 1.776471e+00 1.564706e+00 6.588235e-01 0.000000e+00
38315: 1.779070e+00 1.558140e+00 6.627907e-01 0.000000e+00
38315: 1.770115e+00 1.563218e+00 6.666667e-01 0.000000e+00
38315: 1.772727e+00 1.556818e+00 6.704545e-01 0.000000e+00
38315: 1.764045e+00 1.561798e+00 6.741573e-01 0.000000e+00
38315: 1.777778e+00 1.555556e+00 6.666667e-01 0.000000e+00
38315: 1.780220e+00 1.560440e+00 6.593407e-01 0.000000e+00
38315: 1.782609e+00 1.554348e+00 6.630435e-01 0.000000e+00
38315: 1.784946e+00 1.559140e+00 6.559140e-01 0.000000e+00
38315: 1.776596e+00 1.553191e+00 6.702128e-01 0.000000e+00
38315: 1.789474e+00 1.547368e+00 6.631579e-01 0.000000e+00
38315: 1.791667e+00 1.552083e+00 6.562500e-01 0.000000e+00
38315: 1.793814e+00 1.546392e+00 6.597938e-01 0.000000e+00
38315: 1.795918e+00 1.551020e+00 6.530612e-01 0.000000e+00
38315: 1.787879e+00 1.555556e+00 6.565657e-01 0.000000e+00
38315: 1.790000e+00 1.550000e+00 6.600000e-01 0.000000e+00
