Forked 35098
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 35098)
Strategy 0: first ans is 1
Forked 35099
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 35099)
35099: Started!
35099: Number of players: 5, position: 1, number of turns: 1000
35099: Random seed: 722022752
Strategy 1: first ans is 1
Forked 35100
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 35100)
Strategy 2: first ans is 0
Forked 35101
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 35101)
Strategy 3: first ans is 0
Forked 35125
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 35125)
Strategy 4: first ans is 0
35099: 3.000000e+00 2.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
35099: 2.500000e+00 1.000000e+00 1.500000e+00 0.000000e+00 0.000000e+00
35099: 2.333333e+00 1.333333e+00 1.333333e+00 0.000000e+00 0.000000e+00
35099: 2.500000e+00 1.250000e+00 1.250000e+00 0.000000e+00 0.000000e+00
35099: 2.600000e+00 1.400000e+00 1.000000e+00 0.000000e+00 0.000000e+00
35099: 2.666667e+00 1.333333e+00 1.000000e+00 0.000000e+00 0.000000e+00
35099: 2.571429e+00 1.428571e+00 1.000000e+00 0.000000e+00 0.000000e+00
35099: 2.500000e+00 1.375000e+00 1.000000e+00 1.250000e-01 0.000000e+00
35099: 2.444444e+00 1.444444e+00 1.000000e+00 1.111111e-01 0.000000e+00
35099: 2.400000e+00 1.400000e+00 1.100000e+00 1.000000e-01 0.000000e+00
35099: 2.454545e+00 1.454545e+00 1.000000e+00 9.090909e-02 0.000000e+00
35099: 2.416667e+00 1.500000e+00 1.000000e+00 8.333333e-02 0.000000e+00
35099: 2.384615e+00 1.538462e+00 1.000000e+00 7.692308e-02 0.000000e+00
35099: 2.357143e+00 1.500000e+00 1.000000e+00 1.428571e-01 0.000000e+00
35099: 2.400000e+00 1.533333e+00 9.333333e-01 1.333333e-01 0.000000e+00
35099: 2.375000e+00 1.500000e+00 9.375000e-01 1.875000e-01 0.000000e+00
35099: 2.352941e+00 1.529412e+00 8.823529e-01 2.352941e-01 0.000000e+00
35099: 2.333333e+00 1.555556e+00 8.888889e-01 2.222222e-01 0.000000e+00
35099: 2.368421e+00 1.526316e+00 8.947368e-01 2.105263e-01 0.000000e+00
35099: 2.350000e+00 1.550000e+00 8.500000e-01 2.500000e-01 0.000000e+00
35099: 2.380952e+00 1.523810e+00 8.571429e-01 2.380952e-01 0.000000e+00
35099: 2.363636e+00 1.590909e+00 8.181818e-01 2.272727e-01 0.000000e+00
35099: 2.391304e+00 1.521739e+00 8.695652e-01 2.173913e-01 0.000000e+00
35099: 2.375000e+00 1.541667e+00 8.750000e-01 2.083333e-01 0.000000e+00
35099: 2.400000e+00 1.520000e+00 8.800000e-01 2.000000e-01 0.000000e+00
35099: 2.384615e+00 1.576923e+00 8.461538e-01 1.923077e-01 0.000000e+00
35099: 2.370370e+00 1.518519e+00 9.259259e-01 1.851852e-01 0.000000e+00
35099: 2.392857e+00 1.535714e+00 8.928571e-01 1.785714e-01 0.000000e+00
35099: 2.413793e+00 1.517241e+00 8.965517e-01 1.724138e-01 0.000000e+00
35099: 2.400000e+00 1.566667e+00 8.666667e-01 1.666667e-01 0.000000e+00
35099: 2.387097e+00 1.580645e+00 8.709677e-01 1.612903e-01 0.000000e+00
35099: 2.406250e+00 1.531250e+00 9.062500e-01 1.562500e-01 0.000000e+00
35099: 2.393939e+00 1.575758e+00 8.787879e-01 1.515152e-01 0.000000e+00
35099: 2.382353e+00 1.529412e+00 9.411765e-01 1.470588e-01 0.000000e+00
35099: 2.371429e+00 1.571429e+00 9.142857e-01 1.428571e-01 0.000000e+00
35099: 2.388889e+00 1.527778e+00 9.444444e-01 1.388889e-01 0.000000e+00
35099: 2.378378e+00 1.567568e+00 9.189189e-01 1.351351e-01 0.000000e+00
35099: 2.394737e+00 1.552632e+00 9.210526e-01 1.315789e-01 0.000000e+00
35099: 2.384615e+00 1.564103e+00 9.230769e-01 1.282051e-01 0.000000e+00
35099: 2.375000e+00 1.575000e+00 9.250000e-01 1.250000e-01 0.000000e+00
35099: 2.365854e+00 1.536585e+00 9.756098e-01 1.219512e-01 0.000000e+00
35099: 2.357143e+00 1.571429e+00 9.523810e-01 1.190476e-01 0.000000e+00
35099: 2.348837e+00 1.534884e+00 1.000000e+00 1.162791e-01 0.000000e+00
35099: 2.363636e+00 1.545455e+00 9.772727e-01 1.136364e-01 0.000000e+00
35099: 2.377778e+00 1.533333e+00 9.777778e-01 1.111111e-01 0.000000e+00
35099: 2.369565e+00 1.543478e+00 9.782609e-01 1.086957e-01 0.000000e+00
35099: 2.382979e+00 1.531915e+00 9.787234e-01 1.063830e-01 0.000000e+00
35099: 2.375000e+00 1.541667e+00 9.791667e-01 1.041667e-01 0.000000e+00
35099: 2.387755e+00 1.530612e+00 9.795918e-01 1.020408e-01 0.000000e+00
35099: 2.380000e+00 1.560000e+00 9.600000e-01 1.000000e-01 0.000000e+00
35099: 2.372549e+00 1.568627e+00 9.607843e-01 9.803922e-02 0.000000e+00
35099: 2.365385e+00 1.557692e+00 9.615385e-01 1.153846e-01 0.000000e+00
35099: 2.358491e+00 1.566038e+00 9.622642e-01 1.132075e-01 0.000000e+00
35099: 2.351852e+00 1.574074e+00 9.629630e-01 1.111111e-01 0.000000e+00
35099: 2.363636e+00 1.545455e+00 9.818182e-01 1.090909e-01 0.000000e+00
35099: 2.339286e+00 1.571429e+00 9.642857e-01 1.250000e-01 0.000000e+00
35099: 2.333333e+00 1.543860e+00 9.824561e-01 1.228070e-01 1.754386e-02
35099: 2.310345e+00 1.568966e+00 9.827586e-01 1.206897e-01 1.724138e-02
35099: 2.322034e+00 1.576271e+00 9.661017e-01 1.186441e-01 1.694915e-02
